Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/12/2026 	_x86_64_	(16 CPU)

08:10:26 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:10:27 PM     0     22273   71.00   13.00    0.00    0.00   84.00     2  python3
08:10:28 PM     0     22273   67.00    9.00    0.00    0.00   76.00     2  python3
08:10:29 PM     0     22273   73.00    9.00    0.00    0.00   82.00     2  python3
08:10:30 PM     0     22273   65.00    6.00    0.00    0.00   71.00     2  python3
08:10:31 PM     0     22273   73.00    8.00    0.00    0.00   81.00     2  python3
08:10:32 PM     0     22273   69.00    6.00    0.00    0.00   75.00     2  python3
08:10:33 PM     0     22273   75.00    6.00    0.00    0.00   81.00     2  python3
08:10:34 PM     0     22273   71.00    7.00    0.00    0.00   78.00     2  python3
08:10:35 PM     0     22273   72.00    7.00    0.00    0.00   79.00     2  python3
08:10:36 PM     0     22273   69.00    7.00    0.00    0.00   76.00     2  python3
08:10:37 PM     0     22273   74.00    6.00    0.00    0.00   80.00     2  python3
08:10:38 PM     0     22273   68.00    7.00    0.00    0.00   75.00     2  python3
08:10:39 PM     0     22273   73.00    6.00    0.00    0.00   79.00     2  python3
08:10:40 PM     0     22273   72.00    9.00    0.00    0.00   81.00     2  python3
08:10:41 PM     0     22273   74.00    7.00    0.00    0.00   81.00     2  python3
08:10:42 PM     0     22273   70.00    7.00    0.00    0.00   77.00     2  python3
08:10:43 PM     0     22273   72.00    9.00    0.00    0.00   81.00     2  python3
08:10:44 PM     0     22273   67.00    7.00    0.00    0.00   74.00     2  python3
08:10:45 PM     0     22273   71.00    7.00    0.00    0.00   78.00     2  python3
08:10:46 PM     0     22273   71.00    6.00    0.00    0.00   77.00     2  python3
08:10:47 PM     0     22273   73.00    6.00    0.00    0.00   79.00     2  python3
08:10:48 PM     0     22273   69.00    6.00    0.00    0.00   75.00     2  python3
08:10:49 PM     0     22273   69.00    8.00    0.00    0.00   77.00     2  python3
08:10:50 PM     0     22273   69.00    6.00    0.00    0.00   75.00     2  python3
08:10:51 PM     0     22273   68.00    7.00    0.00    0.00   75.00     2  python3
08:10:52 PM     0     22273   71.00    7.00    0.00    0.00   78.00     2  python3
08:10:53 PM     0     22273   70.00    8.00    0.00    0.00   78.00     2  python3
08:10:54 PM     0     22273   71.00    5.00    0.00    0.00   76.00     2  python3
08:10:55 PM     0     22273   71.00    8.00    0.00    0.00   79.00     2  python3
08:10:56 PM     0     22273   71.00    7.00    0.00    0.00   78.00     2  python3
08:10:57 PM     0     22273   71.00    8.00    0.00    0.00   79.00     2  python3
08:10:58 PM     0     22273   73.00    7.00    0.00    0.00   80.00     2  python3
08:10:59 PM     0     22273   74.00    6.00    0.00    0.00   80.00     2  python3
08:11:00 PM     0     22273   66.00    9.00    0.00    0.00   75.00     2  python3
08:11:01 PM     0     22273   70.30    5.94    0.00    0.00   76.24     2  python3
08:11:02 PM     0     22273   66.00    7.00    0.00    0.00   73.00     2  python3
08:11:03 PM     0     22273   69.00    9.00    0.00    0.00   78.00     2  python3
08:11:04 PM     0     22273   69.00    6.00    0.00    0.00   75.00     2  python3
08:11:05 PM     0     22273   72.00    6.00    0.00    0.00   78.00     2  python3
08:11:06 PM     0     22273   69.00    6.00    0.00    0.00   75.00     2  python3
08:11:07 PM     0     22273   72.00    8.00    0.00    0.00   80.00     2  python3
08:11:08 PM     0     22273   71.00    6.00    0.00    0.00   77.00     2  python3
08:11:09 PM     0     22273   72.00    7.00    0.00    0.00   79.00     2  python3
08:11:10 PM     0     22273   71.00    7.00    0.00    0.00   78.00     2  python3
08:11:11 PM     0     22273   73.00    6.00    0.00    0.00   79.00     2  python3
08:11:12 PM     0     22273   74.00    7.00    0.00    0.00   81.00     2  python3
08:11:13 PM     0     22273   75.00    9.00    0.00    0.00   84.00     2  python3
08:11:14 PM     0     22273   73.00    7.00    0.00    0.00   80.00     2  python3
08:11:15 PM     0     22273   78.00    6.00    0.00    0.00   84.00     2  python3
08:11:16 PM     0     22273   75.00    9.00    0.00    0.00   84.00     2  python3
08:11:17 PM     0     22273   75.00    7.00    0.00    0.00   82.00     2  python3
08:11:18 PM     0     22273   73.00    7.00    0.00    0.00   80.00     2  python3
08:11:19 PM     0     22273   82.00    6.00    0.00    0.00   88.00     2  python3
08:11:20 PM     0     22273   76.00    6.00    0.00    0.00   82.00     2  python3
08:11:21 PM     0     22273   74.00    8.00    0.00    0.00   82.00     2  python3

Average:        0     22273   71.50    7.14    0.00    0.00   78.64     -  python3
