Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/14/2026 	_x86_64_	(16 CPU)

01:54:06 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:55:39 PM     0     59963   48.00    4.00    0.00    0.00   52.00     2  python3
01:55:40 PM     0     59963   45.00    4.00    0.00    0.00   49.00     2  python3
01:55:41 PM     0     59963   46.00    6.00    0.00    0.00   52.00     2  python3
01:55:42 PM     0     59963   41.00    4.00    0.00    0.00   45.00     2  python3
01:55:43 PM     0     59963   46.00    4.00    0.00    0.00   50.00     2  python3
01:55:44 PM     0     59963   43.00    6.00    0.00    0.00   49.00     2  python3
01:55:45 PM     0     59963   48.00    4.00    0.00    0.00   52.00     2  python3
01:55:46 PM     0     59963   42.00    5.00    0.00    0.00   47.00     2  python3
01:55:47 PM     0     59963   46.00    5.00    0.00    0.00   51.00     2  python3
01:55:48 PM     0     59963   42.00    6.00    0.00    0.00   48.00     2  python3
01:55:49 PM     0     59963   46.00    3.00    0.00    0.00   49.00     2  python3
01:55:50 PM     0     59963   44.00    2.00    0.00    0.00   46.00     2  python3
01:55:51 PM     0     59963   47.00    5.00    0.00    0.00   52.00     2  python3
01:55:52 PM     0     59963   45.00    5.00    0.00    0.00   50.00     2  python3
01:55:53 PM     0     59963   48.00    5.00    0.00    0.00   53.00     2  python3
01:55:54 PM     0     59963   43.00    6.00    0.00    0.00   49.00     2  python3
01:55:55 PM     0     59963   48.00    3.00    0.00    0.00   51.00     2  python3
01:55:56 PM     0     59963   45.00    3.00    0.00    0.00   48.00     2  python3
01:55:57 PM     0     59963   50.00    4.00    0.00    0.00   54.00     2  python3
01:55:58 PM     0     59963   45.00    4.00    0.00    0.00   49.00     2  python3
01:55:59 PM     0     59963   47.00    5.00    0.00    0.00   52.00     2  python3
01:56:00 PM     0     59963   45.00    4.00    0.00    0.00   49.00     2  python3
01:56:01 PM     0     59963   46.00    5.00    0.00    0.00   51.00     2  python3
01:56:02 PM     0     59963   42.00    7.00    0.00    0.00   49.00     2  python3

Average:        0     59963   50.47    5.18    0.00    0.00   55.65     -  python3
