Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/14/2026 	_x86_64_	(16 CPU)

01:54:06 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:54:07 PM     0     59963   68.00    9.00    0.00    0.00   77.00     2  python3
01:54:08 PM     0     59963   65.00    7.00    0.00    0.00   72.00     2  python3
01:54:09 PM     0     59963   73.00    7.00    0.00    0.00   80.00     2  python3
01:54:10 PM     0     59963   64.00    6.00    0.00    0.00   70.00     2  python3
01:54:11 PM     0     59963   71.29    5.94    0.00    0.00   77.23     2  python3
01:54:12 PM     0     59963   64.00    6.00    0.00    0.00   70.00     2  python3
01:54:13 PM     0     59963   68.00    8.00    0.00    0.00   76.00     2  python3
01:54:14 PM     0     59963   63.00    8.00    0.00    0.00   71.00     2  python3
01:54:15 PM     0     59963   68.00    8.00    0.00    0.00   76.00     2  python3
01:54:16 PM     0     59963   65.00    6.00    0.00    0.00   71.00     2  python3
01:54:17 PM     0     59963   74.00    8.00    0.00    0.00   82.00     2  python3
01:54:18 PM     0     59963   69.00    7.00    0.00    0.00   76.00     2  python3
01:54:19 PM     0     59963   71.00    8.00    0.00    0.00   79.00     2  python3
01:54:20 PM     0     59963   74.00    6.00    0.00    0.00   80.00     2  python3
01:54:21 PM     0     59963   73.00    7.00    0.00    0.00   80.00     2  python3
01:54:22 PM     0     59963   75.00    6.00    0.00    0.00   81.00     2  python3
01:54:23 PM     0     59963   74.00    7.00    0.00    0.00   81.00     2  python3
01:54:24 PM     0     59963   74.00    5.00    0.00    0.00   79.00     2  python3
01:54:25 PM     0     59963   71.00    7.00    0.00    0.00   78.00     2  python3
01:54:26 PM     0     59963   69.00    7.00    0.00    0.00   76.00     2  python3
01:54:27 PM     0     59963   75.00    7.00    0.00    0.00   82.00     2  python3
01:54:28 PM     0     59963   74.00    7.00    0.00    0.00   81.00     2  python3
01:54:29 PM     0     59963   74.00    7.00    0.00    0.00   81.00     2  python3
01:54:30 PM     0     59963   70.00    7.00    0.00    0.00   77.00     2  python3
01:54:31 PM     0     59963   75.00    6.00    0.00    0.00   81.00     2  python3
01:54:32 PM     0     59963   69.00    6.00    0.00    0.00   75.00     2  python3
01:54:33 PM     0     59963   52.00    5.00    0.00    0.00   57.00     2  python3
01:54:34 PM     0     59963   42.00    6.00    0.00    0.00   48.00     2  python3
01:54:35 PM     0     59963   45.00    7.00    0.00    0.00   52.00     2  python3
01:54:36 PM     0     59963   43.00    5.00    0.00    0.00   48.00     2  python3
01:54:37 PM     0     59963   47.00    4.00    0.00    0.00   51.00     2  python3
01:54:38 PM     0     59963   43.00    4.00    0.00    0.00   47.00     2  python3
01:54:39 PM     0     59963   46.00    5.00    0.00    0.00   51.00     2  python3
01:54:40 PM     0     59963   44.00    5.00    0.00    0.00   49.00     2  python3
01:54:41 PM     0     59963   47.00    4.00    0.00    0.00   51.00     2  python3
01:54:42 PM     0     59963   42.00    5.00    0.00    0.00   47.00     2  python3
01:54:43 PM     0     59963   45.00    3.00    0.00    0.00   48.00     2  python3
01:54:44 PM     0     59963   41.00    6.00    0.00    0.00   47.00     2  python3
01:54:45 PM     0     59963   46.00    4.00    0.00    0.00   50.00     2  python3
01:54:46 PM     0     59963   41.00    8.00    0.00    0.00   49.00     2  python3
01:54:47 PM     0     59963   47.00    5.00    0.00    0.00   52.00     2  python3
01:54:48 PM     0     59963   42.00    4.00    0.00    0.00   46.00     2  python3
01:54:49 PM     0     59963   47.00    5.00    0.00    0.00   52.00     2  python3
01:54:50 PM     0     59963   44.00    3.00    0.00    0.00   47.00     2  python3
01:54:51 PM     0     59963   45.00    6.00    0.00    0.00   51.00     2  python3
01:54:52 PM     0     59963   46.00    3.00    0.00    0.00   49.00     2  python3
01:54:53 PM     0     59963   49.00    4.00    0.00    0.00   53.00     2  python3
01:54:54 PM     0     59963   44.00    4.00    0.00    0.00   48.00     2  python3
01:54:55 PM     0     59963   47.00    4.00    0.00    0.00   51.00     2  python3
01:54:56 PM     0     59963   40.00    5.00    0.00    0.00   45.00     2  python3
01:54:57 PM     0     59963   48.00    4.00    0.00    0.00   52.00     2  python3
01:54:58 PM     0     59963   39.00    6.00    0.00    0.00   45.00     2  python3
01:54:59 PM     0     59963   49.00    5.00    0.00    0.00   54.00     2  python3
01:55:00 PM     0     59963   50.00    5.00    0.00    0.00   55.00     2  python3
01:55:01 PM     0     59963   47.00    4.00    0.00    0.00   51.00     2  python3
01:55:02 PM     0     59963   43.00    4.00    0.00    0.00   47.00     2  python3
01:55:03 PM     0     59963   46.00    4.00    0.00    0.00   50.00     2  python3
01:55:04 PM     0     59963   41.00    4.00    0.00    0.00   45.00     2  python3
01:55:05 PM     0     59963   45.00    5.00    0.00    0.00   50.00     2  python3
01:55:06 PM     0     59963   42.00    5.00    0.00    0.00   47.00     2  python3
01:55:07 PM     0     59963   44.00    6.00    0.00    0.00   50.00     2  python3
01:55:08 PM     0     59963   42.57    2.97    0.00    0.00   45.54     2  python3
01:55:09 PM     0     59963   47.00    3.00    0.00    0.00   50.00     2  python3
01:55:10 PM     0     59963   42.00    5.00    0.00    0.00   47.00     2  python3
01:55:11 PM     0     59963   49.00    4.00    0.00    0.00   53.00     2  python3
01:55:12 PM     0     59963   43.00    5.00    0.00    0.00   48.00     2  python3
01:55:13 PM     0     59963   49.00    4.00    0.00    0.00   53.00     2  python3
01:55:14 PM     0     59963   45.00    5.00    0.00    0.00   50.00     2  python3
01:55:15 PM     0     59963   44.00    5.00    0.00    0.00   49.00     2  python3
01:55:16 PM     0     59963   42.00    5.00    0.00    0.00   47.00     2  python3
01:55:17 PM     0     59963   47.00    3.00    0.00    0.00   50.00     2  python3
01:55:18 PM     0     59963   45.00    4.00    0.00    0.00   49.00     2  python3
01:55:19 PM     0     59963   45.00    5.00    0.00    0.00   50.00     2  python3
01:55:20 PM     0     59963   41.00    5.00    0.00    0.00   46.00     2  python3
01:55:21 PM     0     59963   43.00    6.00    0.00    0.00   49.00     2  python3
01:55:22 PM     0     59963   41.00    6.00    0.00    0.00   47.00     2  python3
01:55:23 PM     0     59963   46.00    5.00    0.00    0.00   51.00     2  python3
01:55:24 PM     0     59963   42.00    4.00    0.00    0.00   46.00     2  python3
01:55:25 PM     0     59963   44.00    6.00    0.00    0.00   50.00     2  python3
01:55:26 PM     0     59963   42.00    5.00    0.00    0.00   47.00     2  python3
01:55:27 PM     0     59963   46.00    4.00    0.00    0.00   50.00     2  python3
01:55:28 PM     0     59963   43.00    5.00    0.00    0.00   48.00     2  python3
01:55:29 PM     0     59963   48.00    4.00    0.00    0.00   52.00     2  python3
01:55:30 PM     0     59963   44.00    5.00    0.00    0.00   49.00     2  python3
01:55:31 PM     0     59963   46.00    4.00    0.00    0.00   50.00     2  python3
01:55:32 PM     0     59963   41.00    5.00    0.00    0.00   46.00     2  python3
01:55:33 PM     0     59963   45.00    6.00    0.00    0.00   51.00     2  python3
01:55:34 PM     0     59963   42.00    6.00    0.00    0.00   48.00     2  python3
01:55:35 PM     0     59963   44.00    6.00    0.00    0.00   50.00     2  python3
01:55:36 PM     0     59963   41.00    6.00    0.00    0.00   47.00     2  python3
01:55:37 PM     0     59963   46.00    3.00    0.00    0.00   49.00     2  python3
01:55:38 PM     0     59963   41.00    5.00    0.00    0.00   46.00     2  python3
