Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/12/2026 	_x86_64_	(16 CPU)

06:40:51 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
06:40:52 PM     0     17762  243.00   11.00    0.00    0.00  254.00     4  python3
06:40:53 PM     0     17762  253.00    7.00    0.00    0.00  260.00     4  python3
06:40:54 PM     0     17762  279.00    7.00    0.00    0.00  286.00     4  python3
06:40:55 PM     0     17762  255.00    6.00    0.00    0.00  261.00     4  python3
06:40:56 PM     0     17762  272.00    8.00    0.00    0.00  280.00     4  python3
06:40:57 PM     0     17762  259.00    5.00    0.00    0.00  264.00     4  python3
06:40:58 PM     0     17762  248.00    8.00    0.00    0.00  256.00     4  python3
06:40:59 PM     0     17762  244.00    9.00    0.00    0.00  253.00     4  python3
06:41:00 PM     0     17762  265.00    7.00    0.00    0.00  272.00     4  python3
06:41:01 PM     0     17762  246.00    7.00    0.00    0.00  253.00     4  python3
06:41:02 PM     0     17762  293.00    6.00    0.00    0.00  299.00     4  python3
06:41:03 PM     0     17762  263.00    8.00    0.00    0.00  271.00     4  python3
06:41:04 PM     0     17762  268.00    7.00    0.00    0.00  275.00     4  python3
06:41:05 PM     0     17762  273.00    7.00    0.00    0.00  280.00     4  python3
06:41:06 PM     0     17762  273.00    6.00    0.00    0.00  279.00     4  python3
06:41:07 PM     0     17762  245.00    6.00    0.00    0.00  251.00     4  python3
06:41:08 PM     0     17762  249.00    8.00    0.00    0.00  257.00     4  python3
06:41:09 PM     0     17762  240.00    6.00    0.00    0.00  246.00     4  python3
06:41:10 PM     0     17762  241.00    9.00    0.00    0.00  250.00     4  python3
06:41:11 PM     0     17762  249.00    6.00    0.00    0.00  255.00     4  python3
06:41:12 PM     0     17762  259.00    8.00    0.00    0.00  267.00     4  python3
06:41:13 PM     0     17762  254.00    9.00    0.00    0.00  263.00     4  python3
06:41:14 PM     0     17762  264.00    6.00    0.00    0.00  270.00     4  python3
06:41:15 PM     0     17762  260.00    5.00    0.00    0.00  265.00     4  python3
06:41:16 PM     0     17762  256.00    6.00    0.00    0.00  262.00     4  python3
06:41:17 PM     0     17762  259.00    7.00    0.00    0.00  266.00     4  python3
06:41:18 PM     0     17762  289.00    8.00    0.00    0.00  297.00     4  python3
06:41:19 PM     0     17762  263.00    5.00    0.00    0.00  268.00     4  python3
06:41:20 PM     0     17762  315.00    7.00    0.00    0.00  322.00     4  python3
06:41:21 PM     0     17762  283.00    7.00    0.00    0.00  290.00     4  python3
06:41:22 PM     0     17762  272.00    8.00    0.00    0.00  280.00     4  python3
06:41:23 PM     0     17762  288.00    5.00    0.00    0.00  293.00     4  python3
06:41:24 PM     0     17762  296.00    7.00    0.00    0.00  303.00     4  python3
06:41:25 PM     0     17762  270.00    6.00    0.00    0.00  276.00     4  python3
06:41:26 PM     0     17762  265.35    7.92    0.00    0.00  273.27     4  python3
06:41:27 PM     0     17762  257.00    6.00    0.00    0.00  263.00     4  python3
06:41:28 PM     0     17762  252.00    7.00    0.00    0.00  259.00     4  python3
06:41:29 PM     0     17762  247.00    6.00    0.00    0.00  253.00     4  python3
06:41:30 PM     0     17762  252.00    7.00    0.00    0.00  259.00     4  python3
06:41:31 PM     0     17762  238.00    5.00    0.00    0.00  243.00     4  python3
06:41:32 PM     0     17762  251.00    7.00    0.00    0.00  258.00     4  python3
06:41:33 PM     0     17762  242.00    6.00    0.00    0.00  248.00     4  python3
06:41:34 PM     0     17762  234.00    9.00    0.00    0.00  243.00     4  python3
06:41:35 PM     0     17762  237.00    5.00    0.00    0.00  242.00     4  python3
06:41:36 PM     0     17762  255.00    6.00    0.00    0.00  261.00     4  python3
06:41:37 PM     0     17762  249.00    5.00    0.00    0.00  254.00     4  python3
06:41:38 PM     0     17762  265.00    8.00    0.00    0.00  273.00     4  python3
06:41:39 PM     0     17762  289.00    6.00    0.00    0.00  295.00     4  python3
06:41:40 PM     0     17762  320.00    7.00    0.00    0.00  327.00     4  python3
06:41:41 PM     0     17762  302.00    7.00    0.00    0.00  309.00     4  python3

Average:        0     17762  262.83    6.86    0.00    0.00  269.69     -  python3
