Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/15/2026 	_x86_64_	(16 CPU)

07:56:13 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
07:56:14 PM     0     82121   71.00   13.00    0.00    0.00   84.00     0  python3
07:56:15 PM     0     82121   73.00    8.00    0.00    0.00   81.00     0  python3
07:56:16 PM     0     82121   77.00    8.00    0.00    0.00   85.00     0  python3
07:56:17 PM     0     82121   72.00    5.00    0.00    0.00   77.00     0  python3
07:56:18 PM     0     82121   75.00    7.00    0.00    0.00   82.00     0  python3
07:56:19 PM     0     82121   65.00    8.00    0.00    0.00   73.00     0  python3
07:56:20 PM     0     82121   76.00    9.00    0.00    0.00   85.00     0  python3
07:56:21 PM     0     82121   69.00    8.00    0.00    0.00   77.00     0  python3
07:56:22 PM     0     82121   76.00    7.00    0.00    0.00   83.00     0  python3
07:56:23 PM     0     82121   72.00    8.00    0.00    0.00   80.00     0  python3
07:56:24 PM     0     82121   79.00    7.00    0.00    0.00   86.00     0  python3
07:56:25 PM     0     82121   67.00    8.00    0.00    0.00   75.00     0  python3
07:56:26 PM     0     82121   75.00    7.00    0.00    0.00   82.00     0  python3
07:56:27 PM     0     82121   73.00    9.00    0.00    0.00   82.00     0  python3
07:56:28 PM     0     82121   76.00   10.00    0.00    0.00   86.00     0  python3
07:56:29 PM     0     82121   69.00    8.00    0.00    0.00   77.00     0  python3
07:56:30 PM     0     82121   78.00    8.00    0.00    0.00   86.00     0  python3
07:56:31 PM     0     82121   67.00    7.00    0.00    0.00   74.00     0  python3
07:56:32 PM     0     82121   79.00    9.00    0.00    0.00   88.00     0  python3
07:56:33 PM     0     82121   72.00    6.00    0.00    0.00   78.00     0  python3
07:56:34 PM     0     82121   74.00    9.00    0.00    0.00   83.00     0  python3
07:56:35 PM     0     82121   73.00    8.00    0.00    0.00   81.00     0  python3
07:56:36 PM     0     82121   82.00    4.00    0.00    0.00   86.00     0  python3
07:56:37 PM     0     82121   70.30    8.91    0.00    0.00   79.21     0  python3
07:56:38 PM     0     82121   78.00   10.00    0.00    0.00   88.00     0  python3
07:56:39 PM     0     82121   73.00    7.00    0.00    0.00   80.00     0  python3
07:56:40 PM     0     82121   78.00    9.00    0.00    0.00   87.00     0  python3
07:56:41 PM     0     82121   71.00    5.00    0.00    0.00   76.00     0  python3
07:56:42 PM     0     82121   81.00    9.00    0.00    0.00   90.00     0  python3
07:56:43 PM     0     82121   72.00    6.00    0.00    0.00   78.00     0  python3
07:56:44 PM     0     82121   80.00    9.00    0.00    0.00   89.00     0  python3
07:56:45 PM     0     82121   71.00    7.00    0.00    0.00   78.00     0  python3
07:56:46 PM     0     82121   81.00    7.00    0.00    0.00   88.00     0  python3
07:56:47 PM     0     82121   73.00    7.00    0.00    0.00   80.00     0  python3
07:56:48 PM     0     82121   80.00    9.00    0.00    0.00   89.00     0  python3
07:56:49 PM     0     82121   76.00    8.00    0.00    0.00   84.00     0  python3
07:56:50 PM     0     82121   77.00   10.00    0.00    0.00   87.00     0  python3
07:56:51 PM     0     82121   73.00    9.00    0.00    0.00   82.00     0  python3
07:56:52 PM     0     82121   77.00    9.00    0.00    0.00   86.00     0  python3
07:56:53 PM     0     82121   73.00    8.00    0.00    0.00   81.00     0  python3
07:56:54 PM     0     82121   78.00    9.00    0.00    0.00   87.00     0  python3
07:56:55 PM     0     82121   69.00    8.00    0.00    0.00   77.00     0  python3
07:56:56 PM     0     82121   78.00    6.00    0.00    0.00   84.00     0  python3
07:56:57 PM     0     82121   69.00    8.00    0.00    0.00   77.00     0  python3
07:56:58 PM     0     82121   76.00    7.00    0.00    0.00   83.00     0  python3
07:56:59 PM     0     82121   72.00    7.00    0.00    0.00   79.00     0  python3
07:57:00 PM     0     82121   80.00    9.00    0.00    0.00   89.00     0  python3
07:57:01 PM     0     82121   71.00    6.00    0.00    0.00   77.00     0  python3
07:57:02 PM     0     82121   76.00    9.00    0.00    0.00   85.00     0  python3
07:57:03 PM     0     82121   70.00    8.00    0.00    0.00   78.00     0  python3
07:57:04 PM     0     82121   77.00    7.00    0.00    0.00   84.00     0  python3
