Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/26/2026 	_x86_64_	(16 CPU)

10:32:46 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
10:32:47 AM     all      7.48      0.00      4.18      0.19      0.00      0.00      0.76      0.00      0.00     87.39
10:32:48 AM     all      4.72      0.00      1.59      0.00      0.00      0.00      0.45      0.00      0.00     93.24
10:32:49 AM     all      4.22      0.00      2.24      0.00      0.00      0.00      0.70      0.00      0.00     92.84
10:32:50 AM     all      3.44      0.00      1.91      0.00      0.00      0.00      0.45      0.00      0.00     94.21
10:32:51 AM     all      3.38      0.00      1.66      0.00      0.00      0.00      0.45      0.00      0.00     94.52
10:32:52 AM     all      3.82      0.00      1.65      0.25      0.00      0.00      0.51      0.00      0.00     93.76
10:32:53 AM     all      4.19      0.00      1.84      0.00      0.00      0.00      0.83      0.00      0.00     93.14
10:32:54 AM     all      3.63      0.00      1.59      0.00      0.00      0.00      0.45      0.00      0.00     94.33
10:32:55 AM     all      3.88      0.00      1.59      0.00      0.00      0.00      0.83      0.00      0.00     93.70
10:32:56 AM     all      3.63      0.00      1.59      0.00      0.00      0.00      0.45      0.00      0.00     94.33
10:32:57 AM     all      3.57      0.00      1.66      0.06      0.00      0.00      0.76      0.00      0.00     93.95
10:32:58 AM     all      3.77      0.00      1.79      0.00      0.00      0.00      0.45      0.00      0.00     94.00
10:32:59 AM     all      3.70      0.00      1.47      0.00      0.00      0.00      0.38      0.00      0.00     94.45
10:33:00 AM     all      3.58      0.00      1.79      0.00      0.00      0.00      0.58      0.00      0.00     94.05
10:33:01 AM     all      3.88      0.00      1.84      0.00      0.00      0.00      0.45      0.00      0.00     93.83
10:33:02 AM     all      3.45      0.00      1.73      0.13      0.00      0.00      0.58      0.00      0.00     94.12
10:33:03 AM     all      3.95      0.00      2.04      0.00      0.00      0.00      0.51      0.00      0.00     93.50
10:33:04 AM     all      3.25      0.00      1.66      0.00      0.00      0.00      0.57      0.00      0.00     94.52
10:33:05 AM     all      3.65      0.00      1.73      0.00      0.00      0.00      0.51      0.00      0.00     94.11
10:33:06 AM     all      3.49      0.00      1.78      0.00      0.00      0.00      0.44      0.00      0.00     94.28
10:33:07 AM     all      3.89      0.00      1.40      0.00      0.00      0.00      0.57      0.00      0.00     94.14
10:33:08 AM     all      3.44      0.00      1.78      0.06      0.00      0.00      0.45      0.00      0.00     94.26
10:33:09 AM     all      3.87      0.00      1.71      0.00      0.00      0.00      0.63      0.00      0.00     93.78
10:33:10 AM     all      3.39      0.00      1.47      0.00      0.00      0.00      0.32      0.00      0.00     94.82
10:33:11 AM     all      3.89      0.00      1.98      0.00      0.00      0.00      0.45      0.00      0.00     93.69
10:33:12 AM     all      3.39      0.00      1.34      0.00      0.00      0.00      0.38      0.00      0.00     94.88
10:33:13 AM     all      3.69      0.00      1.91      0.13      0.00      0.00      0.57      0.00      0.00     93.70
10:33:14 AM     all      3.82      0.00      1.72      0.06      0.00      0.00      0.64      0.00      0.00     93.76
10:33:15 AM     all      3.75      0.00      1.65      0.00      0.00      0.00      0.64      0.00      0.00     93.96
10:33:16 AM     all      3.50      0.00      1.66      0.00      0.00      0.00      0.45      0.00      0.00     94.39
10:33:17 AM     all      3.70      0.06      2.04      0.06      0.00      0.00      0.70      0.00      0.00     93.43
10:33:18 AM     all      3.62      0.00      1.65      0.06      0.00      0.00      0.38      0.00      0.00     94.28
10:33:19 AM     all      3.64      0.00      1.60      0.00      0.00      0.00      0.64      0.00      0.00     94.12
10:33:20 AM     all      3.44      0.00      1.97      0.00      0.00      0.00      0.51      0.00      0.00     94.08
10:33:21 AM     all      3.44      0.00      1.78      0.00      0.00      0.00      0.64      0.00      0.00     94.14
10:33:22 AM     all      3.62      0.00      1.97      0.06      0.00      0.00      0.64      0.00      0.00     93.71
10:33:23 AM     all      3.58      0.00      1.92      0.06      0.00      0.00      0.38      0.00      0.00     94.05
10:33:24 AM     all      3.57      0.00      1.47      0.00      0.00      0.00      0.64      0.00      0.00     94.32
10:33:25 AM     all      3.51      0.00      1.72      0.00      0.00      0.00      0.51      0.00      0.00     94.26
10:33:26 AM     all      3.69      0.00      1.65      0.00      0.00      0.00      0.51      0.00      0.00     94.15
