Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/23/2026 	_x86_64_	(16 CPU)

03:45:29 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
03:45:30 PM     all      7.94     43.06      3.34      0.06      0.00      0.00      0.38      0.00      0.00     45.21
03:45:31 PM     all      7.68     51.95      1.89      0.06      0.00      0.00      0.50      0.00      0.00     37.91
03:45:32 PM     all      8.32     40.60      1.91      0.06      0.00      0.00      0.51      0.00      0.00     48.60
03:45:33 PM     all      6.87     64.71      1.64      0.13      0.00      0.00      0.82      0.00      0.00     25.83
03:45:34 PM     all      6.99     24.94      1.57      0.00      0.00      0.00      0.57      0.00      0.00     65.93
03:45:35 PM     all      7.62     49.78      2.10      0.00      0.00      0.00      0.70      0.00      0.00     39.81
03:45:36 PM     all      5.62     37.44      1.20      0.00      0.00      0.00      0.57      0.00      0.00     55.18
03:45:37 PM     all      7.57     49.87      1.70      0.00      0.00      0.00      0.57      0.00      0.00     40.29
03:45:38 PM     all      7.17     40.48      1.46      0.00      0.00      0.00      0.57      0.00      0.00     50.32
03:45:39 PM     all      5.93     55.37      1.52      0.13      0.00      0.00      0.44      0.00      0.00     36.62
03:45:40 PM     all      6.14     25.02      1.14      0.00      0.00      0.00      0.51      0.00      0.00     67.19
03:45:41 PM     all      6.05     72.46      1.76      0.00      0.00      0.00      0.76      0.00      0.00     18.97
03:45:42 PM     all      7.22     44.87      1.65      0.00      0.00      0.00      0.70      0.00      0.00     45.57
03:45:43 PM     all      6.23     29.97      1.13      0.00      0.00      0.00      0.44      0.00      0.00     62.22
03:45:44 PM     all      5.07     36.73      1.20      0.00      0.00      0.00      0.44      0.00      0.00     56.55
03:45:45 PM     all      7.33     61.82      1.71      0.00      0.00      0.00      0.70      0.00      0.00     28.45
03:45:46 PM     all      5.56     27.21      0.76      0.00      0.00      0.00      0.44      0.00      0.00     66.04
03:45:47 PM     all      5.95     30.99      1.01      0.00      0.00      0.00      0.51      0.00      0.00     61.54
03:45:48 PM     all     13.97     41.47      1.45      0.00      0.00      0.00      0.57      0.00      0.00     42.54
03:45:49 PM     all      5.42     36.67      0.95      0.06      0.00      0.00      0.50      0.00      0.00     56.40
03:45:50 PM     all      7.54     33.63      1.27      0.00      0.00      0.00      0.57      0.00      0.00     57.00
03:45:51 PM     all      6.57     42.42      1.45      0.00      0.00      0.00      0.57      0.00      0.00     48.99
03:45:52 PM     all      8.10     36.96      1.20      0.00      0.00      0.00      0.57      0.00      0.00     53.16
03:45:53 PM     all      7.07     46.09      1.58      0.06      0.00      0.00      0.51      0.00      0.00     44.70
03:45:54 PM     all      6.12     29.40      1.07      0.00      0.00      0.00      0.57      0.00      0.00     62.84
03:45:55 PM     all      7.15     59.49      1.46      0.00      0.00      0.00      0.51      0.00      0.00     31.39
03:45:56 PM     all      6.90     57.00      1.52      0.00      0.00      0.00      0.57      0.00      0.00     34.01
03:45:57 PM     all      9.19     29.85      2.83      0.00      0.00      0.00      0.50      0.00      0.00     57.62
03:45:58 PM     all      8.39     55.04      2.33      0.00      0.00      0.00      0.69      0.00      0.00     33.54
03:45:59 PM     all      6.89     39.86      1.33      0.00      0.00      0.00      0.57      0.00      0.00     51.36
03:46:00 PM     all      6.83     59.46      1.77      0.06      0.00      0.00      0.76      0.00      0.00     31.12
03:46:01 PM     all      6.50     28.83      1.32      0.00      0.00      0.00      0.44      0.00      0.00     62.90
03:46:02 PM     all      5.73     68.20      1.20      0.00      0.00      0.00      0.69      0.00      0.00     24.18
03:46:03 PM     all      6.50     32.83      1.45      0.00      0.00      0.00      0.51      0.00      0.00     58.71
03:46:04 PM     all      5.67     33.42      0.95      0.00      0.00      0.00      0.44      0.00      0.00     59.52


Average:        all      7.02     43.37      1.54      0.02      0.00      0.00      0.56      0.00      0.00     47.49
