Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/24/2026 	_x86_64_	(16 CPU)

11:15:54 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
11:15:55 AM     all      6.73     46.13      3.93      0.06      0.00      0.00      0.38      0.00      0.00     42.77
11:15:56 AM     all      5.66     39.19      2.04      0.00      0.00      0.00      0.45      0.00      0.00     52.67
11:15:57 AM     all      5.93     45.70      2.23      0.00      0.00      0.00      0.51      0.00      0.00     45.63
11:15:58 AM     all      5.95     43.71      2.15      0.00      0.00      0.00      0.51      0.00      0.00     47.69
11:15:59 AM     all      5.09     38.80      2.16      0.00      0.00      0.00      0.51      0.00      0.00     53.44
11:16:00 AM     all      5.77     49.37      2.22      0.00      0.00      0.00      0.51      0.00      0.00     42.14
11:16:01 AM     all      8.60     62.48      3.57      0.00      0.00      0.00      0.89      0.00      0.00     24.46
11:16:02 AM     all      8.91     51.18      3.31      0.00      0.00      0.00      0.89      0.00      0.00     35.71
11:16:03 AM     all      7.33     26.66      2.02      0.00      0.00      0.00      0.57      0.00      0.00     63.42
11:16:04 AM     all      9.64     58.28      3.87      0.00      0.00      0.00      0.82      0.00      0.00     27.39
11:16:05 AM     all      8.03     45.29      2.61      0.13      0.00      0.00      0.70      0.00      0.00     43.25
11:16:06 AM     all     10.21     48.89      2.85      0.00      0.00      0.00      1.01      0.00      0.00     37.03
11:16:07 AM     all      8.16     41.01      2.28      0.00      0.00      0.00      0.76      0.00      0.00     47.78
11:16:08 AM     all      8.55     48.25      3.32      0.00      0.00      0.00      0.70      0.00      0.00     39.18
11:16:09 AM     all      8.93     51.31      2.55      0.00      0.00      0.00      0.70      0.00      0.00     36.50
11:16:10 AM     all      8.46     47.13      2.72      0.00      0.00      0.00      0.82      0.00      0.00     40.87
11:16:11 AM     all     10.52     52.90      3.06      0.00      0.00      0.00      0.70      0.00      0.00     32.82
11:16:12 AM     all      7.44     41.39      2.27      0.00      0.00      0.00      0.63      0.00      0.00     48.26
11:16:13 AM     all     12.60     54.76      4.76      0.00      0.00      0.00      0.96      0.00      0.00     26.93
11:16:14 AM     all      9.78     58.25      4.22      0.00      0.00      0.00      0.96      0.00      0.00     26.79
11:16:15 AM     all     10.61     61.47      4.98      0.00      0.00      0.00      0.89      0.00      0.00     22.04
11:16:16 AM     all     10.97     54.27      3.38      0.00      0.00      0.00      0.89      0.00      0.00     30.48
11:16:17 AM     all      9.90     49.14      2.73      0.00      0.00      0.00      0.70      0.00      0.00     37.52
11:16:18 AM     all      8.28     47.72      3.10      0.00      0.00      0.00      0.70      0.00      0.00     40.20
11:16:19 AM     all      8.92     44.23      3.57      0.00      0.00      0.00      0.76      0.00      0.00     42.51
11:16:20 AM     all     11.15     67.50      5.04      0.00      0.00      0.00      1.08      0.00      0.00     15.23
11:16:21 AM     all     11.11     60.66      4.85      0.00      0.00      0.00      1.02      0.00      0.00     22.35
11:16:22 AM     all     11.37     58.35      4.95      0.00      0.00      0.00      1.33      0.00      0.00     24.00
11:16:23 AM     all      5.35     21.33      1.38      0.00      0.00      0.00      0.50      0.00      0.00     71.43
11:16:24 AM     all     10.61     68.86      4.86      0.00      0.00      0.00      0.90      0.00      0.00     14.77
11:16:25 AM     all     10.71     61.41      4.23      0.00      0.00      0.00      1.09      0.00      0.00     22.56
11:16:26 AM     all      8.74     46.46      3.25      0.00      0.00      0.00      0.77      0.00      0.00     40.78
11:16:27 AM     all     11.93     57.78      4.02      0.00      0.00      0.00      0.96      0.00      0.00     25.32
11:16:28 AM     all     11.11     52.28      4.05      0.00      0.00      0.00      0.83      0.00      0.00     31.73
11:16:29 AM     all      9.37     54.62      2.74      0.00      0.00      0.00      1.08      0.00      0.00     32.19
11:16:30 AM     all      7.96     43.22      2.48      0.00      0.00      0.00      0.51      0.00      0.00     45.83
11:16:31 AM     all      8.83     53.33      3.05      0.00      0.00      0.00      0.95      0.00      0.00     33.84
11:16:32 AM     all      9.11     44.78      3.25      0.00      0.00      0.00      0.83      0.00      0.00     42.04
11:16:33 AM     all      8.99     51.42      3.48      0.00      0.00      0.00      0.82      0.00      0.00     35.28
11:16:34 AM     all      9.35     54.45      3.65      0.00      0.00      0.00      0.77      0.00      0.00     31.77
11:16:35 AM     all      8.39     48.70      3.05      0.00      0.00      0.00      0.89      0.00      0.00     38.97
11:16:36 AM     all     11.03     53.32      3.32      0.00      0.00      0.00      0.77      0.00      0.00     31.57
11:16:37 AM     all      9.22     51.78      2.54      0.00      0.00      0.00      0.83      0.00      0.00     35.62
11:16:38 AM     all     11.04     50.93      3.77      0.00      0.00      0.00      0.83      0.00      0.00     33.44
11:16:39 AM     all     10.37     50.06      2.75      0.00      0.00      0.00      0.70      0.00      0.00     36.11
11:16:40 AM     all     14.08     46.54      5.07      0.00      0.00      0.00      0.82      0.00      0.00     33.48
11:16:41 AM     all      8.67     33.54      1.90      0.00      0.00      0.00      0.63      0.00      0.00     55.25
11:16:42 AM     all      8.60     45.48      2.61      0.13      0.00      0.00      0.57      0.00      0.00     42.61
11:16:43 AM     all      7.45     37.94      1.83      0.00      0.00      0.00      0.57      0.00      0.00     52.21
11:16:44 AM     all      9.40     47.05      2.98      0.00      0.00      0.00      0.83      0.00      0.00     39.75
11:16:45 AM     all      8.85     52.09      3.67      0.00      0.00      0.00      0.82      0.00      0.00     34.58
11:16:46 AM     all      9.64     58.43      3.83      0.00      0.00      0.00      0.96      0.00      0.00     27.14
11:16:47 AM     all     10.11     64.65      4.51      0.00      0.00      0.00      1.02      0.00      0.00     19.71
11:16:48 AM     all      9.06     43.71      3.00      0.00      0.00      0.00      0.64      0.00      0.00     43.59
11:16:49 AM     all      9.84     53.55      3.43      0.00      0.00      0.00      0.95      0.00      0.00     32.23
11:16:50 AM     all      7.85     45.54      3.10      0.00      0.00      0.00      0.76      0.00      0.00     42.75
11:16:51 AM     all      8.88     32.93      2.41      0.00      0.00      0.00      0.51      0.00      0.00     55.27
11:16:52 AM     all      8.74     57.53      3.51      0.00      0.00      0.00      0.83      0.00      0.00     29.40
11:16:53 AM     all      8.26     48.03      2.92      0.13      0.00      0.00      0.70      0.00      0.00     39.96
11:16:54 AM     all      9.73     35.43      2.99      0.00      0.00      0.00      0.83      0.00      0.00     51.02
11:16:55 AM     all      8.54     63.61      3.54      0.00      0.00      0.00      0.89      0.00      0.00     23.42
11:16:56 AM     all      9.02     48.91      2.94      0.00      0.00      0.00      0.90      0.00      0.00     38.24
11:16:57 AM     all     10.21     51.18      4.40      0.00      0.00      0.00      0.77      0.00      0.00     33.44
11:16:58 AM     all      9.57     55.65      3.19      0.00      0.00      0.00      0.89      0.00      0.00     30.70
11:16:59 AM     all      7.75     33.61      2.29      0.00      0.00      0.00      0.64      0.00      0.00     55.72
11:17:00 AM     all      8.99     49.43      3.19      0.00      0.00      0.00      0.77      0.00      0.00     37.63
11:17:01 AM     all      9.26     61.10      4.00      0.00      0.00      0.00      0.89      0.00      0.00     24.75
11:17:02 AM     all      8.40     45.99      2.86      0.00      0.00      0.00      0.70      0.00      0.00     42.05
11:17:03 AM     all     15.41     41.66      3.04      0.00      0.00      0.00      0.63      0.00      0.00     39.25
11:17:04 AM     all      9.57     53.29      3.51      0.00      0.00      0.00      1.02      0.00      0.00     32.61
11:17:05 AM     all      9.50     57.08      3.32      0.00      0.00      0.00      0.96      0.00      0.00     29.15
11:17:06 AM     all      9.84     51.84      3.68      0.13      0.00      0.00      0.89      0.00      0.00     33.63
11:17:07 AM     all      9.24     62.45      4.49      0.00      0.00      0.00      0.90      0.00      0.00     22.91
11:17:08 AM     all      8.60     46.68      2.91      0.00      0.00      0.00      0.82      0.00      0.00     40.99
11:17:09 AM     all      9.95     52.49      3.51      0.06      0.00      0.00      0.77      0.00      0.00     33.23
11:17:10 AM     all     11.30     63.67      4.34      0.00      0.00      0.00      1.15      0.00      0.00     19.54
11:17:11 AM     all      9.97     62.24      4.15      0.00      0.00      0.00      1.09      0.00      0.00     22.56
11:17:12 AM     all     10.68     62.12      4.80      0.00      0.00      0.00      0.77      0.00      0.00     21.63
11:17:13 AM     all     11.72     54.42      4.99      0.00      0.00      0.00      0.96      0.00      0.00     27.91
11:17:14 AM     all     10.86     58.47      4.28      0.00      0.00      0.00      0.83      0.00      0.00     25.56
11:17:15 AM     all      9.23     58.08      3.53      0.00      0.00      0.00      0.71      0.00      0.00     28.46
11:17:16 AM     all     10.90     49.97      3.89      0.00      0.00      0.00      0.89      0.00      0.00     34.35
11:17:17 AM     all      9.72     63.24      4.41      0.00      0.00      0.00      0.83      0.00      0.00     21.80
11:17:18 AM     all     11.09     57.69      3.85      0.00      0.00      0.00      0.90      0.00      0.00     26.47
11:17:19 AM     all     10.14     65.50      4.40      0.00      0.00      0.00      1.02      0.00      0.00     18.94
11:17:20 AM     all      8.61     44.77      3.00      0.00      0.00      0.00      0.77      0.00      0.00     42.86
11:17:21 AM     all     11.02     59.32      4.74      0.00      0.00      0.00      0.90      0.00      0.00     24.02
11:17:22 AM     all     11.03     58.97      4.29      0.00      0.00      0.00      1.03      0.00      0.00     24.68
11:17:23 AM     all      9.34     46.04      2.94      0.00      0.00      0.00      0.83      0.00      0.00     40.86
11:17:24 AM     all     10.05     59.34      4.19      0.00      0.00      0.00      0.90      0.00      0.00     25.52
11:17:25 AM     all     10.27     61.97      4.47      0.00      0.00      0.00      0.77      0.00      0.00     22.53
11:17:26 AM     all     10.01     57.55      3.89      0.00      0.00      0.00      0.96      0.00      0.00     27.60
11:17:27 AM     all     10.21     52.95      3.66      0.00      0.00      0.00      0.83      0.00      0.00     32.35
11:17:28 AM     all     10.57     66.14      4.58      0.00      0.00      0.00      0.95      0.00      0.00     17.76
11:17:29 AM     all      9.57     51.05      3.45      0.06      0.00      0.00      0.89      0.00      0.00     34.97
11:17:30 AM     all      6.96     42.09      2.34      0.00      0.00      0.00      0.70      0.00      0.00     47.91
11:17:31 AM     all     10.83     48.49      3.33      0.00      0.00      0.00      0.90      0.00      0.00     36.45
11:17:32 AM     all      9.88     67.50      3.63      0.00      0.00      0.00      1.02      0.00      0.00     17.97
11:17:33 AM     all     11.57     54.16      4.09      0.00      0.00      0.00      1.02      0.00      0.00     29.16
11:17:34 AM     all     10.15     51.02      3.83      0.00      0.00      0.00      0.89      0.00      0.00     34.10
11:17:35 AM     all      8.97     69.15      4.13      0.00      0.00      0.00      1.02      0.00      0.00     16.73
11:17:36 AM     all     11.34     55.39      4.78      0.00      0.00      0.00      1.08      0.00      0.00     27.41
11:17:37 AM     all      9.60     51.81      3.69      0.06      0.00      0.00      0.89      0.00      0.00     33.95
11:17:38 AM     all      9.40     66.86      3.97      0.00      0.00      0.00      0.70      0.00      0.00     19.07
11:17:39 AM     all      7.97     43.35      3.10      0.00      0.00      0.00      0.82      0.00      0.00     44.75
11:17:40 AM     all     14.58     59.20      7.13      0.00      0.00      0.00      1.08      0.00      0.00     18.01
11:17:41 AM     all     11.54     42.35      4.59      0.00      0.00      0.00      0.89      0.00      0.00     40.62
11:17:42 AM     all     10.61     63.00      4.28      0.00      0.00      0.00      0.89      0.00      0.00     21.21
11:17:43 AM     all     10.75     64.57      4.52      0.00      0.00      0.00      0.89      0.00      0.00     19.27
11:17:44 AM     all      7.36     46.80      2.73      0.00      0.00      0.00      0.70      0.00      0.00     42.42
11:17:45 AM     all     10.73     53.32      4.53      0.06      0.00      0.00      0.89      0.00      0.00     30.46
11:17:46 AM     all     10.16     65.50      4.28      0.00      0.00      0.00      0.96      0.00      0.00     19.11
11:17:47 AM     all      8.75     65.90      4.21      0.00      0.00      0.00      0.83      0.00      0.00     20.31
11:17:48 AM     all     11.64     56.20      5.12      0.00      0.00      0.00      0.96      0.00      0.00     26.09
11:17:49 AM     all     14.29     53.84      4.00      0.00      0.00      0.00      0.95      0.00      0.00     26.92
11:17:50 AM     all     15.99     59.20      5.08      0.00      0.00      0.00      1.02      0.00      0.00     18.72
11:17:51 AM     all     11.03     57.74      3.63      0.00      0.00      0.00      1.02      0.00      0.00     26.58
11:17:52 AM     all      9.80     66.52      4.48      0.00      0.00      0.00      0.90      0.00      0.00     18.31
11:17:53 AM     all      9.32     49.65      3.64      0.13      0.00      0.00      0.83      0.00      0.00     36.44
11:17:54 AM     all     11.46     64.72      5.19      0.00      0.00      0.00      1.02      0.00      0.00     17.61
11:17:55 AM     all     10.76     60.92      4.55      0.00      0.00      0.00      0.96      0.00      0.00     22.81
11:17:56 AM     all     10.32     60.96      4.14      0.00      0.00      0.00      1.02      0.00      0.00     23.57
11:17:57 AM     all      9.87     61.53      4.27      0.00      0.00      0.00      0.89      0.00      0.00     23.44
11:17:58 AM     all     10.16     54.89      4.35      0.13      0.00      0.00      1.09      0.00      0.00     29.39
11:17:59 AM     all      8.47     54.39      3.50      0.00      0.00      0.00      0.89      0.00      0.00     32.74
11:18:00 AM     all     10.29     55.97      4.09      0.06      0.00      0.00      0.83      0.00      0.00     28.75
11:18:01 AM     all     10.39     59.34      4.27      0.00      0.00      0.00      0.96      0.00      0.00     25.05
11:18:02 AM     all     10.08     64.14      4.28      0.00      0.00      0.00      0.96      0.00      0.00     20.55
11:18:03 AM     all     10.74     56.59      4.09      0.00      0.00      0.00      0.96      0.00      0.00     27.62
11:18:04 AM     all      9.95     70.66      4.21      0.00      0.00      0.00      0.96      0.00      0.00     14.22
11:18:05 AM     all      9.32     54.98      3.26      0.00      0.00      0.00      0.96      0.00      0.00     31.48
11:18:06 AM     all     10.20     56.15      4.02      0.06      0.00      0.00      0.89      0.00      0.00     28.68
11:18:07 AM     all      9.30     48.47      3.44      0.00      0.00      0.00      0.83      0.00      0.00     37.96
11:18:08 AM     all      9.94     65.14      3.89      0.00      0.00      0.00      1.02      0.00      0.00     20.01
11:18:09 AM     all     10.92     56.77      4.53      0.00      0.00      0.00      1.09      0.00      0.00     26.69
11:18:10 AM     all      8.37     46.92      3.30      0.00      0.00      0.00      0.82      0.00      0.00     40.58
11:18:11 AM     all      9.15     67.37      3.77      0.00      0.00      0.00      0.77      0.00      0.00     18.94
11:18:12 AM     all     10.76     57.32      5.16      0.00      0.00      0.00      1.08      0.00      0.00     25.67
11:18:13 AM     all     10.86     58.24      4.66      0.00      0.00      0.00      1.09      0.00      0.00     25.16
11:18:14 AM     all      9.91     59.40      3.88      0.00      0.00      0.00      0.64      0.00      0.00     26.18
11:18:15 AM     all     10.31     57.66      4.04      0.00      0.00      0.00      1.09      0.00      0.00     26.91
11:18:16 AM     all     10.76     38.45      2.61      0.00      0.00      0.00      0.64      0.00      0.00     47.55
11:18:17 AM     all     11.54     54.72      4.08      0.00      0.00      0.00      0.83      0.00      0.00     28.83
11:18:18 AM     all      9.56     61.57      3.95      0.00      0.00      0.00      0.96      0.00      0.00     23.96
11:18:19 AM     all     10.18     62.15      4.90      0.00      0.00      0.00      1.02      0.00      0.00     21.76
11:18:20 AM     all      8.43     53.74      3.04      0.00      0.00      0.00      0.82      0.00      0.00     33.97
11:18:21 AM     all     16.11     50.92      3.87      0.00      0.00      0.00      1.01      0.00      0.00     28.09
11:18:22 AM     all     10.05     53.33      3.91      0.06      0.00      0.00      0.90      0.00      0.00     31.75
11:18:23 AM     all      9.88     67.56      3.95      0.00      0.00      0.00      0.83      0.00      0.00     17.78
11:18:24 AM     all     11.28     55.90      5.23      0.00      0.00      0.00      0.89      0.00      0.00     26.70
11:18:25 AM     all      9.36     55.57      3.56      0.00      0.00      0.00      0.83      0.00      0.00     30.68
11:18:26 AM     all     10.36     64.00      4.28      0.00      0.00      0.00      0.77      0.00      0.00     20.59
11:18:27 AM     all      9.09     47.44      3.34      0.06      0.00      0.00      0.69      0.00      0.00     39.37
11:18:28 AM     all     11.53     65.21      4.55      0.00      0.00      0.00      1.22      0.00      0.00     17.49
11:18:29 AM     all      9.33     51.50      3.07      0.00      0.00      0.00      0.89      0.00      0.00     35.21


Average:        all      9.79     53.64      3.68      0.01      0.00      0.00      0.85      0.00      0.00     32.02
