Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/12/2026 	_x86_64_	(16 CPU)

06:46:57 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
06:46:58 PM     0     18458  231.00   14.00    0.00    0.00  245.00     6  python3
06:46:59 PM     0     18458  272.00    6.00    0.00    0.00  278.00     6  python3
06:47:00 PM     0     18458  329.00    6.00    0.00    0.00  335.00     6  python3
06:47:01 PM     0     18458  278.00    6.00    0.00    0.00  284.00     6  python3
06:47:02 PM     0     18458  317.00    7.00    0.00    0.00  324.00     6  python3
06:47:03 PM     0     18458  278.00    6.00    0.00    0.00  284.00     6  python3
06:47:04 PM     0     18458  284.00    5.00    0.00    0.00  289.00     6  python3
06:47:05 PM     0     18458  284.00    7.00    0.00    0.00  291.00     6  python3
06:47:06 PM     0     18458  303.00    6.00    0.00    0.00  309.00     6  python3
06:47:07 PM     0     18458  276.00    7.00    0.00    0.00  283.00     6  python3
06:47:08 PM     0     18458  284.00    7.00    0.00    0.00  291.00     6  python3
06:47:09 PM     0     18458  254.00    7.00    0.00    0.00  261.00     6  python3
06:47:10 PM     0     18458  254.00    9.00    0.00    0.00  263.00     6  python3
06:47:11 PM     0     18458  255.00    6.00    0.00    0.00  261.00     6  python3
06:47:12 PM     0     18458  276.00    6.00    0.00    0.00  282.00     6  python3
06:47:13 PM     0     18458  256.00    5.00    0.00    0.00  261.00     6  python3
06:47:14 PM     0     18458  256.00    5.00    0.00    0.00  261.00     6  python3
06:47:15 PM     0     18458  261.00    7.00    0.00    0.00  268.00     6  python3
06:47:16 PM     0     18458  261.00    6.00    0.00    0.00  267.00     6  python3
06:47:17 PM     0     18458  268.00    6.00    0.00    0.00  274.00     6  python3
06:47:18 PM     0     18458  272.00    6.00    0.00    0.00  278.00     6  python3
06:47:19 PM     0     18458  253.00    7.00    0.00    0.00  260.00     6  python3
06:47:20 PM     0     18458  251.00    7.00    0.00    0.00  258.00     6  python3
06:47:21 PM     0     18458  248.00    6.00    0.00    0.00  254.00     6  python3
06:47:22 PM     0     18458  244.00    6.00    0.00    0.00  250.00     6  python3
06:47:23 PM     0     18458  252.00    7.00    0.00    0.00  259.00     6  python3
06:47:24 PM     0     18458  276.00    7.00    0.00    0.00  283.00     6  python3
06:47:25 PM     0     18458  256.00    4.00    0.00    0.00  260.00     6  python3
06:47:26 PM     0     18458  260.00    8.00    0.00    0.00  268.00     6  python3
06:47:27 PM     0     18458  251.00    6.00    0.00    0.00  257.00     6  python3
06:47:28 PM     0     18458  254.00    7.00    0.00    0.00  261.00     6  python3
06:47:29 PM     0     18458  242.00    8.00    0.00    0.00  250.00     6  python3
06:47:30 PM     0     18458  257.00    6.00    0.00    0.00  263.00     6  python3
06:47:31 PM     0     18458  245.00    5.00    0.00    0.00  250.00     6  python3
06:47:32 PM     0     18458  248.00    7.00    0.00    0.00  255.00     6  python3
06:47:33 PM     0     18458  246.00    5.00    0.00    0.00  251.00     6  python3
06:47:34 PM     0     18458  253.00    5.00    0.00    0.00  258.00     6  python3
06:47:35 PM     0     18458  262.00    5.00    0.00    0.00  267.00     6  python3
06:47:36 PM     0     18458  279.21    6.93    0.00    0.00  286.14     6  python3
06:47:37 PM     0     18458  283.00    6.00    0.00    0.00  289.00     6  python3
06:47:38 PM     0     18458  305.00    7.00    0.00    0.00  312.00     6  python3
06:47:39 PM     0     18458  290.00    6.00    0.00    0.00  296.00     6  python3
06:47:40 PM     0     18458  271.00    7.00    0.00    0.00  278.00     6  python3
06:47:41 PM     0     18458  277.00    6.00    0.00    0.00  283.00     6  python3
06:47:42 PM     0     18458  268.00    6.00    0.00    0.00  274.00     6  python3
06:47:43 PM     0     18458  246.00    5.00    0.00    0.00  251.00     6  python3
06:47:44 PM     0     18458  244.00    7.00    0.00    0.00  251.00     6  python3
06:47:45 PM     0     18458  242.00    7.00    0.00    0.00  249.00     6  python3
06:47:46 PM     0     18458  242.00    5.00    0.00    0.00  247.00     6  python3
06:47:47 PM     0     18458  233.00    6.00    0.00    0.00  239.00     6  python3
06:47:48 PM     0     18458  272.00    6.00    0.00    0.00  278.00     6  python3
06:47:49 PM     0     18458  252.00    5.00    0.00    0.00  257.00     6  python3
06:47:50 PM     0     18458  261.00    6.00    0.00    0.00  267.00     6  python3
