Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/12/2026 	_x86_64_	(16 CPU)

06:56:05 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
06:56:06 PM     0     19353   58.00   11.00    0.00    0.00   69.00     4  python3
06:56:07 PM     0     19353   55.00    6.00    0.00    0.00   61.00     4  python3
06:56:08 PM     0     19353   61.00    6.00    0.00    0.00   67.00     4  python3
06:56:09 PM     0     19353   53.00    9.00    0.00    0.00   62.00     4  python3
06:56:10 PM     0     19353   60.00    8.00    0.00    0.00   68.00     4  python3
06:56:11 PM     0     19353   56.00    6.00    0.00    0.00   62.00     4  python3
06:56:12 PM     0     19353   63.00    6.00    0.00    0.00   69.00     4  python3
06:56:13 PM     0     19353   59.00    5.00    0.00    0.00   64.00     4  python3
06:56:14 PM     0     19353   62.00    7.00    0.00    0.00   69.00     4  python3
06:56:15 PM     0     19353   57.00    6.00    0.00    0.00   63.00     4  python3
06:56:16 PM     0     19353   59.00    8.00    0.00    0.00   67.00     4  python3
06:56:17 PM     0     19353   60.00    4.00    0.00    0.00   64.00     4  python3
06:56:18 PM     0     19353   62.00    6.00    0.00    0.00   68.00     4  python3
06:56:19 PM     0     19353   56.00    7.00    0.00    0.00   63.00     4  python3
06:56:20 PM     0     19353   62.00    5.00    0.00    0.00   67.00     4  python3
06:56:21 PM     0     19353   56.00    7.00    0.00    0.00   63.00     4  python3
06:56:22 PM     0     19353   63.00    7.00    0.00    0.00   70.00     4  python3
06:56:23 PM     0     19353   56.00    7.00    0.00    0.00   63.00     4  python3
06:56:24 PM     0     19353   60.00    7.00    0.00    0.00   67.00     4  python3
06:56:25 PM     0     19353   58.00    7.00    0.00    0.00   65.00     4  python3
06:56:26 PM     0     19353   63.00    5.00    0.00    0.00   68.00     4  python3
06:56:27 PM     0     19353   57.00    5.00    0.00    0.00   62.00     4  python3
06:56:28 PM     0     19353   60.00    6.00    0.00    0.00   66.00     4  python3
06:56:29 PM     0     19353   57.00    6.00    0.00    0.00   63.00     4  python3
06:56:30 PM     0     19353   62.00    6.00    0.00    0.00   68.00     4  python3
