Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/24/2026 	_x86_64_	(16 CPU)

11:00:47 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
11:00:48 AM     all     12.92      0.00      2.04      0.00      0.00      0.00      0.45      0.00      0.00     84.60
11:00:49 AM     all     10.39      0.00      1.33      0.00      0.00      0.00      0.32      0.00      0.00     87.96
11:00:50 AM     all     10.24      0.00      1.07      0.06      0.00      0.00      0.32      0.00      0.00     88.31
11:00:51 AM     all      9.94      0.00      0.70      0.06      0.00      0.00      0.32      0.00      0.00     88.99
11:00:52 AM     all      8.95      0.00      0.82      0.00      0.00      0.00      0.25      0.00      0.00     89.97
11:00:53 AM     all      9.86      0.00      0.76      0.00      0.00      0.00      0.38      0.00      0.00     89.00
11:00:54 AM     all     10.53      0.00      1.07      0.06      0.00      0.00      0.38      0.00      0.00     87.96
11:00:55 AM     all     10.79      0.00      1.52      0.00      0.00      0.00      0.38      0.00      0.00     87.30
11:00:56 AM     all     11.58      0.00      1.32      0.00      0.00      0.00      0.38      0.00      0.00     86.72
11:00:57 AM     all     10.84      0.00      1.08      0.13      0.00      0.00      0.38      0.00      0.00     87.58
11:00:58 AM     all     10.92      0.00      1.27      0.00      0.00      0.00      0.44      0.00      0.00     87.37
11:00:59 AM     all     11.36      0.00      1.14      0.00      0.00      0.00      0.32      0.00      0.00     87.18
11:01:00 AM     all      9.92      0.00      1.34      0.00      0.00      0.00      0.64      0.00      0.00     88.10
11:01:01 AM     all     10.32      0.00      1.27      0.06      0.00      0.00      0.51      0.00      0.00     87.84
11:01:02 AM     all     10.83      0.00      1.08      0.06      0.00      0.00      0.51      0.00      0.00     87.52
11:01:03 AM     all     10.58      0.00      1.20      0.00      0.00      0.00      0.38      0.00      0.00     87.83
11:01:04 AM     all      9.99      0.00      1.40      0.00      0.00      0.00      0.51      0.00      0.00     88.10
11:01:05 AM     all     11.73      0.00      1.07      0.00      0.00      0.00      0.38      0.00      0.00     86.82
11:01:06 AM     all     10.95      0.00      1.40      0.00      0.00      0.00      0.45      0.00      0.00     87.21
11:01:07 AM     all      9.75      0.00      1.27      0.19      0.00      0.00      0.38      0.00      0.00     88.41
11:01:08 AM     all     10.65      0.00      1.14      0.00      0.00      0.00      0.44      0.00      0.00     87.76
11:01:09 AM     all     10.54      0.00      1.52      0.00      0.00      0.00      0.51      0.00      0.00     87.43
11:01:10 AM     all      9.70      0.00      1.45      0.00      0.00      0.00      0.44      0.00      0.00     88.41
11:01:11 AM     all     10.79      0.00      1.65      0.00      0.00      0.00      0.25      0.00      0.00     87.31
11:01:12 AM     all     10.65      0.00      1.08      0.06      0.00      0.00      0.51      0.00      0.00     87.70
11:01:13 AM     all      9.28      0.00      0.95      0.00      0.00      0.00      0.38      0.00      0.00     89.38
