Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/20/2026 	_x86_64_	(16 CPU)

05:51:07 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
05:51:08 PM     all      7.09      0.00      3.73      0.13      0.00      0.00      0.13      0.00      0.00     88.92
05:51:09 PM     all      5.63      0.00      1.08      0.06      0.00      0.00      0.25      0.00      0.00     92.98
05:51:10 PM     all      5.32      0.00      1.65      0.00      0.00      0.00      0.25      0.00      0.00     92.78
05:51:11 PM     all      4.81      0.00      1.01      0.00      0.00      0.00      0.25      0.00      0.00     93.92
05:51:12 PM     all      4.87      0.00      1.39      0.00      0.00      0.00      0.13      0.00      0.00     93.62
05:51:13 PM     all      4.51      0.00      0.76      0.00      0.00      0.00      0.13      0.00      0.00     94.60
05:51:14 PM     all      5.00      0.00      1.33      0.00      0.00      0.00      0.38      0.00      0.00     93.29
05:51:15 PM     all      4.82      0.00      1.01      0.19      0.00      0.00      0.06      0.00      0.00     93.91
05:51:16 PM     all      5.19      0.00      1.20      0.00      0.00      0.00      0.13      0.00      0.00     93.49
05:51:17 PM     all      4.81      0.00      0.76      0.00      0.00      0.00      0.19      0.00      0.00     94.24
05:51:18 PM     all      4.94      0.00      1.46      0.00      0.00      0.00      0.13      0.00      0.00     93.48
05:51:19 PM     all      4.64      0.00      0.64      0.00      0.00      0.00      0.19      0.00      0.00     94.54
05:51:20 PM     all      5.00      0.00      1.20      0.06      0.00      0.00      0.13      0.00      0.00     93.60
05:51:21 PM     all      4.69      0.00      0.76      0.00      0.00      0.00      0.19      0.00      0.00     94.36
05:51:22 PM     all      4.93      0.00      1.20      0.00      0.00      0.00      0.25      0.00      0.00     93.62
05:51:23 PM     all      4.70      0.00      1.02      0.00      0.00      0.00      0.06      0.00      0.00     94.23
05:51:24 PM     all      5.13      0.00      1.01      0.00      0.00      0.00      0.25      0.00      0.00     93.60
05:51:25 PM     all      4.49      0.00      1.07      0.06      0.00      0.00      0.32      0.00      0.00     94.06
05:51:26 PM     all      5.00      0.00      1.20      0.00      0.00      0.00      0.25      0.00      0.00     93.54
05:51:27 PM     all      4.88      0.00      0.95      0.00      0.00      0.00      0.13      0.00      0.00     94.04
05:51:28 PM     all      4.88      0.00      1.20      0.00      0.00      0.00      0.38      0.00      0.00     93.54
05:51:29 PM     all      4.74      0.00      1.33      0.00      0.00      0.00      0.25      0.00      0.00     93.68
05:51:30 PM     all      5.26      0.00      1.33      0.00      0.00      0.00      0.19      0.00      0.00     93.22
05:51:31 PM     all      5.06      0.00      0.89      0.13      0.00      0.00      0.13      0.00      0.00     93.80
05:51:32 PM     all      4.93      0.00      1.08      0.00      0.00      0.00      0.25      0.00      0.00     93.74
05:51:33 PM     all      4.81      0.00      0.82      0.00      0.00      0.00      0.25      0.00      0.00     94.11
05:51:34 PM     all      5.08      0.00      1.08      0.00      0.00      0.00      0.19      0.00      0.00     93.65
05:51:35 PM     all      4.58      0.00      1.02      0.06      0.00      0.00      0.00      0.00      0.00     94.34
05:51:36 PM     all      5.04      0.00      1.45      0.06      0.00      0.00      0.19      0.00      0.00     93.26
05:51:37 PM     all      4.56      0.00      0.82      0.00      0.00      0.00      0.13      0.00      0.00     94.49
05:51:38 PM     all      4.75      0.00      1.20      0.00      0.00      0.00      0.13      0.00      0.00     93.92
05:51:39 PM     all      4.74      0.00      0.89      0.00      0.00      0.00      0.19      0.00      0.00     94.18
05:51:40 PM     all      4.58      0.00      1.02      0.06      0.00      0.00      0.13      0.00      0.00     94.21
05:51:41 PM     all      4.67      0.00      0.88      0.06      0.00      0.00      0.25      0.00      0.00     94.13
05:51:42 PM     all      5.19      0.00      1.14      0.00      0.00      0.00      0.13      0.00      0.00     93.54
05:51:43 PM     all      4.62      0.00      1.08      0.00      0.00      0.00      0.25      0.00      0.00     94.05
05:51:44 PM     all      4.92      0.00      1.26      0.00      0.00      0.00      0.25      0.00      0.00     93.56
05:51:45 PM     all      4.62      0.00      1.08      0.00      0.00      0.00      0.19      0.00      0.00     94.11
05:51:46 PM     all      4.96      0.00      1.02      0.00      0.00      0.00      0.19      0.00      0.00     93.84
05:51:47 PM     all      4.92      0.00      1.01      0.13      0.00      0.00      0.25      0.00      0.00     93.69
05:51:48 PM     all      4.63      0.00      1.14      0.00      0.00      0.00      0.38      0.00      0.00     93.85
05:51:49 PM     all      4.67      0.00      0.95      0.00      0.00      0.00      0.32      0.00      0.00     94.07
05:51:50 PM     all      4.55      0.00      0.95      0.00      0.00      0.00      0.38      0.00      0.00     94.12
05:51:51 PM     all      4.82      0.00      0.82      0.00      0.00      0.00      0.13      0.00      0.00     94.23
05:51:52 PM     all      4.81      0.00      1.27      0.06      0.00      0.00      0.19      0.00      0.00     93.67
05:51:53 PM     all      4.68      0.00      1.14      0.00      0.00      0.00      0.19      0.00      0.00     93.99
05:51:54 PM     all      5.14      0.00      1.14      0.00      0.00      0.00      0.19      0.00      0.00     93.53
05:51:55 PM     all      4.56      0.00      0.95      0.00      0.00      0.00      0.13      0.00      0.00     94.37
05:51:56 PM     all      4.76      0.00      0.76      0.00      0.00      0.00      0.32      0.00      0.00     94.16
05:51:57 PM     all      5.19      0.00      0.89      0.06      0.00      0.00      0.06      0.00      0.00     93.80
05:51:58 PM     all      5.06      0.00      1.39      0.00      0.00      0.00      0.19      0.00      0.00     93.36
05:51:59 PM     all      4.95      0.00      1.01      0.00      0.00      0.00      0.13      0.00      0.00     93.91
05:52:00 PM     all      5.30      0.00      1.33      0.00      0.00      0.00      0.32      0.00      0.00     93.06
05:52:01 PM     all      4.52      0.00      1.02      0.00      0.00      0.00      0.13      0.00      0.00     94.33
05:52:02 PM     all      5.38      0.00      1.20      0.13      0.00      0.00      0.19      0.00      0.00     93.10
05:52:03 PM     all      4.73      0.00      1.14      0.00      0.00      0.00      0.32      0.00      0.00     93.81
05:52:04 PM     all      4.81      0.00      1.01      0.00      0.00      0.00      0.19      0.00      0.00     93.99
05:52:05 PM     all      4.56      0.00      0.95      0.00      0.00      0.00      0.25      0.00      0.00     94.23
05:52:06 PM     all      5.13      0.00      1.33      0.00      0.00      0.00      0.25      0.00      0.00     93.29
05:52:07 PM     all      4.80      0.00      1.07      0.06      0.00      0.00      0.19      0.00      0.00     93.88
05:52:08 PM     all      5.19      0.00      1.08      0.00      0.00      0.00      0.25      0.00      0.00     93.48
05:52:09 PM     all      4.75      0.00      0.95      0.00      0.00      0.00      0.25      0.00      0.00     94.05
05:52:10 PM     all      4.63      0.00      1.08      0.00      0.00      0.00      0.25      0.00      0.00     94.03
05:52:11 PM     all      4.80      0.00      0.95      0.00      0.00      0.00      0.13      0.00      0.00     94.12
05:52:12 PM     all      5.06      0.00      1.14      0.00      0.00      0.00      0.25      0.00      0.00     93.54
05:52:13 PM     all      4.44      0.00      1.01      0.19      0.00      0.00      0.19      0.00      0.00     94.17
05:52:14 PM     all      4.88      0.00      0.82      0.13      0.00      0.00      0.19      0.00      0.00     93.98
05:52:15 PM     all      4.74      0.00      0.89      0.00      0.00      0.00      0.06      0.00      0.00     94.31
05:52:16 PM     all      4.96      0.00      0.89      0.00      0.00      0.00      0.19      0.00      0.00     93.96
05:52:17 PM     all      4.60      0.00      1.01      0.00      0.00      0.00      0.13      0.00      0.00     94.26
05:52:18 PM     all      4.88      0.00      1.08      0.00      0.00      0.00      0.25      0.00      0.00     93.79
05:52:19 PM     all      4.50      0.00      0.76      0.00      0.00      0.00      0.13      0.00      0.00     94.61
05:52:20 PM     all      5.05      0.00      1.20      0.13      0.00      0.00      0.19      0.00      0.00     93.43
05:52:21 PM     all      4.49      0.00      1.01      0.00      0.00      0.00      0.25      0.00      0.00     94.24
05:52:22 PM     all      4.77      0.00      1.08      0.00      0.00      0.00      0.13      0.00      0.00     94.02
05:52:23 PM     all      4.83      0.00      0.89      0.00      0.00      0.00      0.19      0.00      0.00     94.09
05:52:24 PM     all      4.93      0.00      1.26      0.00      0.00      0.00      0.13      0.00      0.00     93.68
05:52:25 PM     all      6.84      0.00      0.95      0.06      0.00      0.00      0.32      0.00      0.00     91.83
05:52:26 PM     all      5.06      0.00      1.14      0.00      0.00      0.00      0.19      0.00      0.00     93.62
05:52:27 PM     all      4.55      0.00      0.89      0.00      0.00      0.00      0.25      0.00      0.00     94.31
05:52:28 PM     all      4.95      0.00      1.08      0.00      0.00      0.00      0.19      0.00      0.00     93.79
05:52:29 PM     all      4.82      0.00      1.01      0.00      0.00      0.00      0.25      0.00      0.00     93.91
05:52:30 PM     all      4.88      0.00      1.01      0.13      0.00      0.00      0.25      0.00      0.00     93.73
05:52:31 PM     all      4.87      0.00      1.14      0.00      0.00      0.00      0.13      0.00      0.00     93.86
05:52:32 PM     all      4.64      0.00      1.14      0.00      0.00      0.00      0.25      0.00      0.00     93.96
05:52:33 PM     all      4.69      0.00      1.08      0.00      0.00      0.00      0.06      0.00      0.00     94.17


Average:        all      4.90      0.00      1.09      0.02      0.00      0.00      0.20      0.00      0.00     93.79
