Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/20/2026 	_x86_64_	(16 CPU)

05:40:40 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
05:40:41 PM     all     15.89      0.00      4.10      0.00      0.00      0.00      0.58      0.00      0.00     79.44
05:40:42 PM     all     13.94      0.00      2.69      0.06      0.00      0.00      0.26      0.00      0.00     83.06
05:40:43 PM     all     13.75      0.00      3.18      0.00      0.00      0.00      0.57      0.00      0.00     82.50
05:40:44 PM     all     11.77      0.00      2.35      0.00      0.00      0.00      0.25      0.00      0.00     85.62
05:40:45 PM     all     12.15      0.00      2.17      0.00      0.00      0.00      0.26      0.00      0.00     85.42
05:40:46 PM     all     10.54      0.00      1.85      0.00      0.00      0.00      0.26      0.00      0.00     87.35
05:40:47 PM     all     12.21      0.00      2.23      0.00      0.00      0.00      0.25      0.00      0.00     85.31
05:40:48 PM     all     11.51      0.00      2.23      0.13      0.00      0.00      0.38      0.00      0.00     85.75
05:40:49 PM     all     14.95      0.00      3.19      0.00      0.00      0.00      0.45      0.00      0.00     81.41
05:40:50 PM     all     13.31      0.00      2.74      0.06      0.00      0.00      0.45      0.00      0.00     83.44
05:40:51 PM     all     13.73      0.00      2.48      0.00      0.00      0.00      0.45      0.00      0.00     83.34
05:40:52 PM     all     11.27      0.00      2.29      0.00      0.00      0.00      0.32      0.00      0.00     86.12
05:40:53 PM     all     11.90      0.00      2.29      0.06      0.00      0.00      0.45      0.00      0.00     85.30
05:40:54 PM     all     12.12      0.00      2.54      0.00      0.00      0.00      0.32      0.00      0.00     85.03
05:40:55 PM     all     12.36      0.00      1.86      0.00      0.00      0.00      0.38      0.00      0.00     85.39
05:40:56 PM     all     10.79      0.00      1.98      0.00      0.00      0.00      0.45      0.00      0.00     86.78
05:40:57 PM     all     13.83      0.00      2.75      0.00      0.00      0.00      0.51      0.00      0.00     82.91
05:40:58 PM     all     10.57      0.00      2.17      0.00      0.00      0.00      0.45      0.00      0.00     86.82
05:40:59 PM     all     12.64      0.00      1.97      0.13      0.00      0.00      0.38      0.00      0.00     84.88
05:41:00 PM     all     11.32      0.00      2.24      0.00      0.00      0.00      0.38      0.00      0.00     86.06
05:41:01 PM     all     12.48      0.00      2.55      0.00      0.00      0.00      0.51      0.00      0.00     84.47
05:41:02 PM     all     11.42      0.00      2.05      0.00      0.00      0.00      0.32      0.00      0.00     86.21
05:41:03 PM     all     12.86      0.00      2.79      0.00      0.00      0.00      0.32      0.00      0.00     84.03
05:41:04 PM     all     11.58      0.00      2.04      0.06      0.00      0.00      0.38      0.00      0.00     85.94
05:41:05 PM     all     12.17      0.00      2.36      0.00      0.00      0.00      0.38      0.00      0.00     85.10
05:41:06 PM     all     11.34      0.00      2.17      0.00      0.00      0.00      0.51      0.00      0.00     85.99
05:41:07 PM     all     11.87      0.00      2.23      0.00      0.00      0.00      0.32      0.00      0.00     85.58
05:41:08 PM     all     10.73      0.00      1.98      0.00      0.00      0.00      0.38      0.00      0.00     86.90
05:41:09 PM     all     12.09      0.00      1.97      0.13      0.00      0.00      0.45      0.00      0.00     85.36
05:41:10 PM     all     10.70      0.00      2.10      0.00      0.00      0.00      0.25      0.00      0.00     86.94
05:41:11 PM     all     11.85      0.00      2.17      0.00      0.00      0.00      0.45      0.00      0.00     85.53
05:41:12 PM     all     11.42      0.00      2.16      0.00      0.00      0.00      0.44      0.00      0.00     85.98
05:41:13 PM     all     11.54      0.00      2.41      0.00      0.00      0.00      0.44      0.00      0.00     85.61
05:41:14 PM     all     11.27      0.00      1.97      0.00      0.00      0.00      0.57      0.00      0.00     86.18
05:41:15 PM     all     12.43      0.00      2.61      0.06      0.00      0.00      0.38      0.00      0.00     84.51
05:41:16 PM     all     10.41      0.00      1.78      0.06      0.00      0.00      0.38      0.00      0.00     87.37
05:41:17 PM     all     11.75      0.00      2.04      0.00      0.00      0.00      0.45      0.00      0.00     85.76
05:41:18 PM     all     11.14      0.00      2.36      0.00      0.00      0.00      0.45      0.00      0.00     86.06
05:41:19 PM     all     12.04      0.00      2.17      0.00      0.00      0.00      0.45      0.00      0.00     85.35
05:41:20 PM     all     11.29      0.00      2.09      0.06      0.00      0.00      0.38      0.00      0.00     86.17
05:41:21 PM     all     11.49      0.00      2.11      0.00      0.00      0.00      0.38      0.00      0.00     86.02
05:41:22 PM     all     11.18      0.00      2.29      0.00      0.00      0.00      0.32      0.00      0.00     86.21
05:41:23 PM     all     11.72      0.00      2.37      0.00      0.00      0.00      0.26      0.00      0.00     85.65
05:41:24 PM     all     11.58      0.00      2.16      0.00      0.00      0.00      0.45      0.00      0.00     85.81
05:41:25 PM     all     12.15      0.00      2.10      0.13      0.00      0.00      0.38      0.00      0.00     85.24
05:41:26 PM     all     11.25      0.00      2.05      0.00      0.00      0.00      0.32      0.00      0.00     86.38
05:41:27 PM     all     12.26      0.00      2.49      0.00      0.00      0.00      0.38      0.00      0.00     84.87
05:41:28 PM     all     11.15      0.00      2.17      0.00      0.00      0.00      0.38      0.00      0.00     86.31
05:41:29 PM     all     12.29      0.00      2.42      0.00      0.00      0.00      0.51      0.00      0.00     84.79
05:41:30 PM     all     10.96      0.00      2.23      0.06      0.00      0.00      0.38      0.00      0.00     86.37
05:41:31 PM     all     18.08      0.00      3.65      0.00      0.00      0.00      0.51      0.00      0.00     77.76

Average:        all     12.10      0.00      2.34      0.02      0.00      0.00      0.40      0.00      0.00     85.15
