Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/18/2026 	_x86_64_	(16 CPU)

07:12:10 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
07:12:11 PM     all      0.89      0.00      0.63      0.00      0.00      0.00      0.13      0.00      0.00     98.35
07:12:12 PM     all      0.76      0.00      0.31      0.00      0.00      0.00      0.13      0.00      0.00     98.80
07:12:13 PM     all      0.88      0.00      0.95      0.00      0.00      0.00      0.19      0.00      0.00     97.98
07:12:14 PM     all      0.88      0.00      0.32      0.13      0.00      0.00      0.13      0.00      0.00     98.55
07:12:15 PM     all      0.76      0.00      0.25      0.00      0.00      0.00      0.19      0.00      0.00     98.80
07:12:16 PM     all      0.38      0.00      0.50      0.00      0.00      0.00      0.06      0.00      0.00     99.05
07:12:17 PM     all      0.76      0.00      0.51      0.00      0.00      0.00      0.19      0.00      0.00     98.55
07:12:18 PM     all      0.69      0.00      0.25      0.00      0.00      0.00      0.06      0.00      0.00     98.99
07:12:19 PM     all      0.76      0.00      0.25      0.13      0.00      0.00      0.06      0.00      0.00     98.80
07:12:20 PM     all      0.63      0.00      0.44      0.00      0.00      0.00      0.06      0.00      0.00     98.87
07:12:21 PM     all      0.76      0.00      0.31      0.00      0.00      0.00      0.06      0.00      0.00     98.87
07:12:22 PM     all      0.57      0.00      0.32      0.00      0.00      0.00      0.06      0.00      0.00     99.05
07:12:23 PM     all      0.69      0.00      0.38      0.06      0.00      0.00      0.13      0.00      0.00     98.74
07:12:24 PM     all      0.57      0.00      0.31      0.19      0.00      0.00      0.19      0.00      0.00     98.74
07:12:25 PM     all      0.63      0.00      0.51      0.00      0.00      0.00      0.13      0.00      0.00     98.74
07:12:26 PM     all      0.69      0.00      0.13      0.00      0.00      0.00      0.06      0.00      0.00     99.12
07:12:27 PM     all      0.69      0.00      0.32      0.00      0.00      0.00      0.13      0.00      0.00     98.86
07:12:28 PM     all      0.38      0.00      0.25      0.00      0.00      0.00      0.13      0.00      0.00     99.24
07:12:29 PM     all      1.07      0.00      0.44      0.06      0.00      0.00      0.06      0.00      0.00     98.37
07:12:30 PM     all      0.57      0.00      0.38      0.00      0.00      0.00      0.25      0.00      0.00     98.81
07:12:31 PM     all      0.82      0.00      0.38      0.00      0.00      0.00      0.25      0.00      0.00     98.55
07:12:32 PM     all      0.57      0.00      0.32      0.00      0.00      0.00      0.06      0.00      0.00     99.05
07:12:33 PM     all      0.63      0.00      0.19      0.00      0.00      0.00      0.13      0.00      0.00     99.05
07:12:34 PM     all      0.44      0.00      0.44      0.00      0.00      0.00      0.06      0.00      0.00     99.05
07:12:35 PM     all      0.76      0.00      0.38      0.13      0.00      0.00      0.13      0.00      0.00     98.61
07:12:36 PM     all      0.57      0.00      0.32      0.00      0.00      0.00      0.13      0.00      0.00     98.99
07:12:37 PM     all      0.63      0.00      0.38      0.06      0.00      0.00      0.06      0.00      0.00     98.87
07:12:38 PM     all      0.57      0.00      0.38      0.00      0.00      0.00      0.00      0.00      0.00     99.05
07:12:39 PM     all      0.82      0.00      0.44      0.00      0.00      0.00      0.25      0.00      0.00     98.49
07:12:40 PM     all      0.50      0.00      0.25      0.13      0.00      0.00      0.13      0.00      0.00     98.99
07:12:41 PM     all      0.63      0.00      0.25      0.00      0.00      0.00      0.00      0.00      0.00     99.12
07:12:42 PM     all      0.63      0.00      0.25      0.13      0.00      0.00      0.13      0.00      0.00     98.86
07:12:43 PM     all      0.69      0.00      0.32      0.00      0.00      0.00      0.13      0.00      0.00     98.87
07:12:44 PM     all      0.63      0.00      0.44      0.00      0.00      0.00      0.06      0.00      0.00     98.87
07:12:45 PM     all      0.76      0.00      0.32      0.06      0.00      0.00      0.19      0.00      0.00     98.68
07:12:46 PM     all      0.51      0.00      0.32      0.00      0.00      0.00      0.06      0.00      0.00     99.12
07:12:47 PM     all      0.57      0.00      0.38      0.00      0.00      0.00      0.13      0.00      0.00     98.93
07:12:48 PM     all      0.44      0.00      0.38      0.00      0.00      0.00      0.06      0.00      0.00     99.12
07:12:49 PM     all      0.69      0.00      0.31      0.00      0.00      0.00      0.19      0.00      0.00     98.80
07:12:50 PM     all      0.44      0.00      0.19      0.13      0.00      0.00      0.13      0.00      0.00     99.12
07:12:51 PM     all      1.07      0.00      0.44      0.00      0.00      0.00      0.19      0.00      0.00     98.30
