Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/24/2026 	_x86_64_	(16 CPU)

11:08:18 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
11:08:19 AM     all      9.96      0.00      2.11      0.00      0.00      0.00      0.57      0.00      0.00     87.36
11:08:20 AM     all     10.76      0.00      1.52      0.00      0.00      0.00      0.38      0.00      0.00     87.34
11:08:21 AM     all      9.52      0.00      1.40      0.19      0.00      0.00      0.51      0.00      0.00     88.39
11:08:22 AM     all      9.58      0.00      1.27      0.00      0.00      0.00      0.32      0.00      0.00     88.84
11:08:23 AM     all     10.57      0.00      1.21      0.00      0.00      0.00      0.45      0.00      0.00     87.78
11:08:24 AM     all     10.76      0.00      1.46      0.00      0.00      0.00      0.51      0.00      0.00     87.28
11:08:25 AM     all     10.63      0.00      1.20      0.00      0.00      0.00      0.76      0.00      0.00     87.41
11:08:26 AM     all      9.38      0.00      1.14      0.06      0.00      0.00      0.57      0.00      0.00     88.84
11:08:27 AM     all      9.35      0.00      1.21      0.00      0.00      0.00      0.45      0.00      0.00     89.00
11:08:28 AM     all      9.94      0.00      1.33      0.00      0.00      0.00      0.57      0.00      0.00     88.16
11:08:29 AM     all      9.67      0.00      1.26      0.00      0.00      0.00      0.51      0.00      0.00     88.57
11:08:30 AM     all     10.62      0.00      1.45      0.13      0.00      0.00      0.51      0.00      0.00     87.29
11:08:31 AM     all     10.68      0.00      1.26      0.00      0.00      0.00      0.44      0.00      0.00     87.62
11:08:32 AM     all      9.29      0.00      1.27      0.13      0.00      0.00      0.51      0.00      0.00     88.80
11:08:33 AM     all     10.02      0.00      1.33      0.13      0.00      0.00      0.51      0.00      0.00     88.02
11:08:34 AM     all     10.14      0.00      1.40      0.13      0.00      0.00      0.45      0.00      0.00     87.88
11:08:35 AM     all      9.96      0.00      1.45      0.00      0.00      0.00      0.50      0.00      0.00     88.09
11:08:36 AM     all     10.49      0.00      1.08      0.00      0.00      0.00      0.38      0.00      0.00     88.05
11:08:37 AM     all      9.95      0.00      1.58      0.00      0.00      0.00      0.63      0.00      0.00     87.83
11:08:38 AM     all      9.54      0.00      1.27      0.00      0.00      0.00      0.38      0.00      0.00     88.81
11:08:39 AM     all     11.15      0.00      1.70      0.06      0.00      0.00      0.63      0.00      0.00     86.46
11:08:40 AM     all     10.49      0.00      1.71      0.00      0.00      0.00      0.51      0.00      0.00     87.30
11:08:41 AM     all     10.27      0.00      0.95      0.00      0.00      0.00      0.44      0.00      0.00     88.33
11:08:42 AM     all     10.23      0.00      1.20      0.06      0.00      0.00      0.57      0.00      0.00     87.94
11:08:43 AM     all      9.80      0.00      1.39      0.00      0.00      0.00      0.51      0.00      0.00     88.30
11:08:44 AM     all      9.84      0.00      1.08      0.13      0.00      0.00      0.51      0.00      0.00     88.45
11:08:45 AM     all     10.49      0.00      1.52      0.00      0.00      0.00      0.44      0.00      0.00     87.55
11:08:46 AM     all     10.12      0.00      1.27      0.00      0.00      0.00      0.63      0.00      0.00     87.98
11:08:47 AM     all      9.83      0.00      1.14      0.00      0.00      0.00      0.51      0.00      0.00     88.52
11:08:48 AM     all     11.03      0.00      1.33      0.00      0.00      0.00      0.44      0.00      0.00     87.20
11:08:49 AM     all     10.17      0.00      1.39      0.00      0.00      0.00      0.44      0.00      0.00     88.00
11:08:50 AM     all      9.79      0.00      1.26      0.06      0.00      0.00      0.51      0.00      0.00     88.38
11:08:51 AM     all     10.50      0.00      1.20      0.00      0.00      0.00      0.44      0.00      0.00     87.86
11:08:52 AM     all     10.17      0.00      1.33      0.00      0.00      0.00      0.57      0.00      0.00     87.93
11:08:53 AM     all     10.43      0.00      1.14      0.00      0.00      0.00      0.51      0.00      0.00     87.93
11:08:54 AM     all      9.75      0.00      1.20      0.00      0.00      0.00      0.51      0.00      0.00     88.54
11:08:55 AM     all      9.74      0.00      1.33      0.19      0.00      0.00      0.44      0.00      0.00     88.30
11:08:56 AM     all     10.75      0.00      1.13      0.00      0.00      0.00      0.63      0.00      0.00     87.48
11:08:57 AM     all      9.85      0.00      1.26      0.00      0.00      0.00      0.57      0.00      0.00     88.32
11:08:58 AM     all     12.24      0.00      1.14      0.00      0.00      0.00      0.51      0.00      0.00     86.11
11:08:59 AM     all     10.17      0.00      1.45      0.00      0.00      0.00      0.44      0.00      0.00     87.93
