Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/12/2026 	_x86_64_	(16 CPU)

07:00:14 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
07:00:15 PM     0     20064   74.00   13.00    0.00    0.00   87.00     2  python3
07:00:16 PM     0     20064   72.00    6.00    0.00    0.00   78.00     2  python3
07:00:17 PM     0     20064   79.00    5.00    0.00    0.00   84.00     2  python3
07:00:18 PM     0     20064   75.00    8.00    0.00    0.00   83.00     2  python3
07:00:19 PM     0     20064   77.00    8.00    0.00    0.00   85.00     2  python3
07:00:20 PM     0     20064   73.00    6.00    0.00    0.00   79.00     2  python3
07:00:21 PM     0     20064   79.00    6.00    0.00    0.00   85.00     2  python3
07:00:22 PM     0     20064   72.00    7.00    0.00    0.00   79.00     2  python3
07:00:23 PM     0     20064   76.00    8.00    0.00    0.00   84.00     2  python3
07:00:24 PM     0     20064   72.00    6.00    0.00    0.00   78.00     2  python3
07:00:25 PM     0     20064   77.00    6.00    0.00    0.00   83.00     2  python3
07:00:26 PM     0     20064   71.00    6.00    0.00    0.00   77.00     2  python3
07:00:27 PM     0     20064   74.00    7.00    0.00    0.00   81.00     2  python3
07:00:28 PM     0     20064   72.00    7.00    0.00    0.00   79.00     2  python3
07:00:29 PM     0     20064   72.00    7.00    0.00    0.00   79.00     2  python3
07:00:30 PM     0     20064   72.00    6.00    0.00    0.00   78.00     2  python3
07:00:31 PM     0     20064   77.00    7.00    0.00    0.00   84.00     2  python3
07:00:32 PM     0     20064   69.00    5.00    0.00    0.00   74.00     2  python3
07:00:33 PM     0     20064   79.00    7.00    0.00    0.00   86.00     2  python3
07:00:34 PM     0     20064   75.00    7.00    0.00    0.00   82.00     2  python3
07:00:35 PM     0     20064   78.00    6.00    0.00    0.00   84.00     2  python3
07:00:36 PM     0     20064   72.00    6.00    0.00    0.00   78.00     2  python3
07:00:37 PM     0     20064   78.00    5.00    0.00    0.00   83.00     2  python3
07:00:38 PM     0     20064   74.00    5.00    0.00    0.00   79.00     2  python3
07:00:39 PM     0     20064   77.00    8.00    0.00    0.00   85.00     2  python3
07:00:40 PM     0     20064   73.00    6.00    0.00    0.00   79.00     2  python3
07:00:41 PM     0     20064   81.00    6.00    0.00    0.00   87.00     2  python3
07:00:42 PM     0     20064   73.00    5.00    0.00    0.00   78.00     2  python3
07:00:43 PM     0     20064   74.00    8.00    0.00    0.00   82.00     2  python3
07:00:44 PM     0     20064   69.00    8.00    0.00    0.00   77.00     2  python3
07:00:45 PM     0     20064   76.00    8.00    0.00    0.00   84.00     2  python3
07:00:46 PM     0     20064   75.00    5.00    0.00    0.00   80.00     2  python3
07:00:47 PM     0     20064   81.00    8.00    0.00    0.00   89.00     2  python3
07:00:48 PM     0     20064   70.00    5.00    0.00    0.00   75.00     2  python3
07:00:49 PM     0     20064   77.00    9.00    0.00    0.00   86.00     2  python3
07:00:50 PM     0     20064   73.00    6.00    0.00    0.00   79.00     2  python3
07:00:51 PM     0     20064   81.00    8.00    0.00    0.00   89.00     2  python3
07:00:52 PM     0     20064   74.00    7.00    0.00    0.00   81.00     2  python3
07:00:53 PM     0     20064   78.00    9.00    0.00    0.00   87.00     2  python3
07:00:54 PM     0     20064   70.00    8.00    0.00    0.00   78.00     2  python3
07:00:55 PM     0     20064   79.00    5.00    0.00    0.00   84.00     2  python3
07:00:56 PM     0     20064   71.00    8.00    0.00    0.00   79.00     2  python3
07:00:57 PM     0     20064   81.00    7.00    0.00    0.00   88.00     2  python3
07:00:58 PM     0     20064   73.00    6.00    0.00    0.00   79.00     2  python3
07:00:59 PM     0     20064   83.00    7.00    0.00    0.00   90.00     2  python3
07:01:00 PM     0     20064   71.00    6.00    0.00    0.00   77.00     2  python3
07:01:01 PM     0     20064   77.00    6.00    0.00    0.00   83.00     2  python3
07:01:02 PM     0     20064   75.00    6.00    0.00    0.00   81.00     2  python3
07:01:03 PM     0     20064   79.00    9.00    0.00    0.00   88.00     2  python3
07:01:04 PM     0     20064   77.00    5.00    0.00    0.00   82.00     2  python3
07:01:05 PM     0     20064   80.00    7.00    0.00    0.00   87.00     2  python3
07:01:06 PM     0     20064   74.00    6.00    0.00    0.00   80.00     2  python3
07:01:07 PM     0     20064   80.00    7.00    0.00    0.00   87.00     2  python3
07:01:08 PM     0     20064   73.00    4.00    0.00    0.00   77.00     2  python3
07:01:09 PM     0     20064   80.00    9.00    0.00    0.00   89.00     2  python3
07:01:10 PM     0     20064   75.00    6.00    0.00    0.00   81.00     2  python3
07:01:11 PM     0     20064   81.00    5.00    0.00    0.00   86.00     2  python3
07:01:12 PM     0     20064   70.00    8.00    0.00    0.00   78.00     2  python3
07:01:13 PM     0     20064   76.00    6.00    0.00    0.00   82.00     2  python3
07:01:14 PM     0     20064   68.00    8.00    0.00    0.00   76.00     2  python3
07:01:15 PM     0     20064   74.00    8.00    0.00    0.00   82.00     2  python3
07:01:16 PM     0     20064   73.00    7.00    0.00    0.00   80.00     2  python3
07:01:17 PM     0     20064   80.00    6.00    0.00    0.00   86.00     2  python3
07:01:18 PM     0     20064   72.00    6.00    0.00    0.00   78.00     2  python3
