Linux 7.0.0-15-generic (bruker-ThinkPad-P14s-Gen-3) 	05/12/2026 	_x86_64_	(16 CPU)

06:45:19 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
06:45:20 PM     0     18304  278.00   13.00    0.00    0.00  291.00     6  python3
06:45:21 PM     0     18304  284.00    4.00    0.00    0.00  288.00     6  python3
06:45:22 PM     0     18304  311.00    6.00    0.00    0.00  317.00     6  python3
06:45:23 PM     0     18304  266.00    7.00    0.00    0.00  273.00     6  python3
06:45:24 PM     0     18304  267.00    7.00    0.00    0.00  274.00     6  python3
06:45:25 PM     0     18304  258.00    5.00    0.00    0.00  263.00     6  python3
06:45:26 PM     0     18304  256.00    7.00    0.00    0.00  263.00     6  python3
06:45:27 PM     0     18304  267.00    5.00    0.00    0.00  272.00     6  python3
06:45:28 PM     0     18304  270.00    8.00    0.00    0.00  278.00     6  python3
06:45:29 PM     0     18304  252.00    7.00    0.00    0.00  259.00     6  python3
06:45:30 PM     0     18304  270.00    7.00    0.00    0.00  277.00     6  python3
06:45:31 PM     0     18304  246.00    7.00    0.00    0.00  253.00     6  python3
06:45:32 PM     0     18304  249.00    7.00    0.00    0.00  256.00     6  python3
06:45:33 PM     0     18304  249.00    5.00    0.00    0.00  254.00     6  python3
06:45:34 PM     0     18304  258.00    8.00    0.00    0.00  266.00     6  python3
06:45:35 PM     0     18304  238.00    8.00    0.00    0.00  246.00     6  python3
06:45:36 PM     0     18304  246.00    7.00    0.00    0.00  253.00     6  python3
06:45:37 PM     0     18304  245.00    8.00    0.00    0.00  253.00     6  python3
06:45:38 PM     0     18304  242.00    7.00    0.00    0.00  249.00     6  python3
06:45:39 PM     0     18304  240.00    6.00    0.00    0.00  246.00     6  python3
06:45:40 PM     0     18304  281.00    9.00    0.00    0.00  290.00     6  python3
06:45:41 PM     0     18304  241.00    6.00    0.00    0.00  247.00     6  python3
06:45:42 PM     0     18304  248.00    6.00    0.00    0.00  254.00     6  python3
06:45:43 PM     0     18304  241.00    8.00    0.00    0.00  249.00     6  python3
06:45:44 PM     0     18304  242.00    7.00    0.00    0.00  249.00     6  python3
06:45:45 PM     0     18304  241.00    7.00    0.00    0.00  248.00     6  python3
06:45:46 PM     0     18304  260.00    6.00    0.00    0.00  266.00     6  python3
06:45:47 PM     0     18304  247.00    6.00    0.00    0.00  253.00     6  python3
06:45:48 PM     0     18304  246.00    7.00    0.00    0.00  253.00     6  python3
06:45:49 PM     0     18304  247.00    7.00    0.00    0.00  254.00     6  python3
06:45:50 PM     0     18304  246.00    6.00    0.00    0.00  252.00     6  python3
06:45:51 PM     0     18304  247.00    6.00    0.00    0.00  253.00     6  python3
06:45:52 PM     0     18304  267.00    7.00    0.00    0.00  274.00     6  python3
06:45:53 PM     0     18304  242.00    8.00    0.00    0.00  250.00     6  python3
06:45:54 PM     0     18304  247.00    7.00    0.00    0.00  254.00     6  python3
06:45:55 PM     0     18304  236.00    7.00    0.00    0.00  243.00     6  python3
06:45:56 PM     0     18304  263.00    6.00    0.00    0.00  269.00     6  python3
06:45:57 PM     0     18304  246.00    6.00    0.00    0.00  252.00     6  python3
06:45:58 PM     0     18304  264.00    7.00    0.00    0.00  271.00     6  python3
06:45:59 PM     0     18304  245.00    7.00    0.00    0.00  252.00     6  python3
06:46:00 PM     0     18304  263.00    6.00    0.00    0.00  269.00     6  python3
06:46:01 PM     0     18304  244.00    7.00    0.00    0.00  251.00     6  python3
06:46:02 PM     0     18304  264.00    5.00    0.00    0.00  269.00     6  python3
06:46:03 PM     0     18304  263.00    8.00    0.00    0.00  271.00     6  python3
06:46:04 PM     0     18304  296.00    8.00    0.00    0.00  304.00     6  python3
06:46:05 PM     0     18304  256.00    6.00    0.00    0.00  262.00     6  python3
06:46:06 PM     0     18304  291.00    8.00    0.00    0.00  299.00     6  python3
06:46:07 PM     0     18304  267.00    6.00    0.00    0.00  273.00     6  python3
06:46:08 PM     0     18304  256.00    6.00    0.00    0.00  262.00     6  python3
06:46:09 PM     0     18304  275.00    6.00    0.00    0.00  281.00     6  python3
06:46:10 PM     0     18304  287.00    7.00    0.00    0.00  294.00     6  python3
06:46:11 PM     0     18304  287.00    7.00    0.00    0.00  294.00     6  python3
06:46:12 PM     0     18304  318.00    5.00    0.00    0.00  323.00     6  python3
06:46:13 PM     0     18304  283.00    6.00    0.00    0.00  289.00     6  python3
06:46:14 PM     0     18304  266.00    7.00    0.00    0.00  273.00     6  python3
06:46:15 PM     0     18304  259.00    6.00    0.00    0.00  265.00     6  python3
06:46:16 PM     0     18304  268.00    7.00    0.00    0.00  275.00     6  python3
06:46:17 PM     0     18304  255.00    7.00    0.00    0.00  262.00     6  python3
06:46:18 PM     0     18304  258.00    6.00    0.00    0.00  264.00     6  python3
06:46:19 PM     0     18304  243.00    6.00    0.00    0.00  249.00     6  python3
06:46:20 PM     0     18304  290.00    7.00    0.00    0.00  297.00     6  python3
06:46:21 PM     0     18304  320.00    6.00    0.00    0.00  326.00     6  python3
06:46:22 PM     0     18304  336.63    5.94    0.00    0.00  342.57     6  python3
06:46:23 PM     0     18304  313.00    4.00    0.00    0.00  317.00     6  python3
06:46:24 PM     0     18304  335.00    8.00    0.00    0.00  343.00     6  python3
