wall_time,iface,tx_mbps
17:13:37,tailscale0,20.443
17:13:38,tailscale0,13.131
17:13:39,tailscale0,12.905
17:13:40,tailscale0,16.803
17:13:41,tailscale0,14.121
17:13:42,tailscale0,14.484
17:13:43,tailscale0,20.278
17:13:44,tailscale0,17.460
17:13:45,tailscale0,16.299
17:13:46,tailscale0,18.655
17:13:47,tailscale0,14.553
17:13:48,tailscale0,16.275
17:13:49,tailscale0,19.553
17:13:50,tailscale0,15.840
17:13:51,tailscale0,15.051
17:13:52,tailscale0,16.724
17:13:53,tailscale0,15.805
17:13:54,tailscale0,16.986
17:13:55,tailscale0,19.133
17:13:56,tailscale0,16.696
17:13:57,tailscale0,14.537
17:13:58,tailscale0,18.652
17:13:59,tailscale0,15.570
17:14:00,tailscale0,12.635
17:14:01,tailscale0,17.744
17:14:02,tailscale0,17.511
17:14:03,tailscale0,15.534
17:14:04,tailscale0,19.283
17:14:05,tailscale0,13.768
17:14:06,tailscale0,14.671
17:14:07,tailscale0,19.053
17:14:08,tailscale0,17.655
17:14:09,tailscale0,16.919
17:14:10,tailscale0,18.007
17:14:11,tailscale0,16.258
17:14:12,tailscale0,15.655
17:14:13,tailscale0,19.047
17:14:14,tailscale0,15.683
17:14:15,tailscale0,15.247
17:14:16,tailscale0,16.155
17:14:17,tailscale0,16.341
17:14:18,tailscale0,15.157
17:14:19,tailscale0,19.899
17:14:20,tailscale0,17.047
17:14:21,tailscale0,13.714
17:14:22,tailscale0,18.519
17:14:23,tailscale0,15.577
17:14:24,tailscale0,15.325
17:14:25,tailscale0,18.147
17:14:26,tailscale0,17.258
17:14:27,tailscale0,15.397
17:14:28,tailscale0,18.995
17:14:29,tailscale0,15.393
17:14:30,tailscale0,12.942
