wall_time,iface,tx_mbps
18:09:45,tailscale0,13.858
18:09:46,tailscale0,10.391
18:09:47,tailscale0,12.522
18:09:48,tailscale0,10.701
18:09:49,tailscale0,13.181
18:09:50,tailscale0,11.143
18:09:51,tailscale0,13.340
18:09:52,tailscale0,11.679
18:09:53,tailscale0,13.820
18:09:54,tailscale0,11.564
18:09:55,tailscale0,13.687
18:09:56,tailscale0,11.416
18:09:57,tailscale0,13.653
18:09:58,tailscale0,11.389
18:09:59,tailscale0,13.648
18:10:00,tailscale0,11.189
18:10:01,tailscale0,13.764
18:10:02,tailscale0,11.299
18:10:03,tailscale0,13.634
18:10:04,tailscale0,11.165
18:10:05,tailscale0,14.017
18:10:06,tailscale0,11.114
18:10:07,tailscale0,13.926
18:10:08,tailscale0,11.021
18:10:09,tailscale0,13.864
18:10:10,tailscale0,10.777
18:10:11,tailscale0,13.213
18:10:12,tailscale0,11.286
18:10:13,tailscale0,12.529
18:10:14,tailscale0,11.457
18:10:15,tailscale0,12.883
18:10:16,tailscale0,11.719
18:10:17,tailscale0,14.343
18:10:18,tailscale0,11.269
18:10:19,tailscale0,13.468
18:10:20,tailscale0,11.477
18:10:21,tailscale0,14.104
18:10:22,tailscale0,11.137
18:10:23,tailscale0,14.031
18:10:24,tailscale0,11.101
18:10:25,tailscale0,13.949
18:10:26,tailscale0,11.179
18:10:27,tailscale0,13.873
18:10:28,tailscale0,11.262
18:10:29,tailscale0,13.686
18:10:30,tailscale0,11.078
18:10:31,tailscale0,14.044
18:10:32,tailscale0,11.160
18:10:33,tailscale0,13.955
18:10:34,tailscale0,10.958
18:10:35,tailscale0,13.392
18:10:36,tailscale0,11.214
18:10:37,tailscale0,13.904
18:10:38,tailscale0,11.084
18:10:39,tailscale0,14.392
18:10:40,tailscale0,10.785
18:10:41,tailscale0,14.350
18:10:42,tailscale0,10.993
18:10:43,tailscale0,13.774
18:10:44,tailscale0,10.909
18:10:45,tailscale0,14.228
18:10:46,tailscale0,10.757
18:10:47,tailscale0,14.202
18:10:48,tailscale0,10.560
18:10:49,tailscale0,14.118
18:10:50,tailscale0,10.924
18:10:51,tailscale0,14.084
18:10:52,tailscale0,10.744
18:10:53,tailscale0,14.061
18:10:54,tailscale0,10.759
18:10:55,tailscale0,12.103
18:10:56,tailscale0,10.707
18:10:57,tailscale0,14.307
18:10:58,tailscale0,10.733
18:10:59,tailscale0,14.197
18:11:00,tailscale0,10.581
18:11:01,tailscale0,13.752
18:11:02,tailscale0,10.809
18:11:03,tailscale0,14.258
18:11:04,tailscale0,10.723
18:11:05,tailscale0,14.496
18:11:06,tailscale0,10.639
18:11:07,tailscale0,14.451
18:11:08,tailscale0,10.616
18:11:09,tailscale0,14.321
18:11:10,tailscale0,10.523
18:11:11,tailscale0,13.810
18:11:12,tailscale0,10.614
18:11:13,tailscale0,14.002
18:11:14,tailscale0,10.978
18:11:15,tailscale0,13.923
18:11:16,tailscale0,10.996
18:11:17,tailscale0,14.356
18:11:18,tailscale0,10.716
18:11:19,tailscale0,14.134
18:11:20,tailscale0,10.943
18:11:21,tailscale0,14.246
18:11:22,tailscale0,10.885
18:11:23,tailscale0,13.884
18:11:24,tailscale0,10.863
18:11:25,tailscale0,13.784
18:11:26,tailscale0,10.908
18:11:27,tailscale0,14.018
18:11:28,tailscale0,11.016
18:11:29,tailscale0,14.147
18:11:30,tailscale0,10.956
18:11:31,tailscale0,14.014
18:11:32,tailscale0,10.752
18:11:33,tailscale0,14.208
18:11:34,tailscale0,10.828
18:11:35,tailscale0,14.199
18:11:36,tailscale0,10.519
18:11:37,tailscale0,14.499
18:11:38,tailscale0,10.477
18:11:39,tailscale0,13.828
18:11:40,tailscale0,10.789
18:11:41,tailscale0,14.037
18:11:42,tailscale0,10.818
18:11:43,tailscale0,14.064
18:11:44,tailscale0,10.715
18:11:45,tailscale0,14.279
18:11:46,tailscale0,10.963
18:11:47,tailscale0,13.929
18:11:48,tailscale0,10.884
18:11:49,tailscale0,14.097
18:11:50,tailscale0,10.927
18:11:51,tailscale0,13.663
18:11:52,tailscale0,10.939
18:11:53,tailscale0,14.075
18:11:54,tailscale0,10.694
18:11:55,tailscale0,13.230
18:11:56,tailscale0,10.917
18:11:57,tailscale0,13.640
18:11:58,tailscale0,11.108
18:11:59,tailscale0,13.621
18:12:00,tailscale0,11.088
18:12:01,tailscale0,14.164
18:12:02,tailscale0,11.046
18:12:03,tailscale0,13.707
18:12:04,tailscale0,11.105
18:12:05,tailscale0,14.289
18:12:06,tailscale0,10.863
18:12:07,tailscale0,13.563
18:12:08,tailscale0,11.131
18:12:09,tailscale0,13.629
18:12:10,tailscale0,11.153
18:12:11,tailscale0,13.773
18:12:12,tailscale0,10.929
18:12:13,tailscale0,13.807
18:12:14,tailscale0,11.189
18:12:15,tailscale0,14.043
18:12:16,tailscale0,11.067
18:12:17,tailscale0,13.878
18:12:18,tailscale0,11.126
18:12:19,tailscale0,13.615
18:12:20,tailscale0,11.091
18:12:21,tailscale0,14.026
18:12:22,tailscale0,11.002
18:12:23,tailscale0,14.073
18:12:24,tailscale0,10.981
18:12:25,tailscale0,13.831
18:12:26,tailscale0,11.232
18:12:27,tailscale0,14.375
18:12:28,tailscale0,10.788
18:12:29,tailscale0,14.263
18:12:30,tailscale0,10.812
18:12:31,tailscale0,14.212
18:12:32,tailscale0,10.624
18:12:33,tailscale0,13.382
18:12:34,tailscale0,11.106
18:12:35,tailscale0,13.931
18:12:36,tailscale0,11.059
18:12:37,tailscale0,13.960
18:12:38,tailscale0,10.885
18:12:39,tailscale0,13.324
18:12:40,tailscale0,11.033
18:12:41,tailscale0,13.561
