wall_time,iface,tx_mbps,rx_mbps
15:51:25,enx0c3796ba2d67,0.093,4.305
15:51:26,enp0s31f6,0.076,3.733
15:51:26,enx0c3796ba2d6a,0.074,3.454
15:51:26,enx0c3796ba2d67,0.092,4.131
15:51:27,enp0s31f6,0.106,5.083
15:51:27,enx0c3796ba2d6a,0.116,5.287
15:51:27,enx0c3796ba2d67,0.097,4.380
15:51:28,enp0s31f6,0.074,3.615
15:51:28,enx0c3796ba2d6a,0.075,3.376
15:51:28,enx0c3796ba2d67,0.093,4.285
15:51:29,enp0s31f6,0.105,5.009
15:51:29,enx0c3796ba2d6a,0.109,5.198
15:51:29,enx0c3796ba2d67,0.095,4.354
15:51:30,enp0s31f6,0.071,3.553
15:51:30,enx0c3796ba2d6a,0.070,3.330
15:51:30,enx0c3796ba2d67,0.098,4.334
15:51:31,enp0s31f6,0.108,5.150
15:51:31,enx0c3796ba2d6a,0.118,5.358
15:51:31,enx0c3796ba2d67,0.097,4.384
15:51:32,enp0s31f6,0.067,3.464
15:51:32,enx0c3796ba2d6a,0.068,3.233
15:51:32,enx0c3796ba2d67,0.093,4.250
15:51:33,enp0s31f6,0.114,5.333
15:51:33,enx0c3796ba2d6a,0.116,5.336
15:51:33,enx0c3796ba2d67,0.097,4.334
15:51:34,enp0s31f6,0.069,3.421
15:51:34,enx0c3796ba2d6a,0.069,3.264
15:51:34,enx0c3796ba2d67,0.090,4.116
15:51:35,enp0s31f6,0.097,4.632
15:51:35,enx0c3796ba2d6a,0.104,4.949
15:51:35,enx0c3796ba2d67,0.085,3.842
15:51:36,enp0s31f6,0.068,3.525
15:51:36,enx0c3796ba2d6a,0.072,3.283
15:51:36,enx0c3796ba2d67,0.090,4.066
15:51:37,enp0s31f6,0.104,4.775
15:51:37,enx0c3796ba2d6a,0.105,4.928
15:51:37,enx0c3796ba2d67,0.099,4.324
15:51:38,enp0s31f6,0.068,3.560
15:51:38,enx0c3796ba2d6a,0.075,3.343
15:51:38,enx0c3796ba2d67,0.095,4.321
15:51:39,enp0s31f6,0.115,5.316
15:51:39,enx0c3796ba2d6a,0.115,5.444
15:51:39,enx0c3796ba2d67,0.097,4.431
15:51:40,enp0s31f6,0.071,3.455
15:51:40,enx0c3796ba2d6a,0.071,3.256
15:51:40,enx0c3796ba2d67,0.092,4.234
15:51:41,enp0s31f6,0.096,4.729
15:51:41,enx0c3796ba2d6a,0.114,5.166
15:51:41,enx0c3796ba2d67,0.087,4.073
15:51:42,enp0s31f6,0.069,3.493
15:51:42,enx0c3796ba2d6a,0.067,3.245
15:51:42,enx0c3796ba2d67,0.091,4.130
15:51:43,enp0s31f6,0.101,4.810
15:51:43,enx0c3796ba2d6a,0.110,5.059
15:51:43,enx0c3796ba2d67,0.091,4.176
15:51:44,enp0s31f6,0.066,3.542
15:51:44,enx0c3796ba2d6a,0.070,3.264
15:51:44,enx0c3796ba2d67,0.091,4.088
15:51:45,enp0s31f6,0.101,4.960
15:51:45,enx0c3796ba2d6a,0.113,5.299
15:51:45,enx0c3796ba2d67,0.096,4.345
15:51:46,enp0s31f6,0.071,3.526
15:51:46,enx0c3796ba2d6a,0.070,3.264
15:51:46,enx0c3796ba2d67,0.091,4.078
15:51:47,enp0s31f6,0.097,4.638
15:51:47,enx0c3796ba2d6a,0.106,4.743
15:51:47,enx0c3796ba2d67,0.095,4.167
15:51:48,enp0s31f6,0.070,3.634
15:51:48,enx0c3796ba2d6a,0.074,3.380
15:51:48,enx0c3796ba2d67,0.092,4.094
15:51:49,enp0s31f6,0.097,4.707
15:51:49,enx0c3796ba2d6a,0.105,4.892
15:51:49,enx0c3796ba2d67,0.092,4.126
15:51:50,enp0s31f6,0.074,3.634
15:51:50,enx0c3796ba2d6a,0.072,3.374
15:51:50,enx0c3796ba2d67,0.096,4.356
15:51:51,enp0s31f6,0.100,4.727
15:51:51,enx0c3796ba2d6a,0.103,4.936
15:51:51,enx0c3796ba2d67,0.092,4.145
15:51:52,enp0s31f6,0.075,3.695
15:51:52,enx0c3796ba2d6a,0.078,3.453
15:51:52,enx0c3796ba2d67,0.097,4.388
15:51:53,enp0s31f6,0.104,4.927
15:51:53,enx0c3796ba2d6a,0.114,5.181
15:51:53,enx0c3796ba2d67,0.097,4.302
15:51:54,enp0s31f6,0.071,3.632
15:51:54,enx0c3796ba2d6a,0.073,3.371
15:51:54,enx0c3796ba2d67,0.086,3.878
15:51:55,enp0s31f6,0.095,4.524
15:51:55,enx0c3796ba2d6a,0.101,4.655
15:51:55,enx0c3796ba2d67,0.082,4.127
15:51:56,enp0s31f6,0.076,3.716
15:51:56,enx0c3796ba2d6a,0.078,3.494
15:51:56,enx0c3796ba2d67,0.094,4.209
15:51:57,enp0s31f6,0.108,5.014
15:51:57,enx0c3796ba2d6a,0.115,5.224
15:51:57,enx0c3796ba2d67,0.099,4.466
15:51:58,enp0s31f6,0.070,3.653
15:51:58,enx0c3796ba2d6a,0.077,3.430
15:51:58,enx0c3796ba2d67,0.097,4.340
15:51:59,enp0s31f6,0.101,4.785
15:51:59,enx0c3796ba2d6a,0.110,5.059
15:51:59,enx0c3796ba2d67,0.097,4.235
15:52:00,enp0s31f6,0.078,3.624
15:52:00,enx0c3796ba2d6a,0.078,3.379
15:52:00,enx0c3796ba2d67,0.091,4.134
15:52:01,enp0s31f6,0.103,4.918
15:52:01,enx0c3796ba2d6a,0.112,5.164
15:52:01,enx0c3796ba2d67,0.098,4.117
15:52:02,enp0s31f6,0.072,3.603
15:52:02,enx0c3796ba2d6a,0.073,3.354
15:52:02,enx0c3796ba2d67,0.094,4.258
15:52:03,enp0s31f6,0.102,4.883
15:52:03,enx0c3796ba2d6a,0.109,4.984
15:52:03,enx0c3796ba2d67,0.093,4.140
15:52:04,enp0s31f6,0.070,3.552
15:52:04,enx0c3796ba2d6a,0.075,3.355
15:52:04,enx0c3796ba2d67,0.100,4.420
15:52:05,enp0s31f6,0.108,5.212
15:52:05,enx0c3796ba2d6a,0.118,5.391
15:52:05,enx0c3796ba2d67,0.098,4.418
15:52:06,enp0s31f6,0.072,3.480
15:52:06,enx0c3796ba2d6a,0.068,3.254
15:52:06,enx0c3796ba2d67,0.093,4.252
15:52:07,enp0s31f6,0.108,5.172
15:52:07,enx0c3796ba2d6a,0.117,5.336
15:52:07,enx0c3796ba2d67,0.096,4.266
15:52:08,enp0s31f6,0.067,3.436
15:52:08,enx0c3796ba2d6a,0.068,3.184
15:52:08,enx0c3796ba2d67,0.091,4.125
15:52:09,enp0s31f6,0.108,5.211
15:52:09,enx0c3796ba2d6a,0.118,5.419
15:52:09,enx0c3796ba2d67,0.092,4.308
15:52:10,enp0s31f6,0.065,3.320
15:52:10,enx0c3796ba2d6a,0.071,3.168
15:52:10,enx0c3796ba2d67,0.084,3.771
15:52:11,enp0s31f6,0.098,4.594
15:52:11,enx0c3796ba2d6a,0.107,4.955
15:52:11,enx0c3796ba2d67,0.096,4.291
15:52:12,enp0s31f6,0.071,3.544
15:52:12,enx0c3796ba2d6a,0.076,3.283
15:52:12,enx0c3796ba2d67,0.091,3.979
