wall_time,iface,tx_mbps
17:36:59,tailscale0,0.000
17:37:00,tailscale0,0.001
17:37:01,tailscale0,0.003
17:37:02,tailscale0,11.324
17:37:03,tailscale0,25.591
17:37:04,tailscale0,24.200
17:37:05,tailscale0,25.381
17:37:06,tailscale0,25.981
17:37:07,tailscale0,24.342
17:37:08,tailscale0,26.392
17:37:09,tailscale0,26.570
17:37:10,tailscale0,22.755
17:37:11,tailscale0,26.049
17:37:12,tailscale0,27.106
17:37:13,tailscale0,23.290
17:37:14,tailscale0,25.653
17:37:15,tailscale0,27.693
17:37:16,tailscale0,23.221
17:37:17,tailscale0,26.276
17:37:18,tailscale0,26.553
17:37:19,tailscale0,23.966
17:37:20,tailscale0,25.505
17:37:21,tailscale0,27.244
17:37:22,tailscale0,22.580
17:37:23,tailscale0,25.499
17:37:24,tailscale0,25.756
17:37:25,tailscale0,25.414
17:37:26,tailscale0,25.982
17:37:27,tailscale0,26.482
17:37:28,tailscale0,23.072
17:37:29,tailscale0,26.644
17:37:30,tailscale0,27.023
17:37:31,tailscale0,23.444
17:37:32,tailscale0,25.996
17:37:33,tailscale0,27.033
17:37:34,tailscale0,24.025
17:37:35,tailscale0,26.361
17:37:36,tailscale0,26.163
17:37:37,tailscale0,23.560
17:37:38,tailscale0,7.850
