wall_time,iface,tx_mbps
11:32:55,tailscale0,22.500
11:32:56,tailscale0,17.340
11:32:57,tailscale0,24.701
11:32:58,tailscale0,24.838
11:32:59,tailscale0,20.683
11:33:00,tailscale0,26.552
11:33:01,tailscale0,25.549
11:33:02,tailscale0,21.306
11:33:03,tailscale0,26.554
11:33:04,tailscale0,27.677
11:33:05,tailscale0,20.741
11:33:06,tailscale0,26.730
11:33:07,tailscale0,27.411
11:33:08,tailscale0,20.988
11:33:09,tailscale0,26.504
11:33:10,tailscale0,25.807
11:33:11,tailscale0,21.924
11:33:12,tailscale0,25.097
11:33:13,tailscale0,27.377
11:33:14,tailscale0,21.744
11:33:15,tailscale0,26.469
11:33:16,tailscale0,26.798
11:33:17,tailscale0,21.687
11:33:18,tailscale0,25.440
11:33:19,tailscale0,26.511
11:33:20,tailscale0,22.590
11:33:21,tailscale0,25.921
11:33:22,tailscale0,27.077
11:33:23,tailscale0,21.965
11:33:24,tailscale0,27.140
11:33:25,tailscale0,26.064
11:33:26,tailscale0,22.510
11:33:27,tailscale0,25.776
11:33:28,tailscale0,26.233
11:33:29,tailscale0,21.774
11:33:30,tailscale0,26.683
11:33:31,tailscale0,25.938
11:33:32,tailscale0,20.512
11:33:33,tailscale0,25.793
11:33:34,tailscale0,24.912
11:33:35,tailscale0,23.756
11:33:36,tailscale0,28.166
11:33:37,tailscale0,28.816
11:33:38,tailscale0,21.998
11:33:39,tailscale0,28.275
11:33:40,tailscale0,27.470
11:33:41,tailscale0,20.351
11:33:42,tailscale0,27.548
11:33:43,tailscale0,27.395
11:33:44,tailscale0,19.894
11:33:45,tailscale0,27.380
11:33:46,tailscale0,27.366
11:33:47,tailscale0,19.847
11:33:48,tailscale0,27.572
11:33:49,tailscale0,26.602
11:33:50,tailscale0,20.436
11:33:51,tailscale0,27.559
11:33:52,tailscale0,27.158
11:33:53,tailscale0,20.004
11:33:54,tailscale0,27.539
11:33:55,tailscale0,27.160
11:33:56,tailscale0,19.997
11:33:57,tailscale0,27.642
11:33:58,tailscale0,27.250
11:33:59,tailscale0,20.057
11:34:00,tailscale0,27.218
11:34:01,tailscale0,27.008
11:34:02,tailscale0,20.040
11:34:03,tailscale0,27.397
11:34:04,tailscale0,27.017
11:34:05,tailscale0,20.082
11:34:06,tailscale0,27.650
11:34:07,tailscale0,27.250
11:34:08,tailscale0,20.041
11:34:09,tailscale0,27.304
11:34:10,tailscale0,27.226
11:34:11,tailscale0,20.251
11:34:12,tailscale0,26.985
11:34:13,tailscale0,25.967
11:34:14,tailscale0,20.242
11:34:15,tailscale0,23.490
11:34:16,tailscale0,29.467
11:34:17,tailscale0,21.918
11:34:18,tailscale0,28.401
11:34:19,tailscale0,27.250
11:34:20,tailscale0,19.726
11:34:21,tailscale0,27.084
11:34:22,tailscale0,27.304
11:34:23,tailscale0,20.043
11:34:24,tailscale0,27.441
11:34:25,tailscale0,23.973
11:34:26,tailscale0,20.796
11:34:27,tailscale0,25.895
11:34:28,tailscale0,27.400
11:34:29,tailscale0,21.566
11:34:30,tailscale0,27.602
11:34:31,tailscale0,28.156
11:34:32,tailscale0,20.337
11:34:33,tailscale0,25.126
11:34:34,tailscale0,26.478
11:34:35,tailscale0,22.123
11:34:36,tailscale0,27.835
11:34:37,tailscale0,25.090
11:34:38,tailscale0,22.473
11:34:39,tailscale0,26.777
11:34:40,tailscale0,26.892
11:34:41,tailscale0,20.222
11:34:42,tailscale0,28.594
11:34:43,tailscale0,26.807
11:34:44,tailscale0,20.494
11:34:45,tailscale0,26.639
11:34:46,tailscale0,27.947
11:34:47,tailscale0,20.738
11:34:48,tailscale0,26.501
11:34:49,tailscale0,25.387
11:34:50,tailscale0,21.261
11:34:51,tailscale0,26.842
11:34:52,tailscale0,28.089
11:34:53,tailscale0,20.650
11:34:54,tailscale0,27.269
11:34:55,tailscale0,27.261
11:34:56,tailscale0,20.352
11:34:57,tailscale0,27.753
11:34:58,tailscale0,26.362
11:34:59,tailscale0,20.858
11:35:00,tailscale0,26.649
11:35:01,tailscale0,26.323
11:35:02,tailscale0,21.350
11:35:03,tailscale0,27.898
