wall_time,iface,tx_mbps
15:53:50,tailscale0,0.671
15:53:51,tailscale0,0.397
15:53:52,tailscale0,0.629
15:53:53,tailscale0,0.709
15:53:54,tailscale0,0.444
15:53:55,tailscale0,0.666
15:53:56,tailscale0,0.365
15:53:57,tailscale0,0.322
15:53:58,tailscale0,0.303
15:53:59,tailscale0,0.385
15:54:00,tailscale0,0.417
15:54:01,tailscale0,0.585
15:54:02,tailscale0,0.443
15:54:03,tailscale0,0.469
15:54:04,tailscale0,0.391
15:54:05,tailscale0,0.483
15:54:06,tailscale0,0.435
15:54:07,tailscale0,0.373
15:54:08,tailscale0,0.381
15:54:09,tailscale0,0.557
15:54:10,tailscale0,0.456
15:54:11,tailscale0,0.358
15:54:12,tailscale0,0.456
15:54:13,tailscale0,0.511
15:54:14,tailscale0,0.571
15:54:15,tailscale0,0.460
15:54:17,tailscale0,0.351
15:54:18,tailscale0,0.398
15:54:19,tailscale0,0.329
15:54:20,tailscale0,0.223
15:54:21,tailscale0,0.282
15:54:22,tailscale0,0.349
15:54:23,tailscale0,0.316
15:54:24,tailscale0,0.327
15:54:25,tailscale0,0.421
15:54:26,tailscale0,0.419
15:54:27,tailscale0,0.387
15:54:28,tailscale0,0.330
15:54:29,tailscale0,0.336
15:54:30,tailscale0,0.430
15:54:31,tailscale0,0.429
15:54:32,tailscale0,0.387
15:54:33,tailscale0,0.350
15:54:34,tailscale0,0.345
15:54:35,tailscale0,0.338
15:54:36,tailscale0,0.336
15:54:37,tailscale0,0.358
15:54:38,tailscale0,0.418
15:54:39,tailscale0,0.334
15:54:40,tailscale0,0.333
15:54:41,tailscale0,0.348
15:54:42,tailscale0,0.322
15:54:43,tailscale0,0.252
15:54:44,tailscale0,0.317
15:54:45,tailscale0,0.300
15:54:46,tailscale0,0.336
15:54:47,tailscale0,0.428
15:54:48,tailscale0,0.355
15:54:49,tailscale0,0.091
15:54:50,tailscale0,0.390
15:54:51,tailscale0,0.249
15:54:52,tailscale0,0.319
15:54:53,tailscale0,0.391
15:54:54,tailscale0,0.136
15:54:55,tailscale0,0.430
15:54:56,tailscale0,0.220
15:54:57,tailscale0,0.316
15:54:58,tailscale0,0.333
15:54:59,tailscale0,0.334
15:55:00,tailscale0,0.328
15:55:01,tailscale0,0.404
15:55:02,tailscale0,0.344
15:55:03,tailscale0,0.217
15:55:04,tailscale0,0.412
15:55:05,tailscale0,0.313
15:55:06,tailscale0,0.230
15:55:07,tailscale0,0.413
15:55:08,tailscale0,0.427
15:55:09,tailscale0,0.329
15:55:10,tailscale0,0.421
15:55:11,tailscale0,0.450
15:55:12,tailscale0,0.422
15:55:13,tailscale0,0.361
15:55:14,tailscale0,0.382
15:55:15,tailscale0,0.457
15:55:16,tailscale0,0.350
15:55:17,tailscale0,0.383
15:55:18,tailscale0,0.412
15:55:19,tailscale0,0.404
15:55:20,tailscale0,0.417
15:55:21,tailscale0,0.353
15:55:22,tailscale0,0.389
15:55:23,tailscale0,0.316
15:55:24,tailscale0,0.337
15:55:25,tailscale0,0.498
15:55:26,tailscale0,0.479
15:55:27,tailscale0,0.397
15:55:28,tailscale0,0.453
15:55:29,tailscale0,0.412
15:55:30,tailscale0,0.426
15:55:31,tailscale0,0.422
15:55:32,tailscale0,0.513
15:55:33,tailscale0,0.427
15:55:34,tailscale0,0.376
15:55:35,tailscale0,0.373
15:55:36,tailscale0,0.336
15:55:37,tailscale0,0.442
15:55:38,tailscale0,0.384
15:55:39,tailscale0,0.428
15:55:40,tailscale0,0.356
15:55:41,tailscale0,0.373
15:55:42,tailscale0,0.420
15:55:43,tailscale0,0.536
15:55:44,tailscale0,0.488
15:55:45,tailscale0,0.535
15:55:46,tailscale0,0.434
15:55:47,tailscale0,0.426
15:55:48,tailscale0,0.352
15:55:49,tailscale0,0.336
15:55:50,tailscale0,0.341
15:55:51,tailscale0,0.313
15:55:52,tailscale0,0.301
15:55:53,tailscale0,0.334
15:55:54,tailscale0,0.417
15:55:55,tailscale0,0.379
15:55:56,tailscale0,0.335
15:55:57,tailscale0,0.380
15:55:58,tailscale0,0.351
15:55:59,tailscale0,0.320
15:56:00,tailscale0,0.312
15:56:01,tailscale0,0.505
15:56:02,tailscale0,0.386
15:56:03,tailscale0,0.493
15:56:04,tailscale0,0.349
15:56:05,tailscale0,0.496
15:56:06,tailscale0,0.458
15:56:07,tailscale0,0.344
15:56:08,tailscale0,0.248
15:56:09,tailscale0,0.428
15:56:10,tailscale0,0.335
15:56:11,tailscale0,0.351
15:56:12,tailscale0,0.334
15:56:13,tailscale0,0.280
15:56:14,tailscale0,0.305
15:56:15,tailscale0,0.456
15:56:16,tailscale0,0.332
15:56:17,tailscale0,0.246
15:56:18,tailscale0,0.461
15:56:19,tailscale0,0.392
15:56:20,tailscale0,0.371
15:56:21,tailscale0,0.333
15:56:22,tailscale0,0.258
15:56:23,tailscale0,0.441
15:56:24,tailscale0,0.273
15:56:25,tailscale0,0.367
15:56:26,tailscale0,0.348
15:56:27,tailscale0,0.350
