wall_time,iface,tx_mbps
14:11:51,tailscale0,23.519
14:11:52,tailscale0,26.447
14:11:53,tailscale0,27.827
14:11:54,tailscale0,25.217
14:11:55,tailscale0,27.857
14:11:56,tailscale0,22.200
14:11:57,tailscale0,25.475
14:11:58,tailscale0,24.671
14:11:59,tailscale0,26.522
14:12:00,tailscale0,24.765
14:12:01,tailscale0,27.771
14:12:02,tailscale0,22.114
14:12:03,tailscale0,25.648
14:12:04,tailscale0,24.284
14:12:05,tailscale0,26.711
14:12:06,tailscale0,24.466
14:12:07,tailscale0,25.928
14:12:08,tailscale0,20.913
14:12:09,tailscale0,26.097
14:12:10,tailscale0,25.105
14:12:11,tailscale0,28.380
14:12:12,tailscale0,24.921
14:12:13,tailscale0,26.339
14:12:14,tailscale0,21.919
14:12:15,tailscale0,26.466
14:12:16,tailscale0,25.535
14:12:17,tailscale0,26.253
14:12:18,tailscale0,24.497
14:12:19,tailscale0,25.665
14:12:20,tailscale0,15.200
14:12:21,tailscale0,17.398
14:12:22,tailscale0,17.206
14:12:23,tailscale0,18.347
14:12:24,tailscale0,16.119
14:12:25,tailscale0,17.428
14:12:26,tailscale0,13.894
14:12:27,tailscale0,19.273
14:12:28,tailscale0,16.402
14:12:29,tailscale0,17.764
14:12:30,tailscale0,8.505
14:12:31,tailscale0,9.038
14:12:32,tailscale0,7.552
14:12:33,tailscale0,9.318
14:12:34,tailscale0,8.016
14:12:35,tailscale0,8.745
14:12:36,tailscale0,8.099
14:12:37,tailscale0,8.670
14:12:38,tailscale0,7.293
14:12:39,tailscale0,8.383
14:12:40,tailscale0,8.689
14:12:41,tailscale0,9.315
14:12:42,tailscale0,8.427
14:12:43,tailscale0,8.505
14:12:44,tailscale0,6.934
14:12:45,tailscale0,8.936
14:12:46,tailscale0,8.374
14:12:47,tailscale0,9.080
14:12:48,tailscale0,8.101
14:12:49,tailscale0,8.716
14:12:50,tailscale0,6.890
14:12:51,tailscale0,8.998
14:12:52,tailscale0,8.365
14:12:53,tailscale0,9.309
14:12:54,tailscale0,8.217
14:12:55,tailscale0,8.560
14:12:56,tailscale0,6.992
14:12:57,tailscale0,8.926
14:12:58,tailscale0,8.794
14:12:59,tailscale0,8.865
14:13:00,tailscale0,8.005
14:13:01,tailscale0,8.681
14:13:02,tailscale0,6.613
14:13:03,tailscale0,9.192
14:13:04,tailscale0,8.399
14:13:05,tailscale0,9.410
14:13:06,tailscale0,8.277
14:13:07,tailscale0,8.203
14:13:08,tailscale0,7.327
14:13:09,tailscale0,9.032
14:13:10,tailscale0,8.502
14:13:11,tailscale0,8.710
14:13:12,tailscale0,8.446
14:13:13,tailscale0,8.653
14:13:14,tailscale0,6.855
14:13:15,tailscale0,8.845
14:13:16,tailscale0,8.058
14:13:17,tailscale0,9.263
14:13:18,tailscale0,8.594
14:13:19,tailscale0,8.653
14:13:20,tailscale0,7.280
14:13:21,tailscale0,9.051
14:13:22,tailscale0,8.712
14:13:23,tailscale0,8.575
14:13:24,tailscale0,8.374
14:13:25,tailscale0,8.474
14:13:26,tailscale0,7.208
14:13:27,tailscale0,8.324
14:13:28,tailscale0,8.635
14:13:29,tailscale0,8.926
14:13:30,tailscale0,8.576
14:13:31,tailscale0,8.302
14:13:32,tailscale0,6.917
14:13:33,tailscale0,9.765
14:13:34,tailscale0,8.050
14:13:35,tailscale0,8.733
14:13:36,tailscale0,8.558
14:13:37,tailscale0,8.592
14:13:38,tailscale0,7.098
14:13:39,tailscale0,8.915
14:13:40,tailscale0,8.404
14:13:41,tailscale0,8.998
14:13:42,tailscale0,8.252
14:13:43,tailscale0,8.360
14:13:44,tailscale0,7.024
14:13:45,tailscale0,9.047
14:13:46,tailscale0,8.325
14:13:47,tailscale0,9.221
14:13:48,tailscale0,8.253
14:13:49,tailscale0,8.615
14:13:50,tailscale0,6.949
14:13:51,tailscale0,8.889
14:13:52,tailscale0,8.344
14:13:53,tailscale0,9.162
14:13:54,tailscale0,8.350
14:13:55,tailscale0,8.680
14:13:56,tailscale0,7.131
14:13:57,tailscale0,8.909
14:13:58,tailscale0,8.317
14:13:59,tailscale0,9.107
14:14:00,tailscale0,8.059
14:14:01,tailscale0,8.649
14:14:02,tailscale0,7.481
14:14:03,tailscale0,9.199
14:14:04,tailscale0,8.532
14:14:05,tailscale0,8.270
14:14:06,tailscale0,8.085
14:14:07,tailscale0,8.663
14:14:08,tailscale0,6.860
14:14:09,tailscale0,9.047
14:14:10,tailscale0,9.007
14:14:11,tailscale0,8.682
14:14:12,tailscale0,8.266
14:14:13,tailscale0,8.590
14:14:14,tailscale0,7.237
14:14:15,tailscale0,8.773
14:14:16,tailscale0,8.640
14:14:17,tailscale0,8.809
14:14:18,tailscale0,8.149
14:14:19,tailscale0,8.484
