wall_time,iface,tx_mbps
13:52:25,tailscale0,14.289
13:52:26,tailscale0,17.278
13:52:27,tailscale0,17.393
13:52:28,tailscale0,15.971
13:52:29,tailscale0,16.766
13:52:30,tailscale0,13.512
13:52:31,tailscale0,15.665
13:52:32,tailscale0,16.259
13:52:33,tailscale0,16.331
13:52:34,tailscale0,15.720
13:52:35,tailscale0,16.183
13:52:36,tailscale0,12.646
13:52:37,tailscale0,16.417
13:52:38,tailscale0,16.578
13:52:39,tailscale0,17.025
13:52:40,tailscale0,15.488
13:52:41,tailscale0,16.411
13:52:42,tailscale0,14.179
13:52:43,tailscale0,15.777
13:52:44,tailscale0,16.778
13:52:45,tailscale0,15.506
13:52:46,tailscale0,16.290
13:52:47,tailscale0,16.008
13:52:48,tailscale0,12.771
13:52:49,tailscale0,18.054
13:52:50,tailscale0,15.684
13:52:51,tailscale0,16.205
13:52:52,tailscale0,15.691
13:52:53,tailscale0,17.097
13:52:54,tailscale0,14.570
13:52:55,tailscale0,16.028
13:52:56,tailscale0,15.110
13:52:57,tailscale0,16.152
13:52:58,tailscale0,15.740
13:52:59,tailscale0,16.559
13:53:00,tailscale0,13.489
13:53:01,tailscale0,16.198
13:53:02,tailscale0,16.295
13:53:03,tailscale0,13.145
13:53:04,tailscale0,10.607
13:53:05,tailscale0,10.440
13:53:06,tailscale0,8.382
13:53:07,tailscale0,11.015
13:53:08,tailscale0,11.259
13:53:09,tailscale0,11.443
13:53:10,tailscale0,9.999
13:53:11,tailscale0,10.686
13:53:12,tailscale0,9.955
13:53:13,tailscale0,11.235
13:53:14,tailscale0,10.517
13:53:15,tailscale0,10.669
13:53:16,tailscale0,10.252
13:53:17,tailscale0,10.988
13:53:18,tailscale0,9.035
13:53:19,tailscale0,10.562
13:53:20,tailscale0,10.683
13:53:21,tailscale0,11.269
13:53:22,tailscale0,10.632
13:53:23,tailscale0,10.684
13:53:24,tailscale0,9.224
13:53:25,tailscale0,10.754
13:53:26,tailscale0,11.347
13:53:27,tailscale0,10.583
13:53:28,tailscale0,10.435
13:53:29,tailscale0,11.020
13:53:30,tailscale0,8.983
13:53:31,tailscale0,11.053
13:53:32,tailscale0,10.932
13:53:33,tailscale0,10.676
13:53:34,tailscale0,9.963
13:53:35,tailscale0,11.328
13:53:36,tailscale0,9.382
13:53:37,tailscale0,10.439
13:53:38,tailscale0,11.067
13:53:39,tailscale0,10.916
13:53:40,tailscale0,10.635
13:53:41,tailscale0,10.600
13:53:42,tailscale0,9.122
13:53:43,tailscale0,11.097
13:53:44,tailscale0,10.919
13:53:45,tailscale0,10.404
13:53:46,tailscale0,10.532
13:53:47,tailscale0,11.233
13:53:48,tailscale0,9.769
13:53:49,tailscale0,10.756
13:53:50,tailscale0,10.367
13:53:51,tailscale0,9.916
13:53:52,tailscale0,10.507
