wall_time,iface,tx_mbps
11:21:07,tailscale0,22.994
11:21:08,tailscale0,29.579
11:21:09,tailscale0,24.724
11:21:10,tailscale0,27.819
11:21:11,tailscale0,23.981
11:21:12,tailscale0,27.736
11:21:13,tailscale0,25.459
11:21:14,tailscale0,27.101
11:21:15,tailscale0,24.591
11:21:16,tailscale0,28.545
11:21:17,tailscale0,23.708
11:21:18,tailscale0,28.209
11:21:19,tailscale0,25.382
11:21:20,tailscale0,26.659
11:21:21,tailscale0,24.684
11:21:22,tailscale0,29.235
11:21:23,tailscale0,22.134
11:21:24,tailscale0,29.710
11:21:25,tailscale0,24.324
11:21:26,tailscale0,27.265
11:21:27,tailscale0,24.444
11:21:28,tailscale0,29.452
11:21:29,tailscale0,22.342
11:21:30,tailscale0,29.271
11:21:31,tailscale0,24.628
11:21:32,tailscale0,27.069
11:21:33,tailscale0,25.111
11:21:34,tailscale0,28.454
11:21:35,tailscale0,22.844
11:21:36,tailscale0,28.825
11:21:37,tailscale0,24.938
11:21:38,tailscale0,26.740
11:21:39,tailscale0,24.802
11:21:40,tailscale0,28.482
11:21:41,tailscale0,24.343
11:21:42,tailscale0,28.732
11:21:43,tailscale0,24.340
11:21:44,tailscale0,27.213
11:21:45,tailscale0,23.597
11:21:46,tailscale0,29.922
11:21:47,tailscale0,22.351
11:21:48,tailscale0,28.852
11:21:49,tailscale0,24.933
11:21:50,tailscale0,27.316
11:21:51,tailscale0,24.158
11:21:52,tailscale0,28.090
11:21:53,tailscale0,25.932
11:21:54,tailscale0,25.669
11:21:55,tailscale0,27.385
11:21:56,tailscale0,24.795
11:21:57,tailscale0,27.701
11:21:58,tailscale0,26.069
11:21:59,tailscale0,25.227
11:22:00,tailscale0,26.380
11:22:01,tailscale0,27.278
11:22:02,tailscale0,24.624
11:22:03,tailscale0,28.057
11:22:04,tailscale0,25.970
11:22:05,tailscale0,25.659
11:22:06,tailscale0,24.921
11:22:07,tailscale0,27.517
11:22:08,tailscale0,23.471
11:22:09,tailscale0,28.946
11:22:10,tailscale0,25.745
11:22:11,tailscale0,25.712
11:22:12,tailscale0,24.952
11:22:13,tailscale0,27.893
11:22:14,tailscale0,24.904
11:22:15,tailscale0,27.821
11:22:16,tailscale0,25.961
11:22:17,tailscale0,26.227
11:22:18,tailscale0,25.385
11:22:19,tailscale0,27.217
11:22:20,tailscale0,24.890
11:22:21,tailscale0,27.736
11:22:22,tailscale0,25.644
11:22:23,tailscale0,27.357
11:22:24,tailscale0,25.509
11:22:25,tailscale0,27.313
11:22:26,tailscale0,24.636
11:22:27,tailscale0,26.550
11:22:28,tailscale0,25.512
11:22:29,tailscale0,25.876
11:22:30,tailscale0,25.596
11:22:31,tailscale0,28.035
11:22:32,tailscale0,24.426
11:22:34,tailscale0,27.297
11:22:35,tailscale0,26.446
11:22:36,tailscale0,25.539
11:22:37,tailscale0,25.246
11:22:38,tailscale0,28.750
11:22:39,tailscale0,23.806
11:22:40,tailscale0,28.198
11:22:41,tailscale0,24.308
11:22:42,tailscale0,26.635
11:22:43,tailscale0,24.851
11:22:44,tailscale0,27.759
11:22:45,tailscale0,25.348
11:22:46,tailscale0,26.826
11:22:47,tailscale0,26.766
11:22:48,tailscale0,26.207
11:22:49,tailscale0,25.575
11:22:50,tailscale0,27.292
11:22:51,tailscale0,24.502
11:22:52,tailscale0,27.186
11:22:53,tailscale0,27.026
11:22:54,tailscale0,24.840
11:22:55,tailscale0,25.438
11:22:56,tailscale0,28.141
11:22:57,tailscale0,24.733
11:22:58,tailscale0,27.567
11:22:59,tailscale0,25.657
11:23:00,tailscale0,26.863
11:23:01,tailscale0,24.242
11:23:02,tailscale0,27.108
11:23:03,tailscale0,24.535
11:23:04,tailscale0,26.763
11:23:05,tailscale0,26.207
