wall_time,iface,tx_mbps
15:46:51,tailscale0,0.895
15:46:52,tailscale0,0.574
15:46:53,tailscale0,0.791
15:46:54,tailscale0,0.938
15:46:55,tailscale0,0.687
15:46:56,tailscale0,0.969
15:46:57,tailscale0,1.008
15:46:58,tailscale0,0.765
15:46:59,tailscale0,0.983
15:47:00,tailscale0,0.618
15:47:01,tailscale0,0.508
15:47:02,tailscale0,0.481
15:47:03,tailscale0,0.525
15:47:04,tailscale0,0.440
15:47:05,tailscale0,0.509
15:47:06,tailscale0,0.480
15:47:07,tailscale0,0.378
15:47:08,tailscale0,0.464
15:47:09,tailscale0,0.452
15:47:10,tailscale0,0.397
15:47:11,tailscale0,0.559
15:47:12,tailscale0,0.440
15:47:13,tailscale0,0.380
15:47:14,tailscale0,0.367
15:47:15,tailscale0,0.320
15:47:16,tailscale0,0.474
15:47:17,tailscale0,0.312
15:47:18,tailscale0,0.402
15:47:19,tailscale0,0.561
15:47:20,tailscale0,0.450
15:47:21,tailscale0,0.539
15:47:22,tailscale0,0.530
15:47:23,tailscale0,0.500
15:47:24,tailscale0,0.534
15:47:25,tailscale0,0.322
15:47:26,tailscale0,0.344
15:47:27,tailscale0,0.457
15:47:28,tailscale0,0.395
15:47:29,tailscale0,0.369
15:47:30,tailscale0,0.388
15:47:31,tailscale0,0.376
15:47:32,tailscale0,0.360
15:47:33,tailscale0,0.452
15:47:34,tailscale0,0.321
15:47:35,tailscale0,0.387
15:47:36,tailscale0,0.414
15:47:37,tailscale0,0.375
15:47:38,tailscale0,0.355
15:47:39,tailscale0,0.381
15:47:40,tailscale0,0.395
15:47:41,tailscale0,0.380
15:47:42,tailscale0,0.369
15:47:43,tailscale0,0.388
15:47:44,tailscale0,0.578
15:47:45,tailscale0,0.410
15:47:46,tailscale0,0.490
15:47:47,tailscale0,0.545
15:47:48,tailscale0,0.490
15:47:49,tailscale0,0.388
15:47:50,tailscale0,0.262
15:47:51,tailscale0,0.298
15:47:52,tailscale0,0.339
15:47:53,tailscale0,0.379
15:47:54,tailscale0,0.357
15:47:55,tailscale0,0.338
15:47:56,tailscale0,0.450
15:47:57,tailscale0,0.486
15:47:58,tailscale0,0.432
15:47:59,tailscale0,0.422
15:48:00,tailscale0,0.432
15:48:01,tailscale0,0.445
15:48:02,tailscale0,0.406
15:48:03,tailscale0,0.453
15:48:04,tailscale0,0.289
15:48:05,tailscale0,0.301
15:48:06,tailscale0,0.441
15:48:07,tailscale0,0.356
15:48:08,tailscale0,0.303
15:48:09,tailscale0,0.449
15:48:10,tailscale0,0.335
15:48:11,tailscale0,0.289
15:48:12,tailscale0,0.361
15:48:13,tailscale0,0.416
15:48:14,tailscale0,0.392
15:48:15,tailscale0,0.515
15:48:16,tailscale0,0.587
