wall_time,iface,tx_mbps
13:54:07,tailscale0,14.612
13:54:08,tailscale0,17.591
13:54:09,tailscale0,17.207
13:54:10,tailscale0,15.694
13:54:11,tailscale0,16.540
13:54:12,tailscale0,13.291
13:54:13,tailscale0,16.188
13:54:14,tailscale0,16.245
13:54:15,tailscale0,16.565
13:54:16,tailscale0,15.976
13:54:17,tailscale0,15.901
13:54:18,tailscale0,14.217
13:54:19,tailscale0,15.544
13:54:20,tailscale0,15.907
13:54:21,tailscale0,15.880
13:54:22,tailscale0,15.784
13:54:23,tailscale0,17.865
13:54:24,tailscale0,12.741
13:54:25,tailscale0,15.266
13:54:26,tailscale0,16.769
13:54:27,tailscale0,16.567
13:54:28,tailscale0,16.363
13:54:29,tailscale0,16.663
13:54:30,tailscale0,14.724
13:54:31,tailscale0,15.708
13:54:32,tailscale0,15.945
13:54:33,tailscale0,11.319
13:54:34,tailscale0,10.373
13:54:35,tailscale0,11.116
13:54:36,tailscale0,9.421
13:54:37,tailscale0,9.983
13:54:38,tailscale0,9.962
13:54:39,tailscale0,10.962
13:54:40,tailscale0,11.118
13:54:41,tailscale0,11.291
13:54:42,tailscale0,10.668
13:54:43,tailscale0,9.284
13:54:44,tailscale0,9.088
13:54:45,tailscale0,11.418
13:54:46,tailscale0,10.653
13:54:47,tailscale0,11.543
13:54:48,tailscale0,9.032
13:54:49,tailscale0,11.332
13:54:50,tailscale0,10.250
13:54:51,tailscale0,11.560
13:54:52,tailscale0,9.673
13:54:53,tailscale0,11.423
13:54:54,tailscale0,10.393
13:54:55,tailscale0,9.713
13:54:56,tailscale0,10.337
13:54:57,tailscale0,11.034
13:54:58,tailscale0,9.985
13:54:59,tailscale0,10.908
13:55:00,tailscale0,10.217
13:55:01,tailscale0,11.277
13:55:02,tailscale0,10.489
13:55:03,tailscale0,10.550
13:55:04,tailscale0,10.445
13:55:05,tailscale0,10.528
13:55:06,tailscale0,9.022
13:55:07,tailscale0,10.634
13:55:08,tailscale0,10.918
13:55:09,tailscale0,11.473
13:55:10,tailscale0,10.036
13:55:11,tailscale0,11.356
13:55:12,tailscale0,9.160
13:55:13,tailscale0,10.190
13:55:14,tailscale0,11.444
13:55:15,tailscale0,10.731
13:55:16,tailscale0,10.681
13:55:17,tailscale0,10.773
13:55:18,tailscale0,8.691
13:55:19,tailscale0,10.775
13:55:20,tailscale0,11.250
13:55:21,tailscale0,10.838
13:55:22,tailscale0,10.249
13:55:23,tailscale0,10.820
13:55:24,tailscale0,8.761
13:55:25,tailscale0,11.026
13:55:26,tailscale0,10.436
13:55:27,tailscale0,11.485
13:55:28,tailscale0,10.968
13:55:29,tailscale0,10.569
13:55:30,tailscale0,8.249
13:55:31,tailscale0,10.762
13:55:32,tailscale0,11.200
13:55:33,tailscale0,11.382
13:55:34,tailscale0,10.509
13:55:35,tailscale0,10.306
13:55:36,tailscale0,8.700
13:55:37,tailscale0,10.997
13:55:38,tailscale0,10.577
13:55:39,tailscale0,11.994
13:55:40,tailscale0,10.296
13:55:41,tailscale0,11.423
13:55:42,tailscale0,8.840
13:55:43,tailscale0,10.320
13:55:44,tailscale0,10.828
13:55:45,tailscale0,11.502
13:55:46,tailscale0,10.863
13:55:47,tailscale0,10.427
13:55:48,tailscale0,8.713
13:55:49,tailscale0,10.870
13:55:50,tailscale0,9.692
13:55:51,tailscale0,11.127
13:55:52,tailscale0,11.346
13:55:53,tailscale0,11.495
13:55:54,tailscale0,9.170
13:55:55,tailscale0,10.765
13:55:56,tailscale0,10.813
13:55:57,tailscale0,10.588
13:55:58,tailscale0,10.574
13:55:59,tailscale0,11.158
13:56:00,tailscale0,9.202
13:56:01,tailscale0,11.153
13:56:02,tailscale0,10.380
