wall_time,iface,tx_mbps
19:12:11,tailscale0,12.550
19:12:12,tailscale0,9.446
19:12:13,tailscale0,13.709
19:12:14,tailscale0,10.057
19:12:15,tailscale0,14.297
19:12:16,tailscale0,10.015
19:12:17,tailscale0,14.288
19:12:18,tailscale0,10.321
19:12:19,tailscale0,14.635
19:12:20,tailscale0,10.005
19:12:21,tailscale0,14.792
19:12:22,tailscale0,10.322
19:12:23,tailscale0,14.787
19:12:24,tailscale0,9.981
19:12:25,tailscale0,14.627
19:12:26,tailscale0,9.993
19:12:27,tailscale0,14.661
19:12:28,tailscale0,9.905
19:12:29,tailscale0,15.094
19:12:30,tailscale0,9.784
19:12:31,tailscale0,15.050
19:12:32,tailscale0,10.060
19:12:33,tailscale0,14.524
19:12:34,tailscale0,10.238
19:12:35,tailscale0,15.023
19:12:36,tailscale0,10.044
19:12:37,tailscale0,15.303
19:12:38,tailscale0,9.883
19:12:39,tailscale0,14.849
19:12:40,tailscale0,10.019
19:12:41,tailscale0,14.674
19:12:42,tailscale0,9.964
19:12:43,tailscale0,14.645
19:12:44,tailscale0,10.120
19:12:45,tailscale0,14.838
19:12:46,tailscale0,10.392
19:12:47,tailscale0,14.512
19:12:48,tailscale0,10.519
19:12:49,tailscale0,14.729
19:12:50,tailscale0,9.934
19:12:51,tailscale0,14.789
19:12:52,tailscale0,9.963
19:12:53,tailscale0,15.052
19:12:54,tailscale0,10.045
19:12:55,tailscale0,14.828
19:12:56,tailscale0,10.094
19:12:57,tailscale0,14.959
19:12:58,tailscale0,10.044
19:12:59,tailscale0,14.783
19:13:00,tailscale0,10.090
19:13:01,tailscale0,14.846
19:13:02,tailscale0,9.850
19:13:03,tailscale0,14.950
19:13:04,tailscale0,9.945
19:13:05,tailscale0,14.962
19:13:06,tailscale0,10.264
19:13:07,tailscale0,14.538
19:13:08,tailscale0,9.870
19:13:09,tailscale0,15.007
19:13:10,tailscale0,10.066
19:13:11,tailscale0,15.039
19:13:12,tailscale0,9.665
19:13:13,tailscale0,15.113
19:13:14,tailscale0,9.741
19:13:15,tailscale0,15.010
19:13:16,tailscale0,10.525
19:13:17,tailscale0,14.543
19:13:18,tailscale0,10.314
19:13:19,tailscale0,14.652
19:13:20,tailscale0,10.418
19:13:21,tailscale0,14.638
19:13:22,tailscale0,10.327
19:13:23,tailscale0,14.400
19:13:24,tailscale0,10.436
19:13:25,tailscale0,14.333
19:13:26,tailscale0,10.424
19:13:27,tailscale0,14.660
19:13:28,tailscale0,10.410
19:13:29,tailscale0,14.445
19:13:30,tailscale0,10.372
19:13:31,tailscale0,14.412
19:13:32,tailscale0,10.688
19:13:33,tailscale0,14.310
19:13:34,tailscale0,10.435
19:13:35,tailscale0,14.735
19:13:36,tailscale0,10.630
19:13:37,tailscale0,14.326
19:13:38,tailscale0,10.301
19:13:39,tailscale0,14.006
19:13:40,tailscale0,10.700
19:13:41,tailscale0,14.520
19:13:42,tailscale0,10.628
19:13:43,tailscale0,13.087
19:13:44,tailscale0,10.820
19:13:45,tailscale0,13.682
19:13:46,tailscale0,11.346
19:13:47,tailscale0,14.055
19:13:48,tailscale0,10.747
19:13:49,tailscale0,14.640
19:13:50,tailscale0,10.436
19:13:51,tailscale0,14.737
19:13:52,tailscale0,10.322
19:13:53,tailscale0,14.943
19:13:54,tailscale0,10.423
19:13:55,tailscale0,14.645
19:13:56,tailscale0,10.400
19:13:57,tailscale0,14.685
19:13:58,tailscale0,10.895
19:13:59,tailscale0,14.118
19:14:00,tailscale0,10.320
19:14:01,tailscale0,13.545
19:14:02,tailscale0,11.067
19:14:03,tailscale0,14.300
19:14:04,tailscale0,10.705
19:14:05,tailscale0,13.592
