wall_time,iface,tx_mbps
15:45:30,tailscale0,6.853
15:45:31,tailscale0,4.492
15:45:32,tailscale0,1.168
15:45:33,tailscale0,3.916
15:45:34,tailscale0,2.514
15:45:35,tailscale0,2.177
15:45:36,tailscale0,1.007
15:45:37,tailscale0,3.689
15:45:38,tailscale0,2.007
15:45:39,tailscale0,1.848
15:45:40,tailscale0,2.069
15:45:41,tailscale0,2.430
15:45:42,tailscale0,1.919
15:45:43,tailscale0,2.970
15:45:44,tailscale0,1.342
15:45:45,tailscale0,3.374
15:45:46,tailscale0,2.444
15:45:47,tailscale0,2.097
15:45:48,tailscale0,2.338
15:45:49,tailscale0,1.364
15:45:50,tailscale0,2.919
15:45:51,tailscale0,2.464
15:45:52,tailscale0,1.210
15:45:53,tailscale0,2.925
15:45:54,tailscale0,1.622
15:45:55,tailscale0,2.958
15:45:56,tailscale0,3.149
15:45:57,tailscale0,1.869
15:45:58,tailscale0,3.090
15:45:59,tailscale0,2.739
15:46:00,tailscale0,2.838
15:46:01,tailscale0,2.053
15:46:02,tailscale0,3.317
15:46:03,tailscale0,2.396
15:46:04,tailscale0,2.329
