wall_time,iface,tx_mbps
15:40:15,tailscale0,39.085
15:40:16,tailscale0,36.530
15:40:17,tailscale0,69.826
15:40:18,tailscale0,56.059
15:40:19,tailscale0,66.442
15:40:20,tailscale0,69.153
15:40:21,tailscale0,20.627
15:40:22,tailscale0,48.074
15:40:23,tailscale0,20.954
15:40:24,tailscale0,22.522
15:40:25,tailscale0,16.370
15:40:26,tailscale0,23.097
15:40:27,tailscale0,16.404
15:40:28,tailscale0,25.519
15:40:29,tailscale0,21.001
15:40:30,tailscale0,22.057
15:40:31,tailscale0,23.463
15:40:32,tailscale0,24.578
15:40:33,tailscale0,16.570
15:40:34,tailscale0,27.793
15:40:35,tailscale0,23.543
15:40:36,tailscale0,17.655
15:40:37,tailscale0,23.117
15:40:38,tailscale0,23.378
15:40:39,tailscale0,19.336
15:40:40,tailscale0,17.700
15:40:41,tailscale0,23.188
15:40:42,tailscale0,20.882
15:40:43,tailscale0,23.870
15:40:44,tailscale0,27.503
15:40:45,tailscale0,29.762
15:40:46,tailscale0,21.112
15:40:47,tailscale0,25.377
15:40:48,tailscale0,22.350
15:40:49,tailscale0,19.170
15:40:50,tailscale0,21.559
15:40:51,tailscale0,21.123
15:40:52,tailscale0,20.627
15:40:53,tailscale0,23.055
15:40:54,tailscale0,18.566
15:40:55,tailscale0,22.457
15:40:56,tailscale0,19.234
15:40:57,tailscale0,27.076
