wall_time,iface,tx_mbps
13:48:41,tailscale0,20.281
13:48:42,tailscale0,22.373
13:48:43,tailscale0,18.168
13:48:44,tailscale0,20.023
13:48:45,tailscale0,20.079
13:48:46,tailscale0,17.856
13:48:47,tailscale0,19.874
13:48:48,tailscale0,20.038
13:48:49,tailscale0,18.001
13:48:50,tailscale0,20.126
13:48:51,tailscale0,20.237
13:48:52,tailscale0,17.895
13:48:53,tailscale0,20.015
13:48:54,tailscale0,20.290
13:48:55,tailscale0,17.940
13:48:56,tailscale0,19.852
13:48:57,tailscale0,20.515
13:48:58,tailscale0,17.896
13:48:59,tailscale0,19.566
13:49:00,tailscale0,20.422
13:49:01,tailscale0,17.684
13:49:02,tailscale0,20.403
13:49:03,tailscale0,19.858
13:49:04,tailscale0,17.742
13:49:05,tailscale0,20.537
13:49:06,tailscale0,20.636
13:49:07,tailscale0,17.368
13:49:08,tailscale0,19.968
13:49:09,tailscale0,20.195
13:49:10,tailscale0,17.253
13:49:11,tailscale0,20.291
13:49:12,tailscale0,20.625
13:49:13,tailscale0,17.265
13:49:14,tailscale0,21.194
13:49:15,tailscale0,19.669
13:49:16,tailscale0,17.993
13:49:17,tailscale0,19.873
13:49:18,tailscale0,19.871
13:49:19,tailscale0,18.281
13:49:20,tailscale0,20.034
13:49:21,tailscale0,20.414
13:49:22,tailscale0,17.599
13:49:23,tailscale0,5.038
13:49:24,tailscale0,0.000
13:49:25,tailscale0,0.000
13:49:26,tailscale0,5.993
13:49:27,tailscale0,19.743
13:49:28,tailscale0,18.130
