time_ns,gst_buffer_pts_ns,stage
1775909090139807513,8941468684,post_depay
1775909090155870671,8970657431,post_decode
1775909090213515780,9046075876,post_depay
1775909090221995575,9046165821,post_decode
1775909090257292124,9089812523,post_depay
1775909090262536131,9089955752,post_decode
1775909090296978272,9129576200,post_depay
1775909090301568771,9129664983,post_decode
1775909090339039469,9171599695,post_depay
1775909090345517255,9171701187,post_decode
1775909090378163859,9210674072,post_depay
1775909090383998052,9210762954,post_decode
1775909090417769884,9250310835,post_depay
1775909090425310605,9250442775,post_decode
1775909090456979869,9289482837,post_depay
1775909090464349628,9289637924,post_decode
1775909090500027592,9332464902,post_depay
1775909090508027355,9332640165,post_decode
1775909090533223010,9365365024,post_depay
1775909090543562100,9365680764,post_decode
1775909090577598553,9409143066,post_depay
1775909090586774558,9410173736,post_decode
1775909090622775586,9450505509,post_depay
1775909090631798292,9455370587,post_decode
1775909090664619766,9491688234,post_depay
1775909090671857882,9497253483,post_decode
1775909090692016618,9523988476,post_depay
1775909090705583106,9524277457,post_decode
1775909090736353682,9568733871,post_depay
1775909090746052079,9568978816,post_decode
1775909090777759477,9610122837,post_depay
1775909090788413042,9610368350,post_decode
1775909090829360304,9661461594,post_depay
1775909090840188136,9661838855,post_decode
1775909090859262836,9691319545,post_depay
1775909090868216870,9691607137,post_decode
1775909090910734536,9743035418,post_depay
1775909090920888368,9743347950,post_decode
1775909090939488194,9769279030,post_depay
1775909090945977851,9772181093,post_decode
1775909090991623298,9824020434,post_depay
1775909091000338012,9824207538,post_decode
1775909091021203005,9853312426,post_depay
1775909091029056003,9853683343,post_decode
1775909091058313825,9887830046,post_depay
1775909091067765680,9890910816,post_decode
1775909091099877042,9929330175,post_depay
1775909091112816300,9932476118,post_decode
1775909091141020709,9973173795,post_depay
1775909091153333307,9973543476,post_decode
1775909091188298736,10017525455,post_depay
1775909091197186795,10020800979,post_decode
1775909091217764916,10050376129,post_depay
1775909091224067561,10050467835,post_decode
1775909091261007899,10093445368,post_depay
1775909091269467217,10093646715,post_decode
1775909091300761932,10133295524,post_depay
1775909091307827308,10133440821,post_decode
1775909091338671217,10171134492,post_depay
1775909091344555643,10171316629,post_decode
1775909091377083811,10209324342,post_depay
1775909091388210843,10209643138,post_decode
1775909091417508813,10250057020,post_depay
1775909091423614154,10250182177,post_decode
1775909091459039896,10291461299,post_depay
1775909091467391992,10291645594,post_decode
1775909091493183625,10325563802,post_depay
1775909091500936611,10325764270,post_decode
1775909091537825644,10369870773,post_depay
1775909091547499214,10370180358,post_decode
1775909091577401980,10409945155,post_depay
1775909091584071088,10410070276,post_decode
1775909091617473563,10450132620,post_depay
1775909091626046459,10450186585,post_decode
1775909091660127294,10492641377,post_depay
1775909091668823496,10492777215,post_decode
1775909091691643900,10524037138,post_depay
1775909091700494220,10524221054,post_decode
1775909091731916928,10564522481,post_depay
1775909091737227108,10564599756,post_decode
1775909091777274340,10609722670,post_depay
1775909091786002143,10609924312,post_decode
1775909091820987078,10652478748,post_depay
1775909091830337431,10653535392,post_decode
1775909091858836971,10691274905,post_depay
1775909091867677976,10691468381,post_decode
1775909091891063283,10723666747,post_depay
1775909091896065387,10723767036,post_decode
1775909091938480127,10768161287,post_depay
