time_ns,gst_buffer_pts_ns,frame_seq,stage
39777068106153,17998374077,0,post_depay
39777112887955,18633204680,1,post_decode
39777198639682,18768873789,2,post_depay
39777211261918,18768949936,3,post_decode
39777277897121,18789958867,4,post_depay
39777299222076,18848117196,5,post_decode
39777304460308,18874548160,6,post_depay
39777321020953,18874700826,7,post_decode
39777332195189,18899805157,8,post_depay
39777360188062,18902796751,9,post_decode
39777369063583,18939456448,10,post_depay
39777402881115,18939757294,11,post_decode
39777524059437,18981973790,12,post_depay
39777534818145,19094699714,13,post_decode
39777543384498,19113891267,14,post_depay
39777556564346,19114109368,15,post_decode
39777566119058,19135860568,16,post_depay
39777578132766,19136082172,17,post_decode
39777757918573,19166891313,18,post_depay
39777785480542,19327754042,19,post_decode
39777790321989,19360173633,20,post_depay
39777800879455,19360307392,21,post_decode
39777803504765,19374386304,22,post_depay
39777813401113,19374497761,23,post_decode
39777998855043,19455565561,24,post_depay
39778013660887,19569559172,25,post_decode
39778020955486,19591772100,26,post_depay
39778032971301,19591929864,27,post_decode
39778054890543,19607367891,28,post_depay
39778066875752,19624889275,29,post_decode
39778070830170,19640914926,30,post_depay
39778081295090,19641009292,31,post_decode
39778084647489,19654775322,32,post_depay
39778093809278,19654847057,33,post_decode
39778097584304,19667630563,34,post_depay
39778107207800,19667762166,35,post_decode
39778327422547,19680903335,36,post_depay
39778340727489,19858305964,37,post_decode
39778345850286,19876391923,38,post_depay
39778356779212,19876677818,39,post_decode
39778374865391,19891625313,40,post_depay
39778388075337,19905633177,41,post_decode
39778395262942,19923098947,42,post_depay
39778405847582,19926142385,43,post_decode
39778563799017,19940687433,44,post_depay
39778574266992,20094665354,45,post_decode
39778580970633,20108932974,46,post_depay
39778590937419,20111781364,47,post_decode
39778594950384,20125651604,48,post_depay
39778565611530,20125851137,49,post_decode
39778568882701,20138829794,50,post_depay
39778577509858,20138910255,51,post_decode
39778596473954,20150782446,52,post_depay
39778607453250,20166169579,53,post_decode
39778815879653,20181600355,54,post_depay
39778824936582,20387230703,55,post_decode
39778828675757,20399944056,56,post_depay
39778841680658,20400036445,57,post_decode
39778861109496,20416690466,58,post_depay
39778873048015,20432239819,59,post_decode
39778876894361,20448180910,60,post_depay
39778885589055,20448263897,61,post_decode
39778889987886,20461240416,62,post_depay
39778899570463,20461340624,63,post_decode
39779149251842,20483220730,64,post_depay
39779160539511,20719640956,65,post_decode
39779164075456,20734762139,66,post_depay
39779173232792,20734840288,67,post_decode
39779176725244,20747390080,68,post_depay
39779184478811,20747480213,69,post_decode
39779187631634,20758317211,70,post_depay
39779194899942,20758392679,71,post_decode
39779198643277,20769312029,72,post_depay
39779206946048,20769402490,73,post_decode
39779237003950,20780770245,74,post_depay
39779248271655,20807566074,75,post_decode
39779378013363,20822956232,76,post_depay
39779389933992,20950045843,77,post_decode
39779393405115,20965365538,78,post_depay
39779402286335,20965452565,79,post_decode
39779405763409,20977754277,80,post_depay
39779413346119,20977824990,81,post_decode
39779416702626,20988664919,82,post_depay
39779423777102,20988762378,83,post_decode
39779426881054,20998869996,84,post_depay
39779434657827,20998948350,85,post_decode
39779437910858,21009870967,86,post_depay
39779446549808,21009970387,87,post_decode
39779599810634,21021606504,88,post_depay
39779613585235,21169705038,89,post_decode
39779617975052,21187758982,90,post_depay
39779629705282,21187906309,91,post_decode
39779634054411,21203785279,92,post_depay
39779645303530,21203967086,93,post_decode
39779739369908,21219472441,94,post_depay
39779750440721,21309133024,95,post_decode
39780410504427,21324222543,96,post_depay
39780446242033,21980209182,97,post_decode
39780450330222,22021068464,98,post_depay
39780458337607,22021212610,99,post_decode
39780462125432,22032853685,100,post_depay
39780472942517,22033007290,101,post_decode
39780476528458,22047295416,102,post_depay
39780487615115,22047416797,103,post_decode
39780493687196,22063371509,104,post_depay
39780503928094,22063477591,105,post_decode
39780590481901,22080694545,106,post_depay
39780603716660,22160264099,107,post_decode
39780607835035,22177462520,108,post_depay
39780617327847,22177637107,109,post_decode
39780620999097,22190665128,110,post_depay
39780631931078,22190798703,111,post_decode
39780760066122,22206025703,112,post_depay
39780770235133,22331056991,113,post_decode
39780774352890,22345201409,114,post_depay
39780785129381,22345358231,115,post_decode
39780818333441,22360051392,116,post_depay
39780830056977,22389163896,117,post_decode
39780833400637,22404349249,118,post_depay
39780842998136,22404432291,119,post_decode
39780846771813,22417679823,120,post_depay
39780855866514,22417784469,121,post_decode
39780897967560,22430385980,122,post_depay
39780909401259,22468932045,123,post_decode
39780937329100,22484652226,124,post_depay
39780947132372,22508311616,125,post_decode
39780954858855,22521617238,126,post_depay
39780965225644,22525825103,127,post_decode
39780968942002,22539861264,128,post_depay
39780978275815,22539961853,129,post_decode
39780981552807,22552448358,130,post_depay
39780992413481,22552571014,131,post_decode
39781045851427,22566594447,132,post_depay
39781056893905,22615816596,133,post_decode
39781079984124,22647999943,134,post_depay
39781089861371,22649971599,135,post_decode
39781093580854,22663435637,136,post_depay
39781101645847,22663548916,137,post_decode
39781104947038,22674839368,138,post_depay
39781113505832,22674938908,139,post_decode
39781259890987,22829585624,140,post_depay
39781270043507,22831302258,141,post_decode
39781273371105,22844838676,142,post_depay
39781283085995,22844963681,143,post_decode
39781325871406,22858156876,144,post_depay
39781340524820,22897447826,145,post_decode
39781345409513,22916864828,146,post_depay
39781360606203,22916985180,147,post_decode
39781365043595,22936461596,148,post_depay
39781378499655,22936616600,149,post_decode
39781382646286,22954034414,150,post_depay
39781396476810,22954177014,151,post_decode
39781482481567,22972180380,152,post_depay
39781494309298,23051727551,153,post_decode
39781513565546,23071283981,154,post_depay
39781526375822,23082736704,155,post_decode
39781530186718,23099455894,156,post_depay
39781539726462,23099567480,157,post_decode
39781543209513,23112484779,158,post_depay
39781552225511,23112596542,159,post_decode
39781582575427,23125627887,160,post_depay
39781594524075,23151882175,161,post_decode
39781598171178,23167443667,162,post_depay
39781612696816,23167562377,163,post_decode
39781616367305,23185614866,164,post_depay
39781632138921,23185727137,165,post_decode
39781638835565,23208088887,166,post_depay
39781647713567,23208194521,167,post_decode
39781719894071,23288800521,168,post_depay
39781728145431,23289206813,169,post_decode
39781731830488,23302495753,170,post_depay
39781741664102,23302589240,171,post_decode
39781745220084,23315908386,172,post_depay
39781754909570,23315986036,173,post_decode
39781758806707,23329446831,174,post_depay
39781767889575,23329565703,175,post_decode
39781771970884,23342633225,176,post_depay
39781779824141,23342728701,177,post_decode
39781953243379,23521993706,178,post_depay
39781966390550,23523748288,179,post_decode
39782146474279,23712908129,180,post_depay
39782293573847,23855736860,181,post_depay
39782300793179,23872199272,182,post_depay
39782316278165,23878710201,183,post_depay
39782351425756,23894600866,184,post_depay
39782557863306,23931233311,185,post_depay
39782563968927,24134836504,186,post_depay
39782587121556,24140214887,187,post_depay
39782594181736,24165006181,188,post_depay
39782599602523,24170472498,189,post_depay
39782604779777,24175663567,190,post_depay
39782733064268,24180798523,191,post_depay
39782740465164,24313180475,192,post_depay
39782757729497,24319879291,193,post_depay
39782765545293,24338263713,194,post_depay
39782932023884,24344587832,195,post_depay
39782954587427,24528080182,196,post_depay
39782961304282,24537478165,197,post_depay
39782991593664,24542771225,198,post_depay
39783019302480,24576040138,199,post_depay
39783026528905,24602586921,200,post_depay
39783184696120,24609190777,201,post_depay
39783249482968,24789032013,202,post_depay
39783257296197,24854809488,203,post_depay
39783263081695,24860652188,204,post_depay
39783268546233,24866104258,205,post_depay
39783322386057,24917898209,206,post_depay
39783350083391,24927725194,207,post_depay
39783356743319,24954165428,208,post_depay
39783440976811,24961170540,209,post_depay
39783448166216,24978754152,210,post_depay
39783521637863,24984422123,211,post_depay
39783548746173,25060309339,212,post_depay
39783680217778,25248098969,213,post_depay
39783985372964,25257485584,214,post_depay
39783992597491,25569508625,215,post_depay
39783999061660,25575950285,216,post_depay
39784005386292,25582352612,217,post_depay
39784060694418,25634220758,218,post_depay
39784067108737,25644007207,219,post_depay
39784072870840,25649805439,220,post_depay
39784165083899,25655640017,221,post_depay
39784174978972,25769137791,222,post_depay
39784181677698,25778176142,223,post_depay
39784188108962,25784625735,224,post_depay
39784274461634,25791206750,225,post_depay
39784283720681,25871011090,226,post_decode
39784800831721,25891395700,227,post_depay
39784839737155,26371335881,228,post_decode
39784843302534,26414180244,229,post_depay
39784850367830,26414252599,230,post_decode
39785135597016,26424584084,231,post_depay
39785146623488,26706648973,232,post_decode
39785150894465,26721830348,233,post_depay
39785162893882,26721950071,234,post_decode
39785167216626,26738156901,235,post_depay
39785179317961,26738278555,236,post_decode
39785184086236,26755012788,237,post_depay
39785194432597,26755134456,238,post_decode
39785213366285,26781685257,239,post_depay
39785227060458,26784413581,240,post_decode
39785230774031,26801749831,241,post_depay
39785242612501,26801855369,242,post_decode
39785246539639,26817532839,243,post_depay
39785256100820,26817627207,244,post_decode
39785370511726,26938300606,245,post_depay
39785380129618,26940918435,246,post_decode
39785383578362,26953958994,247,post_depay
39785392444870,26954096887,248,post_decode
39785396029958,26966473489,249,post_depay
39785403790996,26966564615,250,post_decode
39785407811380,26978227625,251,post_depay
39785416296105,26978331360,252,post_decode
39785577116445,26990244589,253,post_depay
39785586942056,27147464353,254,post_decode
39785642785368,27161007132,255,post_depay
39785652597078,27213888032,256,post_decode
39785656859333,27227804696,257,post_depay
39785668275506,27227967100,258,post_decode
39785672777063,27243748687,259,post_depay
39785682594836,27243850574,260,post_decode
39785686339617,27257357929,261,post_depay
39785696307835,27257462819,262,post_decode
39785717342757,27270943096,263,post_depay
39785726747198,27288445659,264,post_decode
39785730421300,27301461513,265,post_depay
39785740220988,27301567461,266,post_decode
39785744004575,27315041042,267,post_depay
39785754895418,27315136499,268,post_decode
39785759445330,27330357608,269,post_depay
39785769813186,27330543422,270,post_decode
39785792142421,27359864546,271,post_depay
39785802181644,27363221086,272,post_decode
39785806524308,27377440904,273,post_depay
39785818136723,27377591319,274,post_decode
39785821908053,27392925836,275,post_depay
39785830444119,27393022787,276,post_decode
39785836001429,27405369702,277,post_depay
39785845684204,27407105916,278,post_decode
39785849301358,27419079693,279,post_depay
39785859438446,27419229506,280,post_decode
39785937896239,27433271433,281,post_depay
39785948252233,27507467196,282,post_decode
39785951540408,27521457158,283,post_depay
39785959453151,27521548453,284,post_decode
39785962795140,27532713853,285,post_depay
39785970814730,27532802226,286,post_decode
39785974904751,27544126886,287,post_depay
39785983487387,27544873335,288,post_decode
39786056660185,27557036155,289,post_depay
39786067841360,27626551008,290,post_decode
39786072289728,27642077867,291,post_depay
39786083274771,27642254023,292,post_decode
39786087006144,27656874719,293,post_depay
39786097215567,27656984534,294,post_decode
39786100569307,27670458223,295,post_depay
39786109228354,27670563092,296,post_decode
39786229756737,27682540045,297,post_depay
39786241179749,27800059937,298,post_decode
39786301330951,27815389724,299,post_depay
39786313159406,27871664702,300,post_decode
39786316992249,27887388328,301,post_depay
39786326655932,27887483057,302,post_decode
39786330412577,27900810612,303,post_depay
39786339264221,27900908721,304,post_decode
39786731405682,27961865070,305,post_depay
39786775958794,28301394412,306,post_decode
39786780724097,28351164979,307,post_depay
39786791264823,28351261414,308,post_decode
39786911016187,28366619372,309,post_depay
39786924718384,28480998275,310,post_decode
39786929605954,28499404063,311,post_depay
39786943347573,28499617338,312,post_decode
39786947879792,28517695991,313,post_depay
39786960127466,28517893488,314,post_decode
39786964349959,28534282413,315,post_depay
39786978801488,28534381745,316,post_decode
39787009289669,28578934061,317,post_depay
39787019586438,28579299938,318,post_decode
39787042676665,28593810392,319,post_depay
39787056321481,28612603975,320,post_decode
39787060235837,28630177406,321,post_depay
39787069321849,28630266423,322,post_decode
39787181705887,28642810413,323,post_depay
39787193946670,28752534496,324,post_decode
39787197594904,28768381462,325,post_depay
39787210102976,28768469520,326,post_decode
39787213846758,28784646630,327,post_depay
39787223907445,28784737847,328,post_decode
39787251848487,28798347846,329,post_depay
39787262905973,28822594209,330,post_decode
39787266761917,28837578669,331,post_depay
39787275517979,28837664538,332,post_decode
39787372907368,28849742320,333,post_depay
39787382284614,28943215043,334,post_decode
39787385610473,28955914088,335,post_depay
39787394432301,28956004514,336,post_decode
39787397633100,28967961403,337,post_depay
39787406442051,28968039240,338,post_decode
39787410741474,28980922406,339,post_depay
39787423266674,28981089130,340,post_decode
39787445972653,29014853218,341,post_depay
39787453109288,29016310134,342,post_decode
39787469817461,29026274015,343,post_depay
