wall_time,cam_index,pipeline_ms
10:25:40.659,1,6045.2291
10:25:40.679,0,6090.3466
10:25:40.714,1,6063.2725
10:25:40.714,2,6143.8446
10:25:40.720,0,6089.9312
10:25:40.734,1,6036.1778
10:25:40.737,2,6120.5446
10:25:40.779,0,6086.8054
10:25:40.780,1,6027.0394
10:25:40.783,2,6139.5961
10:25:40.794,0,6091.1380
10:25:40.809,2,6111.1240
10:25:40.848,1,6079.4064
10:25:40.848,0,6092.1988
10:25:40.857,2,6127.0886
10:25:40.859,1,5998.0785
10:25:40.877,0,6085.9836
10:25:40.924,1,6061.5053
10:25:40.931,2,6155.8959
10:25:40.931,0,6067.5196
10:25:40.937,1,6024.5169
10:25:40.951,0,6084.1315
10:25:41.020,1,6093.8160
10:25:41.021,0,6106.3428
10:25:41.027,2,6166.3995
10:25:41.030,2,6167.8694
10:25:41.092,1,5954.0564
10:25:41.101,2,6212.1795
10:25:41.101,1,5896.5567
10:25:41.107,2,5944.1791
10:25:41.110,1,5904.7930
10:25:41.110,0,6161.0932
10:25:41.115,0,5970.4783
10:25:41.141,0,5930.1117
10:25:41.148,1,5931.9323
10:25:41.155,2,5988.6789
10:25:41.158,0,5944.1133
10:25:41.181,1,5959.6742
10:25:41.181,2,5966.4960
10:25:41.239,2,6017.7938
10:25:41.243,0,6026.2618
10:25:41.243,1,6009.0322
10:25:41.247,0,6024.0893
10:25:41.254,2,6030.1860
10:25:41.260,1,5999.2678
10:25:41.276,0,6041.3870
10:25:41.305,1,6042.6403
10:25:41.307,2,6071.2465
10:25:41.316,0,6054.6114
10:25:41.340,2,6077.7582
10:25:41.340,1,6047.2737
10:25:41.369,0,6097.7872
10:25:41.372,2,6085.0602
10:25:41.378,1,6020.0154
10:25:41.393,0,6035.6013
10:25:41.440,2,6081.1009
10:25:41.445,1,6073.4352
10:25:41.446,0,6086.4921
10:25:41.454,1,6039.7232
10:25:41.458,2,6086.2548
10:25:41.499,0,6092.8600
10:25:41.503,1,6028.9115
10:25:41.505,2,6091.1890
10:25:41.519,0,6085.2130
10:25:41.531,2,6059.4668
10:25:41.564,1,6070.5657
10:25:41.567,0,6092.6094
10:25:41.574,2,6080.6750
10:25:41.579,1,6012.4744
10:25:41.595,0,6083.9088
10:25:41.642,2,6083.0047
10:25:41.645,1,6072.8861
10:25:41.646,0,6078.5634
10:25:41.655,1,6028.0746
10:25:41.660,2,6088.3290
10:25:41.702,0,6110.8580
10:25:41.705,2,6083.2637
10:25:41.708,1,6060.8367
10:25:41.718,0,6091.4079
10:25:41.736,2,6087.7799
10:25:41.768,0,6068.3849
10:25:41.769,1,6069.3836
10:25:41.774,2,6074.6095
10:25:41.780,1,6016.6996
10:25:41.794,0,6082.4632
10:25:41.831,1,6057.1354
10:25:41.833,2,6074.2702
10:25:41.836,0,6072.8013
10:25:41.849,2,6085.9138
10:25:41.857,1,6027.5297
10:25:41.911,0,6128.0728
10:25:41.915,2,6086.1664
10:25:41.918,0,6088.7735
10:25:41.918,1,6066.4782
10:25:41.938,2,6085.5647
10:25:41.952,0,6068.2385
10:25:41.952,1,6057.7790
10:25:41.972,1,6009.0793
10:25:41.978,2,6086.7571
10:25:41.991,0,6075.6313
10:25:42.009,2,6045.5603
10:25:42.050,1,6077.7253
10:25:42.058,2,6085.5695
10:25:42.068,1,6022.4663
10:25:42.088,0,6116.4636
10:25:42.091,0,6099.0226
10:25:42.114,1,6060.9407
10:25:42.115,2,6071.2588
10:25:42.121,0,6042.1863
10:25:42.132,1,5991.5261
10:25:42.138,2,6085.0329
10:25:42.186,0,6107.0945
10:25:42.187,2,6046.3837
10:25:42.194,1,6052.0972
10:25:42.197,0,6054.4265
10:25:42.215,2,6071.2589
10:25:42.220,1,6047.1050
10:25:42.262,0,6109.0502
10:25:42.265,1,6026.4126
10:25:42.265,2,6095.5020
10:25:42.271,0,6033.8792
10:25:42.327,2,6088.4929
10:25:42.327,1,6072.6128
10:25:42.333,0,6093.7687
10:25:42.334,2,6089.4659
10:25:42.340,1,6041.1171
10:25:42.358,0,6064.2515
10:25:42.393,1,6062.9975
10:25:42.394,2,6094.7029
10:25:42.400,0,6082.7393
10:25:42.415,2,6084.9572
10:25:42.421,1,6032.7164
10:25:42.463,0,6079.0110
10:25:42.771,1,6349.8129
10:25:42.773,0,6383.9768
10:25:42.773,2,6388.9759
10:25:42.779,2,6376.1353
10:25:42.782,1,6333.6627
10:25:42.783,0,6334.3646
10:25:42.787,2,6336.4633
10:25:42.787,1,6263.3919
10:25:42.820,0,6349.5040
10:25:42.821,2,6297.2194
10:25:42.825,1,6288.5150
10:25:42.825,0,6301.1888
10:25:42.830,1,6243.8335
10:25:42.830,2,6298.3643
10:25:42.831,0,6286.5593
10:25:42.836,2,6251.0061
10:25:42.836,1,6228.9343
10:25:42.837,0,6247.0125
10:25:42.843,0,6197.3594
