wall_time,cam,rtp_seq,rtsp_unwrap_ms,depay_ms,pay_ms,udpsink_ms,total_sender_ms
16:37:31.659,1,10675,0.007,0.079,0.572,0.058,0.859
16:37:31.663,0,9788,0.014,0.129,0.049,0.117,0.409
16:37:31.676,2,30398,0.007,0.175,0.031,0.146,0.389
16:37:32.706,0,10150,0.007,0.065,0.031,0.135,0.266
16:37:33.701,1,11499,0.008,0.083,0.068,0.024,0.352
16:37:33.704,0,10474,0.007,0.087,0.025,0.026,0.168
16:37:33.725,2,31173,0.009,27.025,0.011,0.044,27.106
16:37:34.706,0,10828,0.008,0.065,0.045,0.053,0.234
16:37:35.676,1,12217,0.007,0.025,0.042,0.045,0.157
16:37:35.694,0,11186,0.007,0.058,0.012,0.026,0.119
16:37:35.700,2,31890,0.006,0.057,0.033,0.024,0.162
16:37:36.692,0,11530,0.008,0.046,0.023,0.033,0.135
16:37:37.699,1,12901,0.007,0.056,0.022,0.047,0.150
16:37:37.702,2,32596,0.007,0.053,0.025,0.046,0.163
16:37:37.707,0,11887,0.007,0.067,0.034,0.060,0.206
16:37:38.723,0,12267,0.015,27.055,0.058,0.022,27.193
16:37:39.697,1,13638,0.008,0.091,0.036,0.038,0.242
16:37:39.715,0,12655,0.007,0.280,0.164,0.203,0.741
16:37:39.721,2,33322,0.007,0.077,0.040,0.281,0.437
16:37:40.727,0,13032,0.007,0.147,0.076,0.298,0.571
16:37:42.726,0,13784,0.028,0.125,0.096,0.089,0.392
16:37:43.712,2,34808,0.007,0.127,0.056,0.229,0.453
16:37:43.727,0,14158,0.015,0.154,0.078,0.027,0.363
16:37:44.713,0,14531,0.007,0.092,0.031,0.225,0.381
16:37:45.716,1,15908,0.017,0.063,0.146,0.208,0.475
16:37:45.721,0,14895,0.007,0.109,0.093,0.037,0.274
16:37:45.728,2,35550,0.010,0.116,0.038,0.027,0.218
16:37:47.702,1,16651,0.006,0.063,0.029,0.223,0.353
16:37:47.713,0,15638,0.008,0.135,0.089,0.127,0.534
16:37:47.723,2,36292,0.006,0.110,0.054,0.045,0.254
16:37:48.729,0,16011,0.007,0.133,0.122,0.074,0.519
16:37:49.687,1,17435,0.007,0.025,0.068,0.143,0.268
16:37:49.696,0,16387,0.009,0.042,0.133,0.019,0.234
16:37:49.711,2,37037,0.006,0.086,0.035,0.059,0.225
16:37:50.701,0,16722,0.007,0.041,0.041,0.020,0.153
16:37:51.691,1,18139,0.007,0.036,0.068,0.033,0.290
16:37:51.709,0,17082,0.035,0.071,0.063,0.070,0.372
16:37:51.710,2,37767,0.008,0.057,0.038,0.022,0.158
16:37:52.726,0,17462,0.007,0.062,0.031,0.059,0.195
16:37:53.704,1,18875,0.023,0.056,0.032,0.046,0.199
16:37:53.718,2,38511,0.007,0.116,0.027,0.080,0.261
16:37:53.720,0,17847,0.007,0.126,0.023,0.052,0.233
16:37:54.726,0,18236,0.007,0.150,0.027,0.179,0.414
16:37:55.701,1,19612,0.008,0.046,0.054,0.054,0.196
16:37:55.718,0,18624,0.008,0.101,0.029,0.079,0.270
16:37:55.718,2,39260,0.015,0.220,0.146,0.218,0.673
16:37:56.707,0,18990,0.006,0.037,0.034,0.054,0.270
16:37:57.712,2,40014,0.007,0.102,0.078,0.232,0.469
16:37:58.716,0,19713,0.007,0.063,0.034,0.039,0.187
16:37:59.716,2,40756,0.007,0.125,0.024,0.038,0.217
16:37:59.718,1,21114,0.007,0.088,0.144,0.092,0.399
16:37:59.722,0,20082,0.008,0.053,0.051,0.024,0.203
16:38:00.718,0,20454,0.007,0.056,0.106,0.044,0.266
16:38:01.712,1,21879,0.011,0.056,0.022,0.021,0.128
16:38:01.715,2,41496,0.007,0.137,0.038,0.029,0.261
16:38:01.725,0,20836,0.010,0.050,0.027,0.080,0.195
16:38:02.712,0,21210,0.025,0.072,0.033,0.071,0.267
16:38:04.719,0,21939,0.007,0.043,0.029,0.168,0.272
16:38:05.707,1,23379,0.008,0.049,0.108,0.042,0.247
16:38:05.720,2,42973,0.008,0.122,0.045,0.040,0.287
16:38:05.731,0,22309,0.008,0.058,0.063,0.053,0.260
16:38:06.724,0,22692,0.009,0.223,0.037,0.045,0.365
16:38:07.710,1,24123,0.017,0.074,0.218,0.215,0.583
16:38:07.720,2,43720,0.007,0.115,0.038,0.024,0.213
16:38:07.732,0,23074,0.007,0.130,0.038,0.028,0.234
16:38:08.720,0,23460,0.008,0.097,0.031,0.038,0.214
16:38:09.703,1,24870,0.006,0.035,0.048,0.200,0.327
16:38:09.709,0,23828,0.008,0.050,0.023,0.025,0.131
16:38:09.713,2,44470,0.007,0.079,0.024,0.075,0.208
16:38:10.725,0,24180,0.009,0.049,0.028,0.182,0.303
