abs_time,cam,rtp_seq
1777822513.499867,1,2916
1777822513.557261,0,24667
1777822513.562569,2,16086
1777822514.570761,0,24948
1777822515.535820,1,3689
1777822515.581162,0,25286
1777822515.584109,2,16677
