wall_time,cam_index,pipeline_ms
10:30:51.937,2,1981.1532
10:30:58.844,0,8946.1920
10:31:21.990,1,31995.7288
10:31:21.992,2,32007.5605
10:31:21.995,0,32009.3124
10:31:22.014,0,32027.5477
10:31:22.014,2,32021.8237
10:31:22.014,1,32019.9749
10:31:22.020,1,32020.7937
10:31:22.022,0,32029.3112
10:31:22.027,2,32029.4500
10:31:22.032,1,32032.2085
10:31:22.054,0,32059.8283
10:31:22.065,2,32006.6622
10:31:22.070,1,32005.9770
10:31:22.088,0,32088.1832
10:31:22.096,2,32033.1596
10:31:22.115,0,32111.9258
10:31:22.115,1,32042.6548
10:31:22.150,1,32077.0096
10:31:22.151,2,32085.2925
10:31:22.172,0,32107.5422
10:31:22.188,1,32093.0398
10:31:22.189,2,32116.0896
10:31:22.205,0,32131.7734
10:31:22.246,1,32115.6309
10:31:22.251,0,32168.0493
10:31:22.253,2,32168.7525
10:31:22.259,2,32131.4611
10:31:22.259,1,32072.1963
10:31:22.275,0,32174.6361
10:31:22.302,2,32116.3558
10:31:22.305,1,32088.2844
10:31:22.318,0,32173.2669
10:31:22.355,2,32138.4729
10:31:22.358,1,32091.6614
10:31:22.363,0,32164.0200
10:31:22.389,2,32131.0206
10:31:22.390,1,32104.3562
10:31:22.407,0,32170.2559
10:31:22.415,2,32128.6539
10:31:22.422,1,32088.4682
10:31:22.437,0,32169.8139
10:31:22.464,2,32129.8400
10:31:22.467,1,32093.1285
10:31:22.482,0,32169.1330
10:31:22.522,2,32148.6348
10:31:22.523,1,32106.2857
10:31:22.526,0,32182.1664
10:31:22.550,1,32105.0902
10:31:22.550,2,32138.2432
10:31:22.574,0,32183.3093
10:31:22.582,2,32135.1296
10:31:22.588,1,32094.2424
10:31:22.596,0,32176.2494
10:31:22.645,0,32182.9652
10:31:22.645,2,32156.8205
10:31:22.645,1,32106.6600
10:31:22.662,2,32127.0725
10:31:22.665,1,32064.9003
10:31:22.693,0,32189.3937
10:31:22.706,2,32145.9522
10:31:22.710,1,32090.8814
10:31:22.730,0,32183.2728
10:31:22.736,2,32116.7732
10:31:22.764,1,32103.3215
10:31:22.780,2,32119.5758
10:31:22.836,1,32144.1251
10:31:22.839,0,32220.5600
10:31:22.839,2,32148.1291
10:31:22.843,1,32111.4219
10:31:22.844,0,32224.3559
10:31:22.850,0,32183.6883
10:31:22.882,2,32154.5149
10:31:22.882,1,32113.5202
10:31:22.887,0,32182.3020
10:31:22.895,2,32069.0790
10:31:22.913,1,32087.9567
10:31:22.933,0,32110.5766
10:31:22.939,2,32097.7395
10:31:22.946,1,32096.6533
10:31:22.964,0,32139.3169
10:31:23.019,1,32122.0374
10:31:23.019,0,32178.2672
10:31:23.020,2,32170.9327
10:31:23.027,1,32092.8563
10:31:23.027,2,32130.6995
10:31:23.035,0,32167.7117
10:31:23.082,2,32150.6453
10:31:23.085,0,32184.7701
10:31:23.085,1,32083.1737
10:31:23.100,2,32115.5786
10:31:23.104,1,32084.8968
10:31:23.148,2,32128.8264
10:31:23.148,0,32198.9678
10:31:23.152,1,32107.3169
10:31:23.162,0,32144.2411
10:31:23.194,2,32150.3146
10:31:23.200,0,32169.2412
10:31:23.200,1,32112.4942
10:31:23.227,2,32142.4055
10:31:23.227,1,32096.4518
10:31:23.256,0,32188.7993
10:31:23.262,2,32136.2637
10:31:23.265,1,32093.6312
10:31:23.283,0,32161.1575
10:31:23.311,2,32143.6410
10:31:23.317,1,32103.7542
10:31:23.333,0,32181.9972
10:31:23.349,2,32147.4193
10:31:23.370,1,32113.5943
10:31:23.373,0,32185.0727
10:31:23.376,2,32119.5597
10:31:23.388,1,32096.7298
10:31:23.401,0,32178.4076
10:31:23.422,2,32134.8091
10:31:23.424,1,32093.7002
10:31:23.480,0,32216.4436
10:31:23.494,2,32163.7622
10:31:23.495,0,32187.4973
10:31:23.495,1,32112.8798
10:31:23.509,2,32148.1500
10:31:23.515,1,32108.9798
10:31:23.516,0,32159.3110
10:31:23.547,2,32139.4878
10:31:23.548,1,32091.8605
10:31:23.563,0,32175.5289
10:31:23.580,1,32089.1420
10:31:23.595,2,32142.0464
10:31:23.601,0,32165.0475
10:31:23.623,2,32136.3824
10:31:23.626,1,32062.7639
10:31:23.661,0,32174.4899
10:31:23.670,2,32106.9423
10:31:23.671,1,32107.0806
10:31:23.677,0,32162.2505
10:31:23.696,2,32123.9390
10:31:23.719,1,32065.4966
10:31:23.721,0,32157.7089
10:31:23.743,2,32125.4822
10:31:23.749,1,32094.7080
10:31:23.813,0,32225.4995
10:31:23.829,0,32175.1921
10:31:23.885,0,32223.2323
10:31:23.892,1,32199.0524
10:31:23.896,1,32169.0190
10:31:23.899,0,32172.1468
