wall_time,cam_index,rtp_seq,network_ms
15:05:00.208,0,308,765.4979
15:05:00.222,0,396,693.9957
15:05:00.271,0,414,743.6249
15:05:00.276,0,421,709.8102
15:05:00.281,0,428,713.1800
15:05:00.367,0,435,798.9348
15:05:00.371,0,442,793.6620
15:05:00.383,0,450,800.5258
15:05:00.435,0,457,852.3672
15:05:00.466,0,462,876.7121
15:05:00.493,0,469,893.1980
15:05:00.544,0,475,940.6078
15:05:00.589,0,481,981.9881
15:05:00.609,0,487,987.8414
15:05:00.654,0,494,1007.7234
15:05:00.692,0,500,1005.4605
15:05:00.735,0,506,1000.7896
15:05:00.768,0,513,989.8755
15:05:00.816,0,520,996.5229
15:05:00.861,0,527,987.2972
15:05:00.894,0,534,1004.7657
15:05:00.935,0,540,996.0961
15:05:00.965,0,546,966.6557
15:05:01.016,0,552,1002.6626
15:05:01.063,0,559,1014.3109
15:05:01.292,0,669,1085.3480
15:05:01.308,0,675,1085.8780
15:05:01.378,0,686,1106.3357
15:05:01.382,0,699,1105.2731
15:05:01.449,2,25736,2013.5192
15:05:01.450,0,710,1168.9794
15:05:01.453,0,719,1086.0187
15:05:01.466,2,25748,1999.6418
15:05:01.468,0,726,1096.5624
15:05:01.473,2,25757,1906.0644
15:05:01.477,2,25767,1909.5508
15:05:01.479,0,734,1095.8457
15:05:01.485,0,742,1050.1110
15:05:01.486,2,25777,1917.0631
15:05:01.489,0,750,1022.1346
15:05:01.490,2,25787,1912.9751
15:05:01.497,2,25797,1918.7079
15:05:01.497,0,758,1003.6165
15:05:01.502,2,25808,1919.2038
15:05:01.507,2,25818,1917.7225
15:05:01.565,0,766,1020.8632
15:05:01.630,2,25828,2030.0546
15:05:01.630,0,773,1041.4146
15:05:01.651,0,781,1042.5460
15:05:01.652,2,25838,2048.5021
15:05:01.675,2,25849,2068.0522
15:05:01.675,0,791,1020.9452
15:05:01.680,2,25858,2058.5778
15:05:01.697,0,799,1004.6215
15:05:01.738,2,25867,2110.7532
15:05:01.738,0,808,1003.2837
15:05:01.749,2,25876,2079.3788
15:05:01.782,0,816,1014.4739
15:05:01.789,2,25886,2062.1643
15:05:01.809,0,824,993.2702
15:05:01.870,2,25895,2127.5022
15:05:01.883,2,25905,2070.8220
15:05:01.883,0,832,1022.0184
15:05:02.052,0,841,1157.9469
15:05:02.054,2,25914,2227.9355
15:05:02.056,0,850,1120.7627
15:05:02.059,2,25924,2181.9379
15:05:02.059,0,858,1093.6894
15:05:02.063,2,25934,2123.9104
15:05:02.072,0,867,1056.5486
15:05:02.073,2,25944,2100.1455
15:05:02.116,0,875,1053.0913
15:05:02.116,2,25954,2117.5677
15:05:02.122,2,25963,2094.8288
15:05:02.369,2,25973,2297.5893
15:05:02.374,2,25983,2270.3991
