wall_time,cam_index,rtp_seq,network_ms
15:35:22.440,0,616,0.0157
15:35:22.449,0,627,0.0430
15:35:22.454,0,635,0.0153
15:35:22.461,0,643,0.0172
15:35:22.483,0,651,0.0177
15:35:22.525,0,659,0.0154
15:35:22.557,0,668,0.0169
15:35:22.601,0,677,0.0156
15:35:22.644,0,685,0.0290
15:35:22.684,0,693,0.0148
15:35:22.730,0,700,0.0152
15:35:22.757,0,708,0.0136
15:35:22.803,0,715,0.0134
15:35:22.843,0,722,0.0142
15:35:22.884,0,729,0.0131
15:35:22.943,0,737,0.0944
15:35:22.960,0,746,0.0125
15:35:23.007,0,755,0.0167
15:35:23.044,0,763,0.0154
15:35:23.090,0,772,0.0152
15:35:23.126,0,780,0.0139
15:35:23.157,0,787,0.0157
15:35:23.202,0,795,0.0138
15:35:23.247,0,802,0.0122
15:35:23.486,0,951,0.3497
15:35:23.502,0,972,0.0134
15:35:23.505,0,981,0.0110
15:35:23.508,0,990,0.0167
15:35:23.511,0,1000,0.0117
15:35:23.525,0,1010,0.0167
15:35:23.580,0,1020,0.0147
15:35:23.601,0,1028,0.1175
15:35:23.645,0,1036,0.0319
15:35:23.722,0,1044,0.0801
15:35:23.726,0,1052,0.0305
15:35:23.800,0,1060,0.2271
15:35:23.804,0,1068,0.0186
15:35:23.886,0,1075,0.0324
15:35:23.888,0,1084,0.0117
15:35:23.935,0,1092,0.0113
15:35:23.967,0,1100,0.0139
15:35:24.025,0,1108,0.0158
15:35:24.039,0,1117,0.0136
15:35:24.084,0,1127,0.0155
15:35:24.151,0,1136,0.0650
15:35:24.166,0,1144,0.0170
15:35:24.207,0,1152,0.0139
15:35:24.242,0,1160,0.0135
15:35:24.490,0,1323,0.0580
15:35:24.507,0,1344,0.0131
15:35:24.526,0,1353,0.0329
15:35:24.530,0,1364,0.0592
15:35:24.534,0,1372,0.0120
15:35:24.540,0,1379,0.0132
15:35:24.600,0,1387,0.0142
15:35:24.605,0,1395,0.0144
15:35:24.666,0,1404,0.0169
15:35:24.685,0,1413,0.0155
15:35:24.727,0,1421,0.0132
15:35:24.758,0,1430,0.0125
15:35:24.807,0,1438,0.0152
15:35:24.846,0,1446,0.0163
15:35:24.920,0,1454,0.0761
15:35:24.923,0,1463,0.0136
15:35:24.993,0,1472,0.3335
15:35:25.004,0,1480,0.0113
15:35:25.046,0,1488,0.0155
15:35:25.078,0,1496,0.0145
15:35:25.123,0,1504,0.0150
15:35:25.195,0,1513,0.0170
15:35:25.206,0,1521,0.0121
15:35:25.251,0,1529,0.0126
15:35:25.510,0,1690,0.0644
15:35:25.528,0,1710,0.0783
15:35:25.532,0,1728,0.0117
15:35:25.622,0,1737,0.1266
15:35:25.625,0,1746,0.0114
15:35:25.628,0,1754,0.0265
15:35:25.631,0,1762,0.0124
15:35:25.639,0,1771,0.0143
15:35:25.702,0,1780,0.0151
15:35:25.725,0,1789,0.0124
15:35:25.773,0,1797,0.0138
15:35:25.820,0,1805,0.0152
15:35:25.843,0,1813,0.0143
15:35:25.905,0,1821,0.0162
15:35:25.927,0,1829,0.0154
15:35:25.997,0,1837,0.0942
15:35:26.010,0,1846,0.0253
15:35:26.050,0,1854,0.0152
15:35:26.109,0,1863,0.4316
15:35:26.120,0,1872,0.0132
15:35:26.193,0,1879,0.0559
15:35:26.206,0,1888,0.0132
15:35:26.252,0,1896,0.0123
15:35:26.409,0,2074,0.1235
15:35:26.427,0,2094,0.0163
15:35:26.475,0,2103,0.0585
15:35:26.478,0,2112,0.0127
15:35:26.490,0,2121,0.0151
15:35:26.522,0,2129,0.0134
15:35:26.591,0,2137,0.0165
15:35:26.605,0,2146,0.0119
15:35:26.680,0,2154,0.1049
15:35:26.684,0,2163,0.0129
15:35:26.733,0,2172,0.0138
15:35:26.765,0,2181,0.0126
15:35:26.817,0,2190,0.0137
15:35:26.884,0,2197,0.0823
15:35:26.887,0,2206,0.0122
15:35:26.924,0,2214,0.0137
15:35:26.967,0,2223,0.0134
15:35:27.033,0,2231,0.0341
15:35:27.047,0,2239,0.0107
15:35:27.092,0,2247,0.0132
15:35:27.123,0,2256,0.0150
15:35:27.168,0,2264,0.0135
15:35:27.222,0,2272,0.0185
15:35:27.247,0,2280,0.0157
15:35:27.547,0,2459,0.0718
15:35:27.565,0,2499,0.0133
15:35:27.568,0,2508,0.0111
15:35:27.571,0,2516,0.0122
15:35:27.581,0,2525,0.0222
15:35:27.612,0,2534,0.0135
15:35:27.642,0,2542,0.0139
15:35:27.710,0,2552,0.0159
15:35:27.726,0,2560,0.0125
15:35:27.784,0,2570,0.0563
15:35:27.799,0,2579,0.0123
15:35:27.869,0,2588,0.0137
15:35:27.885,0,2596,0.0143
15:35:27.945,0,2604,0.0567
15:35:27.969,0,2613,0.0158
15:35:28.009,0,2621,0.0987
15:35:28.045,0,2629,0.0159
15:35:28.085,0,2638,0.0137
15:35:28.195,0,2647,0.0150
15:35:28.198,0,2656,0.0115
15:35:28.207,0,2666,0.0146
15:35:28.271,0,2675,0.0147
15:35:28.401,0,2840,0.0653
15:35:28.417,0,2853,0.0141
15:35:28.420,0,2863,0.0140
15:35:28.423,0,2872,0.0123
15:35:28.466,0,2881,0.0584
15:35:28.479,0,2889,0.0142
15:35:28.525,0,2898,0.0146
15:35:28.598,0,2908,0.0625
15:35:28.606,0,2919,0.0144
15:35:28.648,0,2927,0.0154
15:35:28.707,0,2935,0.0145
15:35:28.724,0,2943,0.0142
15:35:28.796,0,2952,0.1641
15:35:28.807,0,2961,0.0158
15:35:28.854,0,2970,0.0138
15:35:28.880,0,2979,0.0141
15:35:28.929,0,2988,0.0136
15:35:28.969,0,2997,0.0152
15:35:29.009,0,3006,0.0148
15:35:29.068,0,3015,0.2042
15:35:29.084,0,3023,0.0124
15:35:29.130,0,3032,0.0141
15:35:29.198,0,3040,0.0168
15:35:29.206,0,3048,0.4086
15:35:29.254,0,3056,0.0405
15:35:29.574,0,3204,0.1074
15:35:29.621,0,3215,0.0164
15:35:29.624,0,3236,0.0141
15:35:29.627,0,3245,0.0135
15:35:29.630,0,3253,0.0130
15:35:29.633,0,3261,0.0533
15:35:29.636,0,3270,0.0138
15:35:29.642,0,3278,0.0237
15:35:29.648,0,3286,0.0134
15:35:29.690,0,3294,0.0155
15:35:29.750,0,3302,0.0602
15:35:29.766,0,3310,0.0126
15:35:29.813,0,3317,0.0130
15:35:29.887,0,3325,0.0159
15:35:29.911,0,3334,0.0155
15:35:29.954,0,3343,0.0273
15:35:29.972,0,3352,0.0160
15:35:30.053,0,3362,0.0774
15:35:30.067,0,3371,0.0119
15:35:30.088,0,3380,0.0162
15:35:30.128,0,3388,0.0160
15:35:30.174,0,3397,0.0427
15:35:30.205,0,3407,0.0127
15:35:30.257,0,3417,0.0154
15:35:30.398,0,3566,0.0598
15:35:30.413,0,3578,0.0144
15:35:30.416,0,3589,0.0123
15:35:30.419,0,3599,0.0110
15:35:30.446,0,3608,0.0230
15:35:30.533,0,3617,0.0159
15:35:30.540,0,3626,0.0601
15:35:30.562,0,3634,0.0150
15:35:30.605,0,3642,0.0254
15:35:30.649,0,3650,0.0138
15:35:30.741,0,3658,0.2393
15:35:30.744,0,3668,0.0147
15:35:30.767,0,3677,0.0135
15:35:30.810,0,3687,0.0144
15:35:30.872,0,3697,0.1273
15:35:30.879,0,3704,0.0146
15:35:30.932,0,3712,0.0158
15:35:30.968,0,3720,0.0155
15:35:31.008,0,3728,0.0156
