wall_time,cam_index,decoder_ms
15:35:51.540,1,6015.5151
15:35:51.542,0,29101.8221
15:35:51.558,2,20.3436
15:35:51.564,2,6.0398
15:35:51.566,1,6034.7082
15:35:51.570,1,6017.0986
15:35:51.573,2,6.8624
15:35:51.575,0,29126.4903
15:35:51.587,0,29133.0554
15:35:51.598,2,3.9108
15:35:51.600,1,6014.0449
15:35:51.600,0,29139.2637
15:35:51.605,2,6.1820
15:35:51.609,1,6015.8732
15:35:51.609,0,29125.5298
15:35:51.612,2,6.4622
15:35:51.615,0,29090.6336
15:35:51.616,1,6015.0068
15:35:51.622,2,9.0972
15:35:51.625,0,29067.7278
15:35:51.625,1,6020.7050
15:35:51.688,2,3.9159
15:35:51.689,1,6047.7368
15:35:51.692,0,29091.2117
15:35:51.696,2,7.0846
15:35:51.696,1,6023.2879
15:35:51.699,0,29055.3475
15:35:51.723,2,5.6293
15:35:51.723,1,6011.1794
15:35:51.746,0,29061.9086
15:35:51.758,1,5979.3920
15:35:51.763,2,3.5945
15:35:51.772,0,29042.3042
15:35:51.808,1,6002.3623
15:35:51.808,2,4.3936
15:35:51.816,0,29059.2000
15:35:51.832,1,5991.9702
15:35:51.839,2,4.5201
15:35:51.870,0,29066.7071
15:35:51.876,1,6003.1225
15:35:51.881,2,5.2919
15:35:51.897,0,29054.4509
15:35:51.949,0,29064.5702
15:35:51.949,2,3.3955
15:35:51.952,1,6037.7028
15:35:51.955,2,5.1765
15:35:51.962,1,6007.6926
15:35:51.971,0,29028.2679
15:35:52.026,0,29066.7784
15:35:52.029,1,6022.4913
15:35:52.029,2,4.6084
15:35:52.034,1,6000.6583
15:35:52.038,2,3.8391
15:35:52.060,0,29052.6590
15:35:52.091,2,3.3731
15:35:52.091,1,6016.9748
15:35:52.098,0,29054.5179
15:35:52.112,2,3.4272
15:35:52.117,1,5980.3615
15:35:52.158,0,29068.1949
15:35:52.158,1,6015.3503
15:35:52.165,2,6.0184
15:35:52.175,0,29049.1582
15:35:52.198,2,3.3364
15:35:52.198,1,5987.0639
15:35:52.230,0,29072.9138
15:35:52.236,1,5923.7425
15:35:52.239,2,3.2399
15:35:52.258,0,29055.4338
15:35:52.302,1,5985.1478
15:35:52.302,2,3.4473
15:35:52.312,2,3.2972
15:35:52.318,1,5996.5837
15:35:52.401,1,5971.8659
15:35:52.440,2,3.5195
15:35:52.451,2,4.2246
15:35:52.451,1,5994.3505
15:35:52.458,1,5994.8701
15:35:52.458,2,6.9293
15:35:52.462,0,29214.7065
15:35:52.465,0,28978.9320
15:35:52.470,0,28968.0012
15:35:52.472,2,3.6359
15:35:52.475,0,28970.3687
15:35:52.498,1,5978.8583
15:35:52.500,0,28992.6012
15:35:52.517,2,3.1708
15:35:52.520,1,5997.2249
15:35:52.568,0,29056.9285
