wall_time,cam,rtp_seq,pipeline_ms,dropped_nals
10:30:49.735,0,28958,1.609,0
10:30:49.766,0,29049,1.563,0
10:30:49.789,2,31428,1.590,0
10:30:49.796,1,12364,2.133,0
10:30:49.811,2,31441,0.374,0
10:30:49.819,0,29060,32.810,0
10:30:49.828,0,29072,0.251,0
10:30:49.852,2,31453,0.533,0
10:30:49.854,1,12385,1.561,1
10:30:49.869,0,29081,0.188,0
10:30:49.885,2,31465,0.318,0
10:30:49.895,1,12401,0.417,0
10:30:49.901,0,29090,0.183,0
10:30:49.927,1,12414,0.724,0
10:30:49.928,2,31477,0.542,0
10:30:49.945,0,29100,0.212,0
10:30:49.968,2,31489,0.593,0
10:30:49.971,1,12427,0.556,0
10:30:49.987,0,29109,0.163,0
10:30:50.010,2,31501,0.553,0
10:30:50.014,1,12439,0.534,0
10:30:50.028,0,29119,0.163,0
10:30:50.041,2,31511,0.427,0
10:30:50.055,1,12453,0.506,0
10:30:50.069,0,29128,0.172,0
10:30:50.083,2,31525,0.311,0
10:30:50.097,1,12466,0.536,0
10:30:50.101,0,29139,0.282,0
10:30:50.129,2,31538,0.399,0
10:30:50.130,1,12477,0.373,0
10:30:50.145,0,29149,0.159,0
10:30:50.169,2,31548,0.370,0
10:30:50.171,1,12489,0.290,0
10:30:50.187,0,29158,0.358,0
10:30:50.211,2,31561,0.446,0
10:30:50.212,1,12501,0.189,0
10:30:50.229,0,29168,0.275,0
10:30:50.242,2,31571,0.405,0
10:30:50.254,1,12514,0.276,0
10:30:50.261,0,29179,0.244,0
10:30:50.285,1,12525,0.258,0
10:30:50.288,2,31583,0.449,0
10:30:50.305,0,29189,0.282,0
10:30:50.329,2,31594,0.249,0
10:30:50.332,1,12537,0.307,0
10:30:50.347,0,29199,0.253,0
10:30:50.371,2,31606,0.275,0
10:30:50.372,1,12550,0.247,0
10:30:50.389,0,29210,0.273,0
10:30:50.403,2,31619,0.280,0
10:30:50.415,1,12564,0.350,0
10:30:50.421,0,29220,0.116,0
10:30:50.445,1,12577,0.251,0
10:30:50.448,2,31631,0.415,0
10:30:50.465,0,29229,0.125,0
10:30:50.489,2,31643,0.421,0
10:30:50.491,1,12591,0.259,0
10:30:50.507,0,29238,0.211,0
10:30:50.531,2,31655,0.356,0
10:30:50.532,1,12604,0.164,0
10:30:50.548,0,29248,0.165,0
10:30:50.562,2,31666,0.327,0
10:30:50.574,1,12616,0.160,0
10:30:50.589,0,29257,0.272,0
10:30:50.606,1,12628,0.252,0
10:30:50.608,2,31678,0.419,0
10:30:50.621,0,29267,0.219,0
10:30:50.649,2,31691,0.318,0
10:30:50.651,1,12639,0.219,0
10:30:50.663,0,29277,0.242,0
10:30:50.691,2,31702,0.698,0
10:30:50.692,1,12652,0.341,0
10:30:50.707,0,29287,0.240,0
10:30:50.723,2,31715,0.753,0
10:30:50.734,1,12665,0.258,0
10:30:50.765,1,12678,0.321,0
10:30:50.768,0,29390,1.055,0
10:30:50.769,2,31725,0.643,0
10:30:50.788,0,29402,0.457,0
10:30:50.809,2,31736,0.517,0
10:30:50.811,1,12692,0.174,0
10:30:50.829,0,29414,0.529,0
