wall_time,cam_index,rtp_seq,network_ms
12:05:31.924,1,6175,0.0221
12:05:31.936,2,3430,0.0390
12:05:31.968,2,3443,0.0516
12:05:31.968,1,6187,0.0396
12:05:31.973,1,6199,0.0155
12:05:31.975,2,3456,0.0327
12:05:31.977,1,6212,0.0154
12:05:31.980,2,3468,0.0212
12:05:31.993,0,10365,0.0192
12:05:32.003,0,10375,0.0289
12:05:32.010,0,10386,0.0349
12:05:32.016,1,6226,0.0600
12:05:32.016,2,3480,0.0515
12:05:32.033,0,10396,0.0357
12:05:32.040,2,3491,0.0157
12:05:32.065,1,6238,0.0186
12:05:32.078,0,10406,0.0369
12:05:32.081,1,6251,0.0193
12:05:32.086,2,3503,0.0414
12:05:32.129,1,6262,0.0598
12:05:32.129,0,10416,0.0500
12:05:32.132,2,3516,0.0357
12:05:32.162,0,10427,0.0383
12:05:32.182,2,3528,0.0757
12:05:32.182,1,6275,0.0482
12:05:32.207,0,10437,0.0549
12:05:32.207,2,3540,0.0169
12:05:32.210,1,6286,0.0318
12:05:32.241,0,10447,0.0452
12:05:32.241,1,6298,0.0237
12:05:32.245,2,3554,0.0396
12:05:32.312,0,10457,0.0468
12:05:32.312,1,6311,0.0869
12:05:32.312,2,3566,0.0480
12:05:32.327,0,10466,0.0744
12:05:32.328,1,6323,0.0391
12:05:32.331,2,3577,0.0181
12:05:32.373,0,10478,0.0430
12:05:32.374,1,6334,0.0646
12:05:32.374,2,3591,0.0658
12:05:32.399,0,10489,0.0411
12:05:32.400,1,6346,0.0423
12:05:32.424,2,3603,0.0454
12:05:32.444,0,10499,0.0347
12:05:32.448,1,6358,0.0179
12:05:32.451,2,3615,0.0377
12:05:32.481,0,10509,0.0338
12:05:32.488,1,6371,0.0158
12:05:32.493,2,3627,0.0328
12:05:32.550,2,3641,0.0674
12:05:32.550,0,10520,0.0333
12:05:32.550,1,6383,0.0177
12:05:32.556,0,10529,0.0334
12:05:32.559,1,6395,0.0168
12:05:32.569,2,3652,0.0422
12:05:32.601,0,10540,0.0274
12:05:32.607,1,6407,0.0162
12:05:32.611,2,3665,0.0393
12:05:32.665,0,10549,0.0848
12:05:32.665,1,6419,0.4003
12:05:32.665,2,3676,0.0793
12:05:32.683,2,3688,0.0365
