wall_time,cam,rtp_seq,pipeline_ms,dropped_nals
11:13:31.926,1,3337,2.440,0
11:13:31.940,1,3413,1.346,0
11:13:31.970,1,3425,0.174,0
11:13:31.975,2,4410,4.302,0
11:13:31.976,2,4421,0.405,0
11:13:31.977,0,20977,2.010,0
11:13:31.978,0,20985,0.170,0
11:13:32.001,1,3435,0.252,0
11:13:32.007,2,4429,0.416,0
11:13:32.011,0,20991,0.142,0
11:13:32.042,1,3445,0.371,0
11:13:32.042,0,20997,0.440,0
11:13:32.048,2,4437,0.286,0
11:13:32.081,2,4445,0.783,0
11:13:32.083,1,3455,0.178,0
11:13:32.087,0,21002,0.442,0
11:13:32.124,1,3466,0.182,0
11:13:32.125,2,4454,0.435,0
11:13:32.128,0,21007,0.204,0
11:13:32.155,1,3477,0.263,0
11:13:32.166,2,4463,0.648,0
11:13:32.169,0,21012,0.088,0
11:13:32.200,1,3486,0.309,0
11:13:32.208,2,4472,0.390,0
11:13:32.212,0,21017,0.091,0
11:13:32.240,2,4481,0.362,0
11:13:32.241,1,3495,0.376,0
11:13:32.243,0,21021,0.077,0
11:13:32.283,1,3504,0.309,0
11:13:32.285,2,4490,0.255,0
11:13:32.288,0,21026,0.447,0
11:13:32.314,1,3511,0.144,0
11:13:32.326,2,4499,0.183,0
11:13:32.328,0,21031,0.330,0
11:13:32.355,1,3518,0.101,0
11:13:32.367,2,4506,0.343,0
11:13:32.370,0,21035,0.186,0
11:13:32.400,1,3524,0.234,0
11:13:32.409,2,4513,0.325,0
11:13:32.412,0,21040,0.191,0
11:13:32.441,2,4521,0.320,0
11:13:32.441,1,3529,0.168,0
11:13:32.443,0,21044,0.163,0
11:13:32.482,1,3534,0.180,0
11:13:32.486,2,4530,0.237,0
11:13:32.488,0,21051,0.249,0
11:13:32.514,1,3539,0.165,0
11:13:32.526,2,4538,0.373,0
11:13:32.530,0,21056,0.215,0
11:13:32.556,1,3544,0.190,0
11:13:32.561,0,21062,0.195,0
11:13:32.568,2,4547,0.280,0
11:13:32.600,1,3549,0.179,0
11:13:32.600,2,4555,0.328,0
11:13:32.603,0,21068,0.195,0
11:13:32.640,1,3554,0.201,0
11:13:32.645,2,4563,0.291,0
11:13:32.648,0,21074,0.277,0
11:13:32.682,1,3559,0.098,0
11:13:32.686,2,4573,0.447,0
11:13:32.688,0,21080,0.224,0
11:13:32.714,1,3564,0.088,0
11:13:32.728,2,4582,0.337,0
11:13:32.730,0,21086,0.188,0
11:13:32.756,1,3569,0.189,0
11:13:32.760,2,4589,0.276,0
