wall_time,cam,rtp_seq,pipeline_ms
12:52:03.657,0,22691,202.961
12:52:03.686,1,15615,73.524
12:52:03.688,2,19550,42.915
12:52:03.688,0,22700,192.391
12:52:03.719,2,19563,31.828
12:52:03.731,1,15627,76.587
12:52:03.732,0,22710,204.273
12:52:03.764,2,19575,44.883
12:52:03.773,1,15640,87.747
12:52:03.775,0,22719,202.377
12:52:03.806,2,19587,42.858
12:52:03.815,1,15653,84.687
12:52:03.835,0,22818,221.224
12:52:03.846,1,15666,73.223
12:52:03.848,2,19599,42.321
12:52:03.879,2,19612,32.020
12:52:03.891,1,15678,76.996
12:52:03.925,2,19624,45.824
12:52:03.932,1,15691,86.656
12:52:03.965,2,19637,41.083
12:52:03.975,1,15704,83.507
12:52:03.982,0,22863,324.974
12:52:04.006,1,15717,73.968
12:52:04.008,2,19650,43.504
12:52:04.013,0,22874,325.731
12:52:04.039,2,19663,30.743
12:52:04.052,1,15731,77.608
12:52:04.055,0,22885,323.077
12:52:04.083,2,19674,44.252
12:52:04.093,1,15745,87.361
12:52:04.097,0,22895,322.605
12:52:04.125,2,19688,42.597
12:52:04.129,0,22906,295.363
12:52:04.135,1,15759,82.689
12:52:04.166,2,19701,41.124
12:52:04.167,1,15773,73.559
12:52:04.173,0,22916,319.669
12:52:04.208,2,19713,42.353
12:52:04.211,1,15787,77.078
12:52:04.215,0,22926,320.024
12:52:04.239,2,19725,31.158
12:52:04.253,1,15800,86.532
12:52:04.257,0,22938,320.244
12:52:04.283,2,19738,44.721
12:52:04.289,0,22949,320.868
12:52:04.294,1,15811,83.301
12:52:04.326,2,19750,42.446
12:52:04.326,1,15824,73.460
12:52:04.333,0,22960,320.159
12:52:04.367,2,19762,42.522
12:52:04.371,1,15837,76.713
12:52:04.375,0,22971,320.493
12:52:04.399,2,19776,32.172
12:52:04.413,1,15849,87.209
12:52:04.417,0,22982,320.569
12:52:04.445,2,19790,45.717
12:52:04.449,0,22994,320.824
12:52:04.455,1,15863,84.421
12:52:04.486,2,19804,41.275
12:52:04.486,1,15878,73.754
12:52:04.494,0,23004,320.955
