wall_time,cam,rtp_seq,pipeline_ms,dropped_nals
11:15:02.825,2,30929,2.129,0
11:15:02.828,0,6463,1.727,0
11:15:02.857,2,31023,1.433,0
11:15:02.859,0,6555,1.639,0
11:15:02.879,2,31032,0.685,0
11:15:02.882,0,6562,0.462,0
11:15:02.891,1,877,2.156,0
11:15:02.915,1,890,0.393,0
11:15:02.920,2,31046,0.352,0
11:15:02.923,0,6573,0.572,0
11:15:02.956,1,903,0.476,0
11:15:02.961,2,31058,0.254,0
11:15:02.963,0,6584,0.590,0
11:15:02.994,2,31071,0.509,0
11:15:02.998,1,916,1.029,0
11:15:03.004,0,6595,0.459,0
11:15:03.035,0,6605,0.444,0
11:15:03.039,2,31085,0.460,0
11:15:03.039,1,928,0.540,0
11:15:03.073,1,940,0.689,0
11:15:03.079,0,6615,0.544,0
11:15:03.080,2,31096,0.522,0
11:15:03.113,1,952,0.484,0
11:15:03.121,2,31107,0.172,0
11:15:03.121,0,6625,0.826,0
11:15:03.154,2,31120,0.628,0
11:15:03.155,1,965,0.544,0
11:15:03.163,0,6635,0.568,0
11:15:03.195,0,6645,0.499,0
11:15:03.196,1,976,0.553,0
11:15:03.199,2,31133,0.323,0
11:15:03.228,1,989,0.490,0
11:15:03.240,2,31144,0.197,0
11:15:03.240,0,6655,1.334,0
11:15:03.273,1,1000,0.452,0
11:15:03.282,2,31156,0.364,0
11:15:03.282,0,6665,1.097,0
11:15:03.313,2,31167,0.444,0
11:15:03.315,1,1012,0.387,0
11:15:03.323,0,6676,0.618,0
11:15:03.354,0,6686,0.145,0
11:15:03.357,1,1027,0.418,0
11:15:03.358,2,31179,0.242,0
11:15:03.388,1,1039,0.246,0
11:15:03.399,0,6694,0.425,0
11:15:03.399,2,31190,0.349,0
11:15:03.432,1,1049,0.264,0
11:15:03.441,0,6703,0.427,0
11:15:03.441,2,31203,0.167,0
11:15:03.472,2,31215,0.193,0
11:15:03.474,1,1060,0.252,0
11:15:03.483,0,6713,0.306,0
11:15:03.514,0,6721,0.207,0
11:15:03.517,1,1072,0.390,0
11:15:03.518,2,31228,0.270,0
11:15:03.548,1,1084,0.513,0
11:15:03.559,0,6731,0.446,0
11:15:03.559,2,31239,0.680,0
11:15:03.593,1,1096,0.326,0
11:15:03.601,2,31250,0.846,0
11:15:03.601,0,6741,0.618,0
11:15:03.633,2,31262,0.335,0
11:15:03.635,1,1109,0.398,0
11:15:03.643,0,6750,0.336,0
11:15:03.675,0,6759,0.188,0
11:15:03.676,1,1121,0.545,0
11:15:03.678,2,31275,0.464,0
11:15:03.709,1,1134,0.552,0
11:15:03.719,2,31285,0.197,0
11:15:03.720,0,6770,0.309,0
11:15:03.753,1,1145,0.254,0
11:15:03.761,0,6780,0.351,0
11:15:03.761,2,31298,0.372,0
11:15:03.793,2,31308,0.238,0
11:15:03.796,1,1157,1.278,0
11:15:03.803,0,6789,0.273,0
11:15:03.836,1,1170,0.253,0
11:15:03.839,2,31321,0.367,0
11:15:03.867,0,6894,1.144,0
11:15:03.868,1,1182,0.396,0
11:15:03.881,2,31332,0.159,0
11:15:03.890,0,6902,0.535,0
11:15:03.913,1,1194,0.358,0
11:15:03.922,2,31344,0.162,0
11:15:03.924,0,6916,0.310,0
11:15:03.953,2,31355,0.421,0
11:15:03.955,1,1207,0.510,0
11:15:03.955,0,6927,0.388,0
11:15:03.996,1,1219,0.380,0
11:15:03.998,2,31368,0.198,0
11:15:04.000,0,6938,0.332,0
11:15:04.029,1,1232,0.366,0
11:15:04.039,2,31380,0.188,0
11:15:04.041,0,6949,0.267,0
11:15:04.073,1,1245,0.499,0
11:15:04.081,2,31394,0.189,0
11:15:04.083,0,6959,0.284,0
11:15:04.113,2,31405,0.174,0
11:15:04.116,0,6970,0.315,0
11:15:04.116,1,1257,0.392,0
11:15:04.157,1,1270,0.397,0
11:15:04.157,2,31415,0.240,0
11:15:04.160,0,6980,0.601,0
11:15:04.189,1,1282,0.324,0
11:15:04.199,2,31427,0.153,0
11:15:04.201,0,6991,0.323,0
11:15:04.233,1,1294,0.381,0
11:15:04.241,2,31438,0.134,0
11:15:04.243,0,7001,0.313,0
11:15:04.273,2,31449,0.233,0
11:15:04.276,1,1306,0.524,0
11:15:04.276,0,7012,0.564,0
11:15:04.317,1,1317,0.643,0
11:15:04.318,2,31460,0.150,0
11:15:04.321,0,7023,0.517,0
11:15:04.349,1,1330,0.481,0
11:15:04.359,2,31472,0.177,0
11:15:04.361,0,7032,0.305,0
11:15:04.394,1,1343,0.407,0
11:15:04.401,2,31483,0.252,0
11:15:04.403,0,7042,0.370,0
11:15:04.433,2,31494,0.242,0
11:15:04.435,1,1355,0.475,0
11:15:04.436,0,7054,0.436,0
11:15:04.477,1,1367,0.312,0
11:15:04.479,2,31508,0.560,0
11:15:04.480,0,7063,0.377,0
11:15:04.509,1,1379,0.290,0
11:15:04.521,2,31521,0.473,0
11:15:04.521,0,7073,0.475,0
11:15:04.555,1,1391,0.364,0
11:15:04.561,2,31533,0.225,0
11:15:04.563,0,7082,0.462,0
11:15:04.594,2,31544,0.737,0
11:15:04.595,0,7092,0.284,0
11:15:04.595,1,1403,0.373,0
11:15:04.636,1,1415,0.150,0
11:15:04.639,2,31556,0.336,0
11:15:04.640,0,7104,0.354,0
11:15:04.669,1,1426,0.147,0
11:15:04.680,2,31567,0.329,0
11:15:04.682,0,7114,0.515,0
11:15:04.713,1,1440,0.196,0
11:15:04.722,2,31579,0.195,0
11:15:04.723,0,7124,0.189,0
11:15:04.754,2,31591,0.227,0
11:15:04.755,0,7134,0.307,0
11:15:04.755,1,1452,0.141,0
11:15:04.797,1,1464,0.415,0
11:15:04.799,2,31602,0.319,0
11:15:04.801,0,7144,0.302,0
11:15:04.829,1,1476,0.176,0
11:15:04.875,0,7261,1.266,0
11:15:04.881,2,31719,0.963,0
11:15:04.890,0,7268,10.171,0
11:15:04.902,1,1587,0.873,0
11:15:04.915,2,31732,32.480,0
11:15:04.922,0,7281,0.420,0
11:15:04.924,2,31744,0.584,0
11:15:04.956,2,31757,0.317,0
11:15:04.964,0,7293,0.718,0
11:15:04.996,0,7304,0.618,0
11:15:05.000,2,31772,0.419,0
11:15:05.012,1,1627,16.657,2
11:15:05.036,1,1639,0.348,0
11:15:05.040,0,7315,0.517,0
11:15:05.041,2,31785,0.311,0
11:15:05.077,1,1652,0.359,0
11:15:05.082,0,7325,0.435,0
11:15:05.082,2,31797,0.328,0
11:15:05.109,1,1665,0.407,0
11:15:05.114,2,31809,0.367,0
11:15:05.124,0,7336,0.565,0
11:15:05.154,1,1679,0.468,0
11:15:05.155,0,7346,0.330,0
11:15:05.160,2,31822,0.452,0
11:15:05.195,1,1691,0.269,0
11:15:05.200,0,7357,0.614,0
11:15:05.201,2,31835,0.303,0
11:15:05.237,1,1704,0.354,0
11:15:05.242,2,31846,0.261,0
11:15:05.242,0,7368,0.743,0
11:15:05.269,1,1715,0.174,0
11:15:05.274,2,31859,0.270,0
11:15:05.284,0,7377,0.737,0
11:15:05.313,1,1726,0.254,0
11:15:05.316,0,7387,0.662,0
11:15:05.319,2,31871,0.198,0
11:15:05.355,1,1740,0.250,0
