wall_time,cam,rtp_seq,rtsp_unwrap_ms,depay_ms,pay_ms,udpsink_ms,total_sender_ms
16:39:33.029,0,26276,0.008,0.146,0.137,0.102,0.494
16:39:33.035,2,16629,0.021,0.118,0.076,0.064,0.332
16:39:33.098,1,6272,0.007,0.060,0.072,0.064,0.384
16:39:34.069,0,26607,0.007,0.078,0.092,0.085,0.422
16:39:35.072,2,17298,0.009,0.157,0.065,0.026,0.308
16:39:35.073,0,26922,0.007,0.108,0.029,0.027,0.212
16:39:35.097,1,6939,0.007,0.087,0.028,0.021,0.210
16:39:36.078,0,27279,0.007,0.150,0.058,0.036,0.290
16:39:37.073,0,27647,0.008,0.104,0.066,0.039,0.253
16:39:37.089,2,18007,0.008,24.642,0.140,0.025,24.876
16:39:37.093,1,7603,0.008,0.035,0.037,0.035,0.155
16:39:38.090,0,28008,0.007,29.580,0.063,0.108,29.918
16:39:39.089,0,28384,0.008,0.148,0.311,0.077,0.721
16:39:39.094,2,18742,0.036,0.128,0.070,0.107,0.471
16:39:39.104,1,8323,0.011,16.764,0.045,0.060,16.918
16:39:40.084,0,28759,0.009,0.154,0.063,0.129,0.427
16:39:41.081,0,29129,0.009,0.155,0.075,0.055,0.443
16:39:41.095,2,19485,0.010,0.145,0.026,0.036,0.265
16:39:41.101,1,9045,0.008,0.049,0.041,0.036,0.178
16:39:42.093,0,29499,0.018,0.202,0.053,0.062,0.389
16:39:43.091,0,29872,0.007,0.155,0.086,0.029,0.318
16:39:43.095,2,20221,0.007,0.169,0.068,0.029,0.298
16:39:43.110,1,9783,0.006,0.080,0.018,0.028,0.168
16:39:44.089,0,30248,0.008,0.208,0.054,0.027,0.342
16:39:45.094,2,20974,0.011,0.244,0.108,0.205,0.625
16:39:45.095,0,30621,0.530,0.469,0.123,0.045,1.341
16:39:45.104,1,10520,0.007,0.046,0.022,0.019,0.116
16:39:46.092,0,30993,0.007,0.175,0.017,0.086,0.334
16:39:47.060,2,21721,0.007,0.027,0.047,0.043,0.179
16:39:47.075,0,31361,0.007,0.137,0.030,0.042,0.246
16:39:47.090,1,11267,0.007,0.020,0.033,0.038,0.141
16:39:48.077,0,31725,0.007,0.079,0.057,0.033,0.221
16:39:49.055,0,32104,0.010,0.040,0.045,0.025,0.184
16:39:49.064,2,22399,0.007,0.032,0.040,0.048,0.193
16:39:49.094,1,12005,0.033,0.094,0.028,0.055,0.242
16:39:50.088,0,32425,0.009,0.146,0.037,0.069,0.326
16:39:51.078,2,23111,0.009,0.098,0.027,0.047,0.204
16:39:51.084,0,32813,0.007,0.083,0.048,0.032,0.205
16:39:51.107,1,12761,0.007,0.036,0.038,0.020,0.133
16:39:52.071,0,33218,0.007,0.080,0.033,0.029,0.189
16:39:53.075,2,23870,0.008,0.074,0.061,0.030,0.222
16:39:53.087,0,33561,0.008,0.119,0.033,0.037,0.235
16:39:53.111,1,13521,0.007,0.048,0.035,0.020,0.171
16:39:54.098,0,33953,0.007,0.144,0.055,0.019,0.267
