wall_time,cam_index,sample_frame,brisque_score
11:32:55.992,0,5,15.9006
11:32:56.041,1,5,12.6144
11:32:56.044,2,5,20.2165
11:32:56.318,0,10,14.5471
11:32:56.432,1,10,13.1306
11:32:56.438,2,10,21.1584
11:32:56.587,0,15,14.0837
11:32:56.800,1,15,12.3127
11:32:56.810,2,15,20.2966
11:32:56.896,0,20,13.4587
11:32:57.086,1,20,11.9767
11:32:57.093,2,20,19.2858
11:32:57.175,0,25,12.3361
11:32:57.464,1,25,10.7365
11:32:57.468,2,25,18.6349
11:32:57.521,0,30,13.6525
11:32:57.774,1,30,10.4523
11:32:57.859,2,30,22.2409
11:32:57.867,0,35,15.0578
11:32:58.037,1,35,10.0832
11:32:58.194,0,40,13.5285
11:32:58.205,2,35,20.0661
11:32:58.315,1,40,12.0212
11:32:58.548,0,45,14.1843
11:32:58.570,2,40,20.7209
11:32:58.645,1,45,12.5031
11:32:58.897,2,45,22.7453
11:32:58.905,0,50,14.2160
11:32:58.958,1,50,10.6730
11:32:59.277,0,55,15.5495
11:32:59.277,2,50,22.7267
11:32:59.322,1,55,11.2057
11:32:59.664,0,60,16.4421
11:32:59.664,2,55,23.9675
11:32:59.682,1,60,13.2932
11:33:00.090,0,65,16.0934
11:33:00.090,1,65,11.7380
11:33:00.091,2,60,26.3210
11:33:00.495,1,70,11.5319
11:33:00.499,0,70,13.6262
11:33:00.510,2,65,19.1496
11:33:00.883,1,75,10.9406
11:33:00.892,0,75,14.6667
11:33:00.896,2,70,19.8425
11:33:01.318,2,75,19.7834
11:33:01.319,0,80,17.9059
11:33:01.328,1,80,10.8303
11:33:01.700,0,85,19.4597
11:33:01.707,2,80,23.5363
11:33:01.720,1,85,13.8439
11:33:02.054,2,85,25.5036
11:33:02.083,0,90,17.7702
11:33:02.109,1,90,13.4733
11:33:02.466,2,90,22.4616
11:33:02.470,0,95,15.9182
11:33:02.493,1,95,15.1828
11:33:02.875,2,95,20.7438
11:33:02.879,0,100,13.6174
11:33:02.890,1,100,15.2414
11:33:03.253,0,105,13.8669
11:33:03.253,2,100,17.5685
11:33:03.264,1,105,12.6188
11:33:03.683,2,105,18.4431
11:33:03.688,1,110,11.3439
11:33:03.688,0,110,13.1672
11:33:04.108,1,115,10.8688
11:33:04.118,2,110,16.7404
11:33:04.125,0,115,11.5446
11:33:04.494,0,120,11.7414
11:33:04.528,1,120,9.6633
11:33:04.528,2,115,17.4059
11:33:04.921,1,125,10.1115
11:33:04.922,0,125,12.3244
11:33:04.939,2,120,19.1599
11:33:05.302,0,130,12.7307
11:33:05.318,1,130,12.5324
11:33:05.327,2,125,19.8932
11:33:05.711,0,135,16.0300
11:33:05.725,1,135,18.5070
11:33:05.728,2,130,19.9147
11:33:06.088,0,140,13.3576
11:33:06.112,1,140,11.9699
11:33:06.119,2,135,19.0773
11:33:06.503,0,145,11.7932
11:33:06.523,1,145,11.4289
11:33:06.531,2,140,17.7155
