wall_time,cam_index,sample_frame,brisque_score
10:54:41.562,2,5,27.3679
10:54:41.565,1,5,29.1301
10:54:41.576,0,5,29.0764
10:54:41.945,1,10,23.2927
10:54:41.945,0,10,16.4494
10:54:41.963,2,10,28.5891
10:54:42.318,0,15,18.3298
10:54:42.327,1,15,24.9592
10:54:42.329,2,15,22.3542
10:54:42.993,0,20,16.7648
10:54:43.005,1,20,21.9162
10:54:43.018,2,20,28.6867
10:54:43.417,2,25,33.4387
10:54:43.478,1,25,27.9396
10:54:43.480,0,25,29.0270
10:54:43.624,2,30,23.5651
10:54:43.773,0,30,24.9142
10:54:43.796,1,30,33.2736
10:54:44.118,2,35,23.6374
10:54:44.152,1,35,36.7619
10:54:44.152,0,35,30.4396
10:54:44.628,0,40,33.1276
10:54:44.649,2,40,29.8156
10:54:44.649,1,40,36.5012
10:54:44.945,1,45,28.5163
10:54:45.048,0,45,22.3610
10:54:45.056,2,45,24.3273
10:54:45.235,1,50,22.1867
10:54:45.450,2,50,28.3849
10:54:45.462,0,50,28.5578
10:54:45.519,1,55,32.0134
10:54:45.842,0,55,31.4660
10:54:45.861,2,55,29.9543
10:54:45.878,1,60,29.2868
10:54:46.160,0,60,33.3410
10:54:46.265,1,65,33.0461
10:54:46.265,2,60,37.7971
10:54:46.427,0,65,30.6330
10:54:46.651,2,65,34.7346
10:54:46.680,1,70,36.7629
10:54:46.736,0,70,31.2629
10:54:47.018,2,70,28.9142
10:54:47.048,1,75,31.8713
10:54:47.099,0,75,29.6452
10:54:47.292,2,75,30.5876
10:54:47.337,1,80,33.6755
10:54:47.395,0,80,23.3395
10:54:47.574,2,80,31.8171
10:54:47.673,1,85,39.6760
10:54:47.724,0,85,29.8664
10:54:47.831,2,85,31.5261
10:54:47.979,1,90,35.4079
10:54:48.069,0,90,31.0915
10:54:48.157,2,90,39.7463
10:54:48.276,1,95,39.8068
10:54:48.409,0,95,33.0822
10:54:48.519,2,95,33.7482
10:54:48.588,1,100,38.7433
10:54:48.710,0,100,30.8464
10:54:48.859,2,100,30.9719
10:54:48.949,1,105,36.7160
10:54:49.014,0,105,29.8498
10:54:49.218,2,105,30.6100
10:54:49.315,1,110,34.9465
10:54:49.326,0,110,28.3644
10:54:49.700,1,115,36.8117
10:54:49.714,2,110,32.4211
10:54:49.729,0,115,30.4064
10:54:50.124,2,115,30.3937
10:54:50.124,0,120,21.3732
10:54:50.138,1,120,27.1511
10:54:50.526,0,125,26.6974
10:54:50.559,2,120,36.2331
10:54:50.559,1,125,28.3478
10:54:50.973,0,130,28.8220
10:54:50.973,1,130,33.6110
10:54:50.983,2,125,30.9421
10:54:51.409,0,135,29.1159
10:54:51.420,2,130,40.6906
10:54:51.420,1,135,29.1506
10:54:51.839,0,140,32.5812
10:54:51.848,1,140,31.9875
10:54:51.849,2,135,31.5651
10:54:52.180,1,145,36.8874
10:54:52.196,0,145,33.9753
10:54:52.199,2,140,36.5993
10:54:52.624,1,150,36.2082
10:54:52.625,0,150,30.0710
10:54:52.627,2,145,37.6769
10:54:53.007,0,155,34.2497
10:54:53.036,1,155,43.4968
10:54:53.039,2,150,32.4265
10:54:53.423,1,160,46.6154
10:54:53.423,0,160,36.8874
10:54:53.435,2,155,34.4973
10:54:53.807,0,165,37.8254
10:54:53.825,1,165,41.4929
10:54:53.876,2,160,41.0554
10:54:54.213,0,170,32.2512
10:54:54.232,1,170,44.1379
10:54:54.251,2,165,36.3185
10:54:54.517,0,175,35.7995
10:54:54.618,2,170,33.7502
10:54:54.618,1,175,45.0104
10:54:54.768,0,180,31.7971
10:54:54.991,1,180,40.6657
10:54:55.095,2,175,38.1496
10:54:55.102,0,185,35.6642
10:54:55.265,1,185,39.5949
10:54:55.399,2,180,33.4880
10:54:55.428,0,190,32.0871
10:54:55.722,1,190,45.1721
10:54:55.750,2,185,36.2311
10:54:55.768,0,195,39.0085
10:54:56.048,1,195,42.3254
10:54:56.144,2,190,33.0275
10:54:56.144,0,200,32.6389
10:54:56.309,1,200,42.7687
10:54:56.472,2,195,34.3630
10:54:56.473,0,205,33.1916
10:54:56.591,1,205,41.9767
10:54:56.806,2,200,37.8835
10:54:56.879,0,210,38.5851
10:54:56.951,1,210,47.9528
10:54:57.102,2,205,33.3234
10:54:57.187,0,215,31.8742
10:54:57.262,1,215,38.2121
10:54:57.667,0,220,40.0231
10:54:57.667,2,210,36.0383
10:54:57.667,1,220,41.9103
10:54:58.156,0,225,36.4118
10:54:58.159,2,215,35.7424
10:54:58.173,1,225,45.9973
10:54:58.505,1,230,41.3469
10:54:58.506,2,220,31.8791
10:54:58.506,0,230,31.5324
10:54:58.894,1,235,44.2741
10:54:58.894,2,225,33.7062
10:54:58.904,0,235,36.9631
10:54:59.267,2,230,37.0563
10:54:59.277,0,240,36.7917
10:54:59.354,1,240,49.2106
10:54:59.716,0,245,41.9201
10:54:59.718,1,245,47.5598
10:54:59.719,2,235,37.8664
10:55:00.083,2,240,44.9870
10:55:00.090,1,250,45.8015
10:55:00.090,0,250,44.7004
10:55:00.461,2,245,37.4470
10:55:00.507,0,255,46.6672
10:55:00.507,1,255,45.0329
10:55:00.756,2,250,45.4919
10:55:00.877,1,260,38.7380
10:55:00.877,0,260,42.7219
10:55:01.038,2,255,37.3268
10:55:01.242,0,265,36.4675
10:55:01.251,1,265,40.6203
10:55:01.333,2,260,28.8557
10:55:01.604,0,270,37.6794
10:55:01.614,1,270,30.1994
10:55:01.663,2,265,36.4738
10:55:01.996,0,275,35.0939
10:55:02.054,1,275,34.7385
10:55:02.067,2,270,28.7990
10:55:02.338,0,280,35.9562
10:55:02.363,1,280,41.5300
10:55:02.411,2,275,33.4372
10:55:02.762,0,285,31.3181
10:55:02.777,1,285,37.0773
10:55:02.784,2,280,39.8190
10:55:03.088,0,290,33.8898
10:55:03.193,1,290,38.7717
10:55:03.193,2,285,34.0729
10:55:03.514,2,290,35.2370
10:55:03.523,0,295,36.9455
10:55:03.584,1,295,43.4186
10:55:03.928,2,295,32.2585
10:55:03.938,0,300,30.5676
10:55:03.964,1,300,40.3981
10:55:04.363,0,305,35.1921
10:55:04.363,1,305,43.7624
10:55:04.367,2,300,35.4533
10:55:04.729,0,310,35.8644
10:55:04.793,1,310,44.6022
10:55:04.793,2,305,37.1945
10:55:05.013,0,315,28.7536
10:55:05.145,1,315,41.5920
10:55:05.153,2,310,40.9343
10:55:05.288,0,320,37.4260
10:55:05.544,2,315,35.3376
10:55:05.544,1,320,48.4323
10:55:05.604,0,325,33.2819
10:55:05.980,2,320,34.8762
10:55:05.985,1,325,47.6989
10:55:05.999,0,330,36.7849
10:55:06.366,0,335,29.0539
10:55:06.367,2,325,31.0275
10:55:06.376,1,330,42.9641
10:55:06.780,2,330,31.4855
10:55:06.780,1,335,45.2482
10:55:06.784,0,340,33.7790
10:55:07.215,2,335,35.3078
10:55:07.215,0,345,39.8532
10:55:07.232,1,340,48.4636
10:55:07.635,2,340,36.6042
10:55:07.641,1,345,44.6945
10:55:07.641,0,350,37.0661
10:55:08.030,1,350,44.3312
10:55:08.030,0,355,31.9055
10:55:08.044,2,345,32.2131
10:55:08.381,2,350,34.1091
10:55:08.426,0,360,35.7043
10:55:08.433,1,355,50.5124
10:55:08.732,2,355,28.9284
10:55:08.817,0,365,37.2707
10:55:08.826,1,360,45.4807
10:55:08.983,2,360,32.8058
10:55:09.182,1,365,44.3723
10:55:09.184,0,370,29.8254
10:55:09.297,2,365,36.5226
10:55:09.620,1,370,47.6047
10:55:09.620,0,375,37.4582
10:55:09.651,2,370,33.4367
10:55:09.926,1,375,44.7541
10:55:10.020,0,380,38.3732
10:55:10.039,2,375,35.7834
10:55:10.201,1,380,45.7853
10:55:10.343,0,385,31.0754
10:55:10.366,2,380,31.2375
10:55:10.488,1,385,39.2560
10:55:10.717,0,390,32.3400
10:55:10.728,2,385,35.0402
10:55:10.792,1,390,29.9982
10:55:11.078,0,395,21.9885
10:55:11.093,2,390,30.8093
10:55:11.141,1,395,25.9631
10:55:11.424,0,400,25.8757
10:55:11.452,2,395,33.0695
10:55:11.503,1,400,25.9767
10:55:11.821,0,405,38.4680
10:55:11.870,2,400,34.1765
10:55:11.899,1,405,39.3742
10:55:12.159,0,410,29.8132
10:55:12.245,2,405,12.7531
10:55:12.258,1,410,31.4426
10:55:13.052,0,415,31.7458
10:55:13.075,2,410,30.8249
10:55:13.075,1,415,37.9924
10:55:13.398,0,420,34.7790
10:55:13.435,2,415,24.1706
10:55:13.442,1,420,33.5383
10:55:13.792,2,420,31.6794
10:55:13.824,1,425,33.9904
10:55:13.833,0,425,35.7399
10:55:14.145,2,425,30.8498
10:55:14.404,1,430,35.7082
10:55:14.411,0,430,38.0573
10:55:14.451,2,430,30.7092
10:55:14.818,1,435,34.7082
10:55:14.823,0,435,36.6174
10:55:14.836,2,435,29.4328
10:55:15.246,2,440,26.6706
10:55:15.253,1,440,33.4899
10:55:15.258,0,440,30.3591
10:55:15.610,1,445,39.0134
10:55:15.632,2,445,24.4338
10:55:15.635,0,445,35.2990
10:55:15.983,1,450,32.5485
10:55:16.015,0,450,38.9147
10:55:16.038,2,450,31.2800
10:55:16.396,1,455,37.5519
10:55:16.396,0,455,35.0065
10:55:16.410,2,455,25.2751
10:55:16.719,2,460,26.5383
10:55:16.783,1,460,42.4401
10:55:16.784,0,460,37.4006
10:55:17.149,2,465,23.9142
10:55:17.175,0,465,33.1779
10:55:17.178,1,465,38.9357
10:55:17.584,2,470,24.6725
10:55:17.600,0,470,33.7551
10:55:17.600,1,470,40.6789
10:55:17.965,2,475,26.7609
10:55:17.989,1,475,41.7546
10:55:18.004,0,475,35.7839
10:55:18.382,2,480,24.0529
10:55:18.396,0,480,34.3513
10:55:18.399,1,480,38.5285
10:55:18.778,2,485,26.1428
10:55:18.786,0,485,34.4328
10:55:18.803,1,485,39.6237
