wall_time,cam_index,sample_frame,brisque_score
11:00:54.840,2,5,30.3630
11:00:54.867,0,5,28.6691
11:00:55.003,1,5,38.8327
11:00:55.601,2,10,27.1789
11:00:55.650,0,10,34.3469
11:00:55.866,1,10,36.0427
11:00:56.473,2,15,32.0891
11:00:56.537,0,15,29.8415
11:00:56.698,1,15,32.7663
11:00:57.285,2,20,27.7863
11:00:57.385,0,20,25.6320
11:00:57.669,1,20,34.2072
11:00:57.679,0,25,40.7453
11:00:57.679,2,25,39.3395
11:00:58.432,2,30,35.2473
11:00:58.463,0,30,22.7419
11:00:58.471,1,25,27.4963
11:00:58.934,2,35,35.3693
11:00:59.247,0,35,26.4460
11:00:59.257,1,30,29.7321
11:00:59.575,2,40,34.9533
11:01:00.063,0,40,40.1384
11:01:00.063,1,35,39.6804
11:01:00.260,2,45,33.6374
11:01:00.985,1,40,38.3332
11:01:01.005,0,45,34.2458
11:01:01.064,2,50,36.0944
11:01:01.841,2,55,31.8615
11:01:01.903,1,45,38.9391
11:01:01.944,0,50,36.0275
11:01:02.575,2,60,30.5886
11:01:02.809,1,50,40.2766
11:01:02.813,0,55,37.8234
11:01:03.370,2,65,29.1506
11:01:03.694,0,60,37.9250
11:01:03.695,1,55,41.7194
11:01:04.175,2,70,30.9084
11:01:04.599,1,60,40.9128
11:01:04.625,0,65,39.7316
11:01:04.934,2,75,25.2770
11:01:05.392,1,65,42.9328
11:01:05.505,0,70,36.3322
11:01:05.692,2,80,26.7082
11:01:06.150,1,70,41.3635
11:01:06.383,0,75,28.9479
11:01:06.535,2,85,28.0217
11:01:06.954,1,75,37.2326
11:01:07.326,0,80,42.8835
11:01:07.335,2,90,29.9055
11:01:07.753,1,80,40.8054
11:01:08.053,2,95,33.5197
11:01:08.182,0,85,37.0637
11:01:08.594,1,85,38.1940
11:01:08.735,2,100,23.2106
11:01:09.112,0,90,38.7639
11:01:09.385,1,90,38.0407
11:01:09.494,2,105,24.3864
11:01:09.992,0,95,38.4045
11:01:10.152,1,95,40.7165
11:01:10.255,2,110,30.0422
11:01:10.860,0,100,37.9933
11:01:10.965,1,100,38.8400
11:01:11.024,2,115,27.3928
11:01:11.762,0,105,37.1296
11:01:11.853,1,105,44.0026
11:01:11.879,2,120,31.7595
11:01:13.053,2,125,34.2624
11:01:13.053,1,110,45.1462
11:01:13.057,0,110,46.4426
11:01:13.764,1,115,44.1462
11:01:13.773,2,130,34.7497
11:01:13.821,0,115,40.1559
11:01:14.361,2,135,28.0891
11:01:14.388,1,120,42.8781
11:01:14.581,0,120,31.5886
11:01:14.832,2,140,19.6740
11:01:14.896,1,125,43.8889
11:01:15.149,0,125,36.6779
11:01:15.661,2,145,33.1100
11:01:15.674,1,130,42.9445
11:01:15.955,0,130,36.9103
11:01:16.502,1,135,38.4001
11:01:16.503,2,150,31.6545
11:01:16.831,0,135,32.6374
11:01:17.301,2,155,30.7023
11:01:17.316,1,140,43.7717
11:01:17.748,0,140,33.2536
11:01:18.108,2,160,26.3796
11:01:18.122,1,145,46.0334
11:01:18.475,0,145,45.6491
11:01:18.894,2,165,25.7966
11:01:18.904,1,150,39.1706
11:01:19.398,0,150,43.1735
11:01:19.699,2,170,35.6442
11:01:19.705,1,155,42.7956
11:01:20.267,0,155,36.3273
11:01:20.484,1,160,42.3351
11:01:20.490,2,175,23.5861
11:01:21.127,0,160,37.1862
11:01:21.289,2,180,24.4040
11:01:21.296,1,165,40.7370
11:01:22.101,0,165,38.7814
11:01:22.144,1,170,38.9704
11:01:22.146,2,185,32.0451
11:01:23.050,1,175,40.1423
11:01:23.052,0,170,35.4660
11:01:23.057,2,190,27.0817
11:01:23.856,2,195,33.2463
11:01:23.886,1,180,45.1467
11:01:23.931,0,175,36.9089
11:01:24.653,2,200,24.4890
11:01:24.665,1,185,42.6994
11:01:24.786,0,180,33.5534
11:01:25.446,2,205,28.8146
11:01:25.473,1,190,42.3806
11:01:25.586,0,185,39.1711
11:01:26.221,2,210,25.4064
11:01:26.224,1,195,41.7375
11:01:26.467,0,190,35.3254
11:01:26.968,2,215,34.6418
11:01:26.993,1,200,46.4030
11:01:27.351,0,195,31.3015
11:01:27.696,1,205,40.5012
11:01:27.699,2,220,29.8146
11:01:28.064,0,200,30.4963
11:01:28.324,1,210,39.2082
11:01:28.327,2,225,25.7834
11:01:28.661,0,205,33.2878
11:01:28.921,2,230,36.5832
11:01:28.924,1,215,38.5349
11:01:29.233,0,210,36.7101
11:01:29.456,1,220,40.6374
11:01:29.462,2,235,28.6291
11:01:30.018,2,240,35.2917
11:01:30.018,0,215,40.1486
11:01:30.029,1,225,40.0993
11:01:30.552,2,245,29.5353
11:01:30.720,1,230,39.6140
11:01:30.747,0,220,34.9045
11:01:31.005,2,250,26.5978
11:01:31.306,1,235,48.2194
11:01:31.370,0,225,41.8312
11:01:31.676,2,255,31.7624
11:01:32.029,1,240,40.0646
11:01:32.279,0,230,37.5524
11:01:32.401,2,260,35.1662
11:01:32.754,1,245,42.1662
11:01:33.175,0,235,29.7199
11:01:33.178,2,265,31.5392
11:01:33.473,1,250,43.1408
11:01:33.946,2,270,30.4792
11:01:34.010,0,240,38.1232
11:01:34.190,1,255,41.0056
11:01:34.675,2,275,32.6618
11:01:34.794,0,245,38.6994
11:01:34.901,1,260,42.7599
11:01:35.401,2,280,31.9172
11:01:35.642,0,250,39.9958
11:01:35.663,1,265,44.6638
11:01:36.120,2,285,27.2131
11:01:36.413,1,270,38.2556
11:01:36.415,0,255,30.7238
11:01:36.848,2,290,30.3332
11:01:37.258,1,275,46.2941
11:01:37.272,0,260,39.9890
11:01:37.570,2,295,25.1369
11:01:37.994,1,280,43.4421
11:01:38.099,0,265,38.0588
11:01:38.283,2,300,33.4958
11:01:38.714,1,285,42.1476
11:01:38.992,0,270,36.7263
11:01:39.040,2,305,28.5012
11:01:39.398,1,290,43.9582
11:01:39.786,2,310,35.3420
11:01:39.804,0,275,43.4719
11:01:40.072,1,295,46.1979
11:01:40.549,2,315,32.0920
11:01:40.632,0,280,40.3400
11:01:40.786,1,300,48.7287
11:01:41.201,2,320,24.8625
11:01:41.471,0,285,34.5978
11:01:41.505,1,305,40.3762
11:01:41.884,2,325,44.8698
11:01:42.224,0,290,50.0329
11:01:42.257,1,310,50.2092
11:01:42.436,2,330,33.2414
11:01:42.940,1,315,31.3703
11:01:42.941,0,295,22.5749
11:01:42.951,2,335,24.0270
11:01:43.715,1,320,29.8508
11:01:43.718,2,340,15.7082
11:01:43.726,0,300,29.9719
11:01:44.353,2,345,39.8019
11:01:44.363,1,325,43.1584
11:01:44.423,0,305,39.3976
11:01:44.890,2,350,45.9074
11:01:45.065,1,330,49.1491
11:01:45.065,0,310,46.9255
11:01:45.628,2,355,28.2687
11:01:45.716,1,335,30.5485
11:01:45.820,0,315,35.3635
11:01:46.352,2,360,32.8952
11:01:46.436,1,340,43.8454
11:01:46.547,0,320,38.2536
11:01:47.056,2,365,40.6462
11:01:47.154,1,345,41.8840
11:01:47.304,0,325,31.8576
11:01:47.762,2,370,23.3259
11:01:47.870,1,350,36.5178
11:01:48.022,0,330,32.4382
11:01:48.477,2,375,25.2717
11:01:48.590,1,355,40.2004
11:01:48.831,0,335,39.5539
11:01:49.225,2,380,34.7092
11:01:49.302,1,360,43.0720
11:01:49.545,0,340,40.3547
11:01:49.970,2,385,26.6647
11:01:50.040,1,365,34.3591
11:01:50.265,0,345,33.9030
11:01:50.650,2,390,29.4982
11:01:50.756,1,370,34.5153
11:01:50.987,0,350,29.5412
11:01:51.392,2,395,43.7692
11:01:51.477,1,375,42.4426
11:01:51.708,0,355,36.9255
11:01:52.087,2,400,24.4675
11:01:52.194,1,380,30.0392
11:01:52.427,0,360,27.3962
11:01:52.815,2,405,23.2512
11:01:52.908,1,385,36.8478
11:01:53.152,0,365,37.2800
11:01:53.536,2,410,29.7746
11:01:53.639,1,390,37.1203
11:01:53.868,0,370,44.5934
11:01:54.241,2,415,30.0822
11:01:54.351,1,395,35.9016
11:01:54.593,0,375,38.5266
11:01:54.994,2,420,32.1818
11:01:55.078,1,400,41.1970
11:01:55.349,0,380,29.9855
11:01:55.692,2,425,40.7385
11:01:55.790,1,405,37.7766
11:01:56.024,0,385,41.6223
11:01:56.407,2,430,31.3015
11:01:56.511,1,410,35.3620
11:01:56.788,0,390,32.1608
11:01:57.119,2,435,29.6750
11:01:57.221,1,415,37.3454
