wall_time,cam_index,sample_frame,brisque_score
12:25:50.673,1,5,36.4655
12:25:50.711,2,5,20.1530
12:25:50.713,0,5,32.0471
12:25:50.879,1,10,32.5436
12:25:50.895,2,10,17.9162
12:25:50.910,0,10,29.1579
12:25:51.122,1,15,32.6296
12:25:51.128,2,15,17.0510
12:25:51.129,0,15,27.6891
12:25:51.322,0,20,27.7912
12:25:51.328,1,20,32.6940
12:25:51.338,2,20,16.8127
12:25:51.545,2,25,17.3918
12:25:51.546,1,25,33.0842
12:25:51.546,0,25,27.5788
12:25:51.700,1,30,32.0695
12:25:51.769,0,30,26.8000
12:25:51.769,2,30,17.4870
12:25:51.920,1,35,31.1452
12:25:51.959,0,35,25.7414
12:25:51.970,2,35,15.5129
12:25:52.110,1,40,30.7692
12:25:52.157,0,40,25.0915
12:25:52.170,2,40,14.7453
12:25:52.312,1,45,29.9748
12:25:52.350,0,45,25.1789
12:25:52.370,2,45,14.4055
12:25:52.517,1,50,29.0578
12:25:52.590,0,50,25.5632
12:25:52.597,2,50,14.5964
12:25:52.690,1,55,28.6872
12:25:52.754,2,55,13.9191
12:25:52.783,0,55,26.2678
12:25:52.882,1,60,29.2687
12:25:52.961,2,60,22.3356
12:25:52.975,0,60,27.0002
12:25:53.097,1,65,26.1613
12:25:53.170,2,65,19.7629
12:25:53.192,0,65,24.5983
12:25:53.287,1,70,25.9709
12:25:53.379,2,70,16.5822
12:25:53.389,0,70,24.3683
12:25:53.490,1,75,26.3351
12:25:53.570,2,75,14.0383
12:25:53.595,0,75,23.5275
12:25:53.704,1,80,25.0588
12:25:53.778,2,80,13.1945
12:25:53.782,0,80,22.3806
12:25:53.894,1,85,24.9172
12:25:53.985,2,85,12.9758
12:25:53.993,0,85,23.7863
12:25:54.119,1,90,27.6432
12:25:54.166,2,90,19.3596
12:25:54.181,0,90,28.6066
12:25:54.299,1,95,28.2560
12:25:54.362,2,95,17.7062
12:25:54.385,0,95,27.3444
12:25:54.508,1,100,29.5085
12:25:54.617,0,100,31.7844
12:25:54.617,2,100,16.5676
12:25:54.688,1,105,31.7346
12:25:54.774,0,105,31.6984
12:25:54.810,2,105,16.0314
12:25:54.897,1,110,32.6535
12:25:54.993,0,110,32.3840
12:25:55.006,2,110,15.4777
12:25:55.084,1,115,32.7160
12:25:55.197,0,115,32.3005
12:25:55.221,2,115,15.4572
12:25:55.282,1,120,36.4338
12:25:55.385,0,120,35.3806
12:25:55.410,2,120,18.6706
12:25:55.492,1,125,36.1652
12:25:55.572,0,125,35.3478
12:25:55.606,2,125,17.1974
12:25:55.691,1,130,36.4387
12:25:55.801,0,130,36.1359
12:25:55.805,2,130,17.0388
12:25:55.896,1,135,36.7282
12:25:55.993,0,135,35.6506
12:25:56.011,2,135,15.8000
12:25:56.111,1,140,36.1442
12:25:56.212,0,140,35.4113
12:25:56.221,2,140,16.0681
12:25:56.296,1,145,35.9416
12:25:56.365,0,145,36.1921
12:25:56.411,2,145,15.9382
12:25:56.524,1,150,36.9387
12:25:56.638,0,150,36.2346
12:25:56.648,2,150,16.4767
12:25:56.694,1,155,37.7717
12:25:56.832,0,155,37.8718
12:25:56.864,2,155,16.0773
12:25:56.893,1,160,38.1852
12:25:57.039,0,160,37.5266
12:25:57.071,2,160,15.3244
12:25:57.095,1,165,38.3542
12:25:57.215,0,165,38.4182
12:25:57.301,2,165,16.1623
12:25:57.307,1,170,39.5344
12:25:57.415,0,170,39.3342
12:25:57.481,2,170,16.9045
12:25:57.508,1,175,39.9045
12:25:57.621,0,175,37.4763
12:25:57.726,1,180,36.8454
12:25:57.731,2,175,16.3215
12:25:57.808,0,180,35.9992
12:25:57.906,1,185,37.5158
12:25:57.931,2,180,17.4470
12:25:58.011,0,185,35.9655
12:25:58.121,1,190,37.1027
12:25:58.129,2,185,16.0822
12:25:58.205,0,190,35.2272
12:25:58.308,1,195,37.0290
12:25:58.340,2,190,15.5412
12:25:58.408,0,195,35.6135
12:25:58.529,1,200,37.0187
12:25:58.615,2,195,12.5036
12:25:58.642,0,200,35.9348
12:25:58.692,1,205,37.3620
12:25:58.800,2,200,16.6940
12:25:58.854,0,205,35.9777
12:25:58.918,1,210,38.0422
