wall_time,cam_index,sample_frame,brisque_score
09:52:36.035,1,5,22.9279
09:52:36.036,0,5,15.8000
09:52:36.036,2,5,11.8986
09:52:36.255,1,10,22.3093
09:52:36.258,0,10,13.8063
09:52:36.263,2,10,11.4382
09:52:36.404,1,15,29.1179
09:52:36.486,2,15,15.2228
09:52:36.488,0,15,23.1584
09:52:36.630,1,20,27.4250
09:52:36.721,0,20,19.9367
09:52:36.721,2,20,14.6662
09:52:36.864,1,25,25.5539
09:52:36.954,2,25,22.5519
09:52:36.980,0,25,24.9758
09:52:37.068,1,30,30.0607
09:52:37.197,0,30,19.8703
09:52:37.199,2,30,19.1725
09:52:37.289,1,35,27.4709
09:52:37.400,2,35,18.7682
09:52:37.420,0,35,18.7092
09:52:37.531,1,40,31.7199
09:52:37.632,2,40,18.7370
09:52:37.643,0,40,23.5222
09:52:37.739,1,45,28.4650
09:52:37.886,2,45,17.4621
09:52:37.889,0,45,20.2048
09:52:37.952,1,50,25.9855
09:52:38.079,2,50,19.3625
09:52:38.104,0,50,18.2678
09:52:38.168,1,55,28.0412
09:52:38.300,2,55,18.1696
09:52:38.334,0,55,20.0773
09:52:38.378,1,60,25.9308
09:52:38.504,2,60,15.4025
09:52:38.567,0,60,18.5168
09:52:38.591,1,65,23.3859
09:52:39.298,2,65,17.9094
09:52:39.302,0,65,20.8420
09:52:39.312,1,70,28.7297
09:52:39.468,0,70,20.5685
09:52:39.562,2,70,18.5241
09:52:39.564,1,75,31.8718
09:52:39.700,0,75,16.1701
09:52:39.882,2,75,19.3625
09:52:39.884,1,80,29.5002
09:52:40.073,0,80,25.0095
09:52:40.074,2,80,25.0251
09:52:40.077,1,85,33.6633
09:52:40.266,1,90,31.4260
09:52:40.439,0,85,17.8610
09:52:40.439,2,85,21.7643
09:52:40.664,1,95,38.6125
09:52:40.702,2,90,26.4543
09:52:40.729,0,90,23.0407
09:52:41.003,2,95,27.5861
09:52:41.010,1,100,32.7199
09:52:41.028,0,95,18.3122
09:52:41.177,2,100,34.1945
09:52:41.189,1,105,40.6701
09:52:41.267,0,100,23.4807
09:52:41.393,2,105,29.6652
09:52:41.441,1,110,36.2277
09:52:41.479,0,105,20.3234
09:52:41.615,2,110,32.7204
09:52:41.693,1,115,34.5417
09:52:41.714,0,110,20.9655
09:52:41.836,2,115,40.4035
09:52:41.896,1,120,39.5153
09:52:41.965,0,115,25.2375
09:52:42.051,2,120,39.5334
09:52:42.106,1,125,38.4006
09:52:42.180,0,120,25.4797
09:52:42.265,2,125,49.9782
09:52:42.328,1,130,46.1349
09:52:42.393,0,125,31.4221
09:52:42.460,2,130,44.1848
09:52:42.539,1,135,43.5270
09:52:42.637,0,130,28.5002
09:52:42.688,2,135,38.9611
