wall_time_ns,gst_buffer_pts_ns,stage
1773673363818386473,14179185532,post_depay
1773673363828403679,14179509210,post_decode
1773673363858430597,14219156835,post_depay
1773673363869190034,14219536757,post_decode
1773673363888988397,14249480190,post_depay
1773673363899074663,14250059122,post_decode
1773673363942396588,14294004542,post_depay
1773673363950425140,14303460122,post_decode
1773673363979349356,14339994057,post_depay
1773673363989253861,14340387408,post_decode
1773673364019687630,14380071687,post_depay
1773673364031611211,14380536110,post_decode
1773673364050421692,14411185170,post_depay
1773673364062230153,14411543321,post_decode
1773673364094014405,14454593427,post_depay
1773673364104245346,14455187889,post_decode
1773673364143161673,14496497975,post_depay
1773673364155273285,14504292010,post_decode
1773673364182081046,14542716056,post_depay
1773673364189314832,14543258280,post_decode
1773673364217991499,14578850644,post_depay
1773673364228730954,14579102347,post_decode
1773673364261935624,14622430501,post_depay
1773673364270672570,14623080380,post_decode
1773673364296659313,14657191070,post_depay
1773673364305504833,14657553483,post_decode
1773673364341110686,14701753252,post_depay
1773673364349483945,14702276885,post_decode
1773673364382075218,14742727374,post_depay
1773673364392800470,14743234945,post_decode
1773673364420760881,14781192164,post_depay
1773673364431436076,14781546957,post_decode
1773673364456756161,14817400804,post_depay
1773673364467291607,14817792592,post_decode
1773673364498510582,14859210494,post_depay
1773673364508895653,14859610366,post_decode
1773673364549237560,14909527465,post_depay
1773673364561290188,14910331896,post_decode
1773673364583291523,14944146532,post_depay
1773673364591493665,14944415266,post_decode
1773673364616151044,14976960975,post_depay
1773673364625565727,14977305472,post_decode
1773673364658978817,15019765959,post_depay
1773673364669337616,15020133651,post_decode
1773673364691367635,15049975712,post_depay
1773673364702317141,15052503709,post_decode
1773673364733504825,15094315824,post_depay
1773673364741030451,15094658687,post_decode
1773673364777137759,15137929539,post_depay
1773673364785773766,15138288607,post_decode
1773673364837049951,15191494573,post_depay
1773673364846706811,15198117825,post_decode
1773673364880052709,15240767621,post_depay
1773673364888367026,15241165941,post_decode
1773673364914144253,15268888920,post_depay
1773673364922512062,15275270379,post_decode
1773673364936202410,15297069630,post_depay
1773673364947426689,15297378231,post_decode
1773673364992330176,15341400053,post_depay
1773673365004109961,15353382015,post_decode
1773673365015226033,15376212597,post_depay
1773673365024195100,15376460553,post_decode
1773673365061781951,15422486147,post_depay
1773673365070497523,15422917404,post_decode
1773673365097412613,15458117275,post_depay
1773673365105335240,15458498516,post_decode
1773673365140188029,15500429153,post_depay
1773673365147407670,15501276612,post_decode
1773673365178148241,15538849174,post_depay
1773673365190547404,15539254896,post_decode
1773673365225165163,15585275757,post_depay
1773673365237250181,15586279459,post_decode
1773673365257925718,15618310853,post_depay
1773673365269991424,15619012836,post_decode
1773673365300237951,15660517870,post_depay
1773673365311957112,15661323988,post_decode
1773673365330924087,15691737614,post_depay
1773673365338961043,15692082233,post_decode
1773673365377574888,15738185790,post_depay
1773673365386778195,15738608687,post_decode
1773673365419240577,15780110741,post_depay
1773673365430096932,15780358578,post_decode
1773673365467039962,15818964418,post_depay
1773673365478564203,15828161508,post_decode
1773673365493660720,15850080327,post_depay
1773673365505732107,15854664044,post_decode
1773673365539185380,15899975928,post_depay
1773673365547557131,15900337421,post_decode
1773673365579589282,15938260598,post_depay
1773673365589672471,15940710009,post_decode
1773673365630242050,15984491425,post_depay
1773673365643624486,15991278955,post_decode
1773673365721457186,16046223240,post_depay
1773673365740015091,16081861698,post_decode
1773673365741935712,16103252629,post_depay
1773673365744698412,16103278386,post_decode
1773673365745962760,16107261197,post_depay
1773673365749054690,16107301331,post_decode
1773673365779247893,16137605492,post_depay
1773673365787197370,16140431630,post_decode
1773673365819252903,16179803202,post_depay
1773673365830525264,16180345564,post_decode
1773673365863308066,16220095128,post_depay
1773673365873275141,16224334705,post_decode
1773673365896044239,16256490482,post_depay
1773673365902986747,16257142956,post_decode
1773673365939603792,16300118789,post_depay
1773673365950249824,16300498705,post_decode
1773673365990410543,16349226273,post_depay
1773673366000392030,16351462002,post_decode
1773673366018906990,16379452844,post_depay
1773673366029413177,16380077845,post_decode
1773673366056121661,16416533698,post_depay
1773673366068288586,16417280873,post_decode
1773673366099569889,16456570814,post_depay
1773673366110786525,16460669715,post_decode
1773673366137769786,16498113058,post_depay
1773673366149646705,16498573546,post_decode
1773673366192389956,16552996664,post_depay
1773673366199930579,16553438880,post_decode
1773673366212152601,16572916514,post_depay
1773673366220770518,16573197289,post_decode
1773673366257847498,16618582238,post_depay
1773673366267090042,16618954174,post_decode
1773673366299415853,16660033713,post_depay
1773673366310978953,16660442469,post_decode
1773673366345089788,16701250514,post_depay
1773673366357278384,16706215147,post_decode
1773673366370661638,16731364081,post_depay
1773673366380031666,16731614947,post_decode
1773673366416020388,16776969899,post_depay
1773673366423400986,16777194460,post_decode
1773673366475122450,16827046712,post_depay
1773673366484978454,16836193999,post_decode
1773673366518147886,16860516527,post_depay
1773673366527649771,16879265607,post_decode
1773673366549021548,16909619671,post_depay
1773673366560623618,16910199195,post_decode
1773673366584184427,16945098929,post_depay
1773673366592292878,16945379486,post_decode
1773673366622148800,16982772517,post_depay
1773673366633444999,16983294028,post_decode
1773673366659817574,17020357201,post_depay
1773673366671361112,17020779247,post_decode
1773673366694992635,17051212948,post_depay
1773673366706722778,17056127626,post_decode
1773673366756086545,17112750172,post_depay
1773673366763076808,17117259424,post_decode
1773673366776554608,17137407439,post_depay
1773673366784471081,17137721024,post_decode
1773673366824759632,17179025326,post_depay
1773673366836165265,17185702841,post_decode
1773673366859325931,17220091891,post_depay
1773673366868060755,17220435158,post_decode
1773673366900997371,17257505582,post_depay
1773673366911987493,17262146093,post_decode
1773673366937139148,17297918495,post_depay
1773673366948828029,17298295797,post_decode
1773673366983079740,17343759542,post_depay
1773673366994011296,17344243389,post_decode
1773673367024377939,17385132945,post_depay
1773673367033799472,17385496072,post_decode
1773673367057051993,17417748498,post_depay
1773673367064020084,17418228246,post_decode
1773673367099625656,17460169440,post_depay
1773673367110710987,17460553440,post_decode
1773673367140721377,17501412105,post_depay
1773673367151448088,17501848306,post_decode
1773673367180084687,17540736940,post_depay
1773673367189173367,17541259206,post_decode
1773673367216242521,17576543670,post_depay
1773673367224108878,17577333227,post_decode
1773673367263192239,17624014270,post_depay
1773673367274184689,17624309401,post_decode
1773673367299183339,17659701105,post_depay
1773673367306918262,17660333011,post_decode
1773673367339011188,17699672434,post_depay
1773673367346933508,17700104784,post_decode
1773673367374168678,17734571246,post_depay
1773673367381802885,17735292815,post_decode
1773673367417369805,17778016952,post_depay
1773673367425620067,17778426363,post_decode
1773673367459136183,17819526168,post_depay
1773673367470599547,17820263865,post_decode
1773673367505193783,17865949871,post_depay
1773673367516723998,17866323983,post_decode
1773673367536811562,17897331007,post_depay
1773673367543263116,17897712831,post_decode
1773673367577093951,17937782316,post_depay
1773673367584590675,17938277012,post_decode
1773673367634820839,17981019742,post_depay
1773673367642094209,17995679802,post_decode
1773673367728397095,18046494857,post_depay
1773673367746992608,18089219656,post_decode
1773673367748689522,18109987035,post_depay
1773673367751556675,18110028798,post_decode
1773673367754334317,18115552516,post_depay
1773673367758720952,18115656130,post_decode
1773673367780432407,18141212164,post_depay
1773673367791030221,18141539747,post_decode
1773673367829996230,18190287709,post_depay
1773673367837444934,18191056050,post_decode
