abs_time,cam,rtp_seq
1777819173.029768,0,26276
1777819173.035578,2,16629
1777819173.098067,1,6272
1777819174.069241,0,26607
1777819175.072392,2,17298
1777819175.073415,0,26922
1777819175.097924,1,6939
1777819176.079014,0,27279
1777819177.073548,0,27647
1777819177.089551,2,18007
1777819177.093125,1,7603
1777819178.090972,0,28008
1777819179.090001,0,28384
1777819179.094340,2,18742
1777819179.104941,1,8323
1777819180.084257,0,28759
1777819181.081437,0,29129
1777819181.095378,2,19485
1777819181.101312,1,9045
1777819182.093534,0,29499
1777819183.091346,0,29872
1777819183.095250,2,20221
1777819183.110831,1,9783
1777819184.089371,0,30248
1777819185.094161,2,20974
1777819185.095393,0,30621
1777819185.104771,1,10520
1777819186.092042,0,30993
1777819187.060281,2,21721
1777819187.075378,0,31361
1777819187.090190,1,11267
1777819188.077907,0,31725
1777819189.055048,0,32104
1777819189.064169,2,22399
1777819189.094670,1,12005
1777819190.088511,0,32425
1777819191.078391,2,23111
1777819191.084075,0,32813
1777819191.107784,1,12761
1777819192.071382,0,33218
1777819193.075184,2,23870
1777819193.087149,0,33561
1777819193.111193,1,13521
1777819194.098555,0,33953
1777819195.061984,0,34360
1777819195.067818,2,24615
1777819195.098056,1,14288
1777819196.092144,0,34685
1777819197.089350,2,25345
1777819197.093926,0,35061
1777819197.105227,1,15015
1777819198.095665,0,35444
1777819199.089581,2,26116
1777819199.090986,0,35827
1777819199.109251,1,15728
1777819200.092079,0,36205
1777819201.100492,0,36580
1777819201.104457,2,26866
1777819201.125827,1,16474
1777819202.097386,0,36954
1777819203.103977,2,27618
1777819203.104989,0,37335
1777819203.128567,1,17225
1777819204.096658,0,37711
1777819205.105686,2,28368
1777819205.106799,0,38087
1777819205.118162,1,17985
1777819206.098175,0,38462
1777819207.081859,2,29131
1777819207.095519,0,38840
1777819207.100754,1,18733
1777819208.089052,0,39194
1777819209.093076,2,29863
1777819209.100239,0,39555
1777819209.115414,1,19444
1777819210.097608,0,39926
1777819211.084355,2,30611
1777819211.088897,0,40297
1777819211.111138,1,20188
1777819212.099339,0,40667
1777819213.094805,2,31349
1777819213.099795,0,41042
1777819213.115672,1,20929
1777819214.097677,0,41411
1777819215.094374,2,32091
1777819215.097682,0,41785
1777819215.114242,1,21690
1777819216.093422,0,42161
1777819217.087919,2,32835
1777819217.104809,0,42530
1777819217.114576,1,22429
1777819218.093718,0,42905
1777819219.101603,0,43279
1777819219.107969,2,33569
1777819219.116134,1,23181
1777819220.105935,0,43656
1777819221.104931,0,44028
1777819221.107741,2,34315
1777819221.117060,1,23929
1777819222.106652,0,44400
1777819223.107876,0,44782
1777819223.112059,2,35062
1777819223.121875,1,24653
1777819224.107749,0,45160
1777819225.109111,0,45536
1777819225.113098,2,35808
1777819225.115820,1,25406
1777819226.099882,0,45911
1777819227.093216,2,36558
1777819227.107280,0,46273
