abs_time,cam_index,frame_in,rtp_seq
1778602018.386632,0,38,12663
1778602018.401634,1,38,11296
1778602018.405513,2,38,828
1778602018.428498,0,39,12670
1778602018.432658,1,39,11304
1778602018.447519,2,39,840
1778602018.461949,0,40,12677
1778602018.508474,1,40,11315
1778602018.512250,2,40,851
1778602018.513624,0,41,12686
1778602018.519954,1,41,11326
1778602018.529633,2,41,863
1778602018.546030,0,42,12693
1778602018.561691,2,42,874
1778602018.562867,1,42,11336
1778602018.607533,0,43,12701
1778602018.627923,1,43,11346
1778602018.629525,2,43,885
1778602018.632615,0,44,12709
1778602018.637185,1,44,11354
1778602018.651312,2,44,896
1778602018.664699,0,45,12718
1778602018.698812,1,45,11364
1778602018.700208,2,45,907
1778602018.705486,0,46,12727
1778602018.721528,1,46,11375
1778602018.728533,2,46,918
1778602018.786966,0,47,12737
1778602018.814956,2,47,929
1778602018.825945,0,48,12864
1778602018.837172,1,47,11385
1778602018.837642,2,48,1053
1778602018.856697,1,48,11535
1778602018.857459,0,49,12876
1778602018.858156,1,49,11548
1778602018.859553,2,49,1065
1778602018.862574,0,50,12887
1778602018.879842,1,50,11561
1778602018.883368,2,50,1078
1778602018.906268,0,51,12896
1778602018.922337,1,51,11572
1778602018.927359,2,51,1090
1778602018.947183,0,52,12905
1778602018.961511,1,52,11583
1778602018.966590,2,52,1103
1778602018.989074,0,53,12914
1778602018.992863,1,53,11594
1778602019.011595,2,53,1114
1778602019.021747,0,54,12923
1778602019.040716,1,54,11605
1778602019.041337,2,54,1126
1778602019.065619,0,55,12932
1778602019.079925,1,55,11616
1778602019.084172,2,55,1138
1778602019.106407,0,56,12942
1778602019.123555,1,56,11627
1778602019.126826,2,56,1149
1778602019.149447,0,57,12952
1778602019.152823,1,57,11638
1778602019.169828,2,57,1161
1778602019.180214,0,58,12960
1778602019.204632,1,58,11648
1778602019.205570,2,58,1173
1778602019.229279,0,59,12968
1778602019.240182,1,59,11659
1778602019.246768,2,59,1185
1778602019.266603,0,60,12978
1778602019.282383,1,60,11671
1778602019.287564,2,60,1196
1778602019.308726,0,61,12988
1778602019.313508,1,61,11683
1778602019.328859,2,61,1208
1778602019.339625,0,62,12997
1778602019.359583,1,62,11694
1778602019.369550,2,62,1219
1778602019.385625,0,63,13006
1778602019.404741,1,63,11706
1778602019.406188,2,63,1230
1778602019.427873,0,64,13016
1778602019.442336,1,64,11718
1778602019.445095,2,64,1242
1778602019.468768,0,65,13026
1778602019.475564,1,65,11729
1778602019.488521,2,65,1254
1778602019.500562,0,66,13036
1778602019.554613,1,66,11740
1778602019.555773,2,66,1267
1778602019.558299,0,67,13044
1778602019.559752,1,67,11751
1778602019.564013,2,67,1278
1778602019.586441,0,68,13054
1778602019.604378,1,68,11762
1778602019.608042,2,68,1289
1778602019.641337,0,69,13064
1778602019.642124,1,69,11774
1778602019.647711,2,69,1301
1778602019.669926,0,70,13073
1778602019.678567,1,70,11785
1778602019.689573,2,70,1313
1778602019.700791,0,71,13083
1778602019.737458,1,71,11796
1778602019.739176,2,71,1324
1778602019.761212,1,72,11807
1778602019.765819,2,72,1336
1778602019.768519,0,72,13093
1778602019.795146,1,73,11818
1778602019.798778,0,73,13203
1778602019.809153,2,73,1347
1778602019.839274,0,74,13216
1778602019.840788,1,74,11829
1778602019.850052,2,74,1358
1778602019.866651,0,75,13229
1778602019.900693,1,75,11840
1778602019.903606,2,75,1370
1778602019.907059,0,76,13239
1778602019.923227,1,76,11851
1778602019.925303,2,76,1380
1778602019.948615,0,77,13249
1778602019.953879,1,77,11862
1778602019.968385,2,77,1391
1778602019.988879,0,78,13258
1778602019.999758,1,78,11873
1778602020.010733,2,78,1402
1778602020.020900,0,79,13268
1778602020.040254,1,79,11884
1778602020.043930,2,79,1414
1778602020.066783,0,80,13278
1778602020.082335,1,80,11895
1778602020.086034,2,80,1426
1778602020.108467,0,81,13288
1778602020.115082,1,81,11907
1778602020.128565,2,81,1437
1778602020.150865,0,82,13298
1778602020.158512,1,82,11918
1778602020.170420,2,82,1448
1778602020.180758,0,83,13308
1778602020.201338,1,83,11928
1778602020.212172,2,83,1460
1778602020.225297,0,84,13318
1778602020.243357,2,84,1472
1778602020.244510,1,84,11939
1778602020.266809,0,85,13328
1778602020.273722,1,85,11949
1778602020.286916,2,85,1482
1778602020.308225,0,86,13338
1778602020.319270,1,86,11960
1778602020.327768,2,86,1493
1778602020.351986,0,87,13348
1778602020.360286,1,87,11971
1778602020.371602,2,87,1504
1778602020.401185,0,88,13359
1778602020.404704,2,88,1517
1778602020.405848,1,88,11982
1778602020.446052,0,89,13369
1778602020.447563,1,89,11992
1778602020.448806,2,89,1530
1778602020.469327,0,90,13379
1778602020.498425,1,90,12003
1778602020.499978,2,90,1542
1778602020.514181,0,91,13389
1778602020.555813,1,91,12014
1778602020.557136,2,91,1554
1778602020.558776,0,92,13398
1778602020.569642,2,92,1563
1778602020.572226,1,92,12025
1778602020.586656,0,93,13407
1778602020.593485,1,93,12037
1778602020.607471,2,93,1575
1778602020.627873,0,94,13417
1778602020.643904,1,94,12048
1778602020.647461,2,94,1587
1778602020.669799,0,95,13427
1778602020.680514,1,95,12058
1778602020.694040,2,95,1599
1778602020.709780,0,96,13437
1778602020.723298,2,96,1611
1778602020.724626,1,96,12069
1778602020.774155,0,97,13449
1778602020.794017,1,97,12082
1778602020.794142,2,97,1624
1778602020.831206,0,98,13560
1778602020.832453,1,98,12202
1778602020.834064,2,98,1715
1778602020.835609,0,99,13571
1778602020.848489,2,99,1726
1778602020.849740,1,99,12214
1778602020.869567,0,100,13582
1778602020.881915,1,100,12226
1778602020.889740,2,100,1740
1778602020.907591,0,101,13592
1778602020.922842,1,101,12238
1778602020.930125,2,101,1753
1778602020.950881,0,102,13603
1778602020.962180,1,102,12250
1778602020.969514,2,102,1766
1778602020.981190,0,103,13614
1778602021.001864,2,103,1779
1778602021.004060,1,103,12262
1778602021.026730,0,104,13623
1778602021.034541,1,104,12275
1778602021.047611,2,104,1792
1778602021.069075,0,105,13633
1778602021.080342,1,105,12288
1778602021.087992,2,105,1804
1778602021.111036,0,106,13644
1778602021.122056,1,106,12301
1778602021.130003,2,106,1816
1778602021.142162,0,107,13654
1778602021.182457,2,107,1828
1778602021.185125,1,107,12313
1778602021.192532,0,108,13665
1778602021.193801,1,108,12325
1778602021.206819,2,108,1841
1778602021.227216,0,109,13676
1778602021.235717,1,109,12335
1778602021.248901,2,109,1855
1778602021.271986,0,110,13686
1778602021.280654,1,110,12348
1778602021.289612,2,110,1867
1778602021.301573,0,111,13696
1778602021.322554,1,111,12359
1778602021.327039,2,111,1879
1778602021.346207,0,112,13706
1778602021.366392,1,112,12370
1778602021.367639,2,112,1891
1778602021.387790,0,113,13717
1778602021.394446,1,113,12382
1778602021.410071,2,113,1904
1778602021.429950,0,114,13727
1778602021.440328,1,114,12393
1778602021.449674,2,114,1917
1778602021.461529,0,115,13737
1778602021.481369,1,115,12404
1778602021.483214,2,115,1928
1778602021.508405,0,116,13748
1778602021.523679,1,116,12416
1778602021.526423,2,116,1940
1778602021.547963,0,117,13757
1778602021.555590,1,117,12428
1778602021.572355,2,117,1953
1778602021.597655,0,118,13767
1778602021.598799,1,118,12440
1778602021.618468,2,118,1964
1778602021.621430,0,119,13778
1778602021.645497,1,119,12452
1778602021.646943,2,119,1977
1778602021.671343,0,120,13788
1778602021.683389,1,120,12463
1778602021.686439,2,120,1989
1778602021.710378,0,121,13797
1778602021.714132,1,121,12475
1778602021.730672,2,121,2001
1778602021.759542,1,122,12488
1778602021.770160,0,122,13809
1778602021.791274,2,122,2013
1778602021.801268,1,123,12500
1778602021.803350,2,123,2026
1778602021.806782,0,123,13923
1778602021.833623,0,124,13935
1778602021.842394,1,124,12513
1778602021.847264,2,124,2040
1778602021.865640,0,125,13945
1778602021.875001,1,125,12523
1778602021.889872,2,125,2051
1778602021.906971,0,126,13956
1778602021.918673,1,126,12534
1778602021.931942,2,126,2063
1778602021.948705,0,127,13967
1778602021.963782,1,127,12546
1778602021.964978,2,127,2074
1778602021.994234,0,128,13977
1778602022.003722,1,128,12557
1778602022.013524,2,128,2086
1778602022.021628,0,129,13987
1778602022.035745,1,129,12569
1778602022.048595,2,129,2099
1778602022.068748,0,130,13997
1778602022.079386,1,130,12580
1778602022.094048,2,130,2112
1778602022.107053,0,131,14007
1778602022.120672,1,131,12592
1778602022.123584,2,131,2125
1778602022.150066,0,132,14017
1778602022.164213,1,132,12605
1778602022.166317,2,132,2138
1778602022.182004,0,133,14028
1778602022.194393,1,133,12617
1778602022.209011,2,133,2150
1778602022.226609,0,134,14039
1778602022.240325,1,134,12628
1778602022.255844,2,134,2162
1778602022.267620,0,135,14049
1778602022.288280,1,135,12641
1778602022.289041,2,135,2174
1778602022.312852,0,136,14059
1778602022.322777,1,136,12653
1778602022.326849,2,136,2185
1778602022.342105,0,137,14070
1778602022.354808,1,137,12665
1778602022.371315,2,137,2198
1778602022.390763,0,138,14079
1778602022.405170,1,138,12677
1778602022.412243,2,138,2211
1778602022.427687,0,139,14090
1778602022.457278,1,139,12689
1778602022.459458,2,139,2223
1778602022.470031,0,140,14101
1778602022.485508,1,140,12701
1778602022.494315,2,140,2235
1778602022.507638,0,141,14112
1778602022.523879,1,141,12713
1778602022.532488,2,141,2248
1778602022.546762,0,142,14122
1778602022.560519,1,142,12725
1778602022.572310,2,142,2261
1778602022.589773,0,143,14132
1778602022.604865,1,143,12736
1778602022.607842,2,143,2274
1778602022.629858,0,144,14143
1778602022.643358,1,144,12747
1778602022.646795,2,144,2285
1778602022.661770,0,145,14153
1778602022.674867,1,145,12759
1778602022.690340,2,145,2298
1778602022.709332,0,146,14163
1778602022.720407,1,146,12769
1778602022.731197,2,146,2310
1778602022.781838,0,147,14175
1778602022.817606,2,147,2323
1778602022.825530,0,148,14297
1778602022.835548,1,147,12781
1778602022.846700,1,148,12909
1778602022.850796,0,149,14309
1778602022.852696,1,149,12923
1778602022.854281,2,148,2445
1778602022.866621,2,149,2458
1778602022.872324,0,150,14319
1778602022.879780,1,150,12936
1778602022.890961,2,150,2471
1778602022.905779,0,151,14329
1778602022.923187,1,151,12947
1778602022.929893,2,151,2484
1778602022.956253,0,152,14339
1778602022.965246,1,152,12959
1778602022.971221,2,152,2496
1778602022.988298,0,153,14349
1778602023.005061,1,153,12971
1778602023.013496,2,153,2508
1778602023.031170,0,154,14359
1778602023.035209,1,154,12984
1778602023.042104,2,154,2521
1778602023.062512,0,155,14370
1778602023.082239,1,155,12996
1778602023.086294,2,155,2533
1778602023.107318,0,156,14381
1778602023.121352,1,156,13008
1778602023.130491,2,156,2545
1778602023.148054,0,157,14391
1778602023.164137,1,157,13019
1778602023.170568,2,157,2556
1778602023.190651,0,158,14402
1778602023.195440,1,158,13032
1778602023.202304,2,158,2569
1778602023.222323,0,159,14412
1778602023.240943,1,159,13044
1778602023.246679,2,159,2583
1778602023.266330,0,160,14423
1778602023.282512,1,160,13057
1778602023.289302,2,160,2595
1778602023.307546,0,161,14434
1778602023.325794,1,161,13069
1778602023.333757,2,161,2607
1778602023.350375,0,162,14443
1778602023.354486,1,162,13081
1778602023.363134,2,162,2620
1778602023.381994,0,163,14453
1778602023.400193,1,163,13092
1778602023.407492,2,163,2634
1778602023.426319,0,164,14463
1778602023.444168,1,164,13104
1778602023.449686,2,164,2647
1778602023.467627,0,165,14474
1778602023.483933,1,165,13116
1778602023.490463,2,165,2660
1778602023.509759,0,166,14484
1778602023.515210,1,166,13130
1778602023.527804,2,166,2673
1778602023.541876,0,167,14493
1778602023.560864,1,167,13141
1778602023.568028,2,167,2686
1778602023.589016,0,168,14504
1778602023.602248,1,168,13154
1778602023.608567,2,168,2697
1778602023.629046,0,169,14515
1778602023.645110,1,169,13167
1778602023.649829,2,169,2708
1778602023.669323,0,170,14526
1778602023.675093,1,170,13179
1778602023.682594,2,170,2718
1778602023.703895,0,171,14534
1778602023.746479,1,171,13190
1778602023.751439,2,171,2730
1778602023.762078,1,172,13202
1778602023.768259,2,172,2743
1778602023.772131,0,172,14545
1778602023.803953,1,173,13213
1778602023.804552,0,173,14660
1778602023.810168,2,173,2754
1778602023.827062,0,174,14672
1778602023.835183,1,174,13225
1778602023.842270,2,174,2766
1778602023.868525,0,175,14682
1778602023.881372,1,175,13236
1778602023.887395,2,175,2778
1778602023.908670,0,176,14695
1778602023.923571,1,176,13249
1778602023.929254,2,176,2792
1778602023.950221,0,177,14704
1778602023.963984,1,177,13261
1778602023.971298,2,177,2805
1778602023.982832,0,178,14714
1778602024.000012,1,178,13274
1778602024.002527,2,178,2817
1778602024.030203,0,179,14725
1778602024.040999,1,179,13286
1778602024.046970,2,179,2829
1778602024.067906,0,180,14735
1778602024.081833,1,180,13298
1778602024.090686,2,180,2842
1778602024.111812,0,181,14746
1778602024.124356,1,181,13310
1778602024.131727,2,181,2854
1778602024.142085,0,182,14757
1778602024.156770,1,182,13323
1778602024.162314,2,182,2867
1778602024.189064,0,183,14768
1778602024.201185,1,183,13333
1778602024.208678,2,183,2879
1778602024.228939,0,184,14777
1778602024.243267,1,184,13345
1778602024.248693,2,184,2892
1778602024.271888,0,185,14787
1778602024.284718,1,185,13357
1778602024.291594,2,185,2904
1778602024.301793,0,186,14797
1778602024.315208,1,186,13368
1778602024.322203,2,186,2917
1778602024.346834,0,187,14807
1778602024.361725,1,187,13380
1778602024.366669,2,187,2928
1778602024.388235,0,188,14818
1778602024.402277,1,188,13394
1778602024.409469,2,188,2940
1778602024.430280,0,189,14829
1778602024.443704,1,189,13406
1778602024.452380,2,189,2953
1778602024.462997,0,190,14839
1778602024.475360,1,190,13417
1778602024.483183,2,190,2966
1778602024.508201,0,191,14851
1778602024.520441,1,191,13430
1778602024.527170,2,191,2979
1778602024.551940,0,192,14861
1778602024.562404,1,192,13443
1778602024.569210,2,192,2992
1778602024.590404,0,193,14870
1778602024.604763,1,193,13456
1778602024.611589,2,193,3004
1778602024.622617,0,194,14880
1778602024.635963,1,194,13468
1778602024.644532,2,194,3016
1778602024.664923,0,195,14892
1778602024.680900,1,195,13481
1778602024.689190,2,195,3029
1778602024.709087,0,196,14902
1778602024.722116,1,196,13494
1778602024.729418,2,196,3042
1778602024.790643,0,197,14914
1778602024.816421,1,197,13507
1778602024.832186,0,198,15049
1778602024.838082,1,198,13652
1778602024.839458,2,197,3056
1778602024.855325,0,199,15060
1778602024.855726,1,199,13665
1778602024.869495,2,198,3192
1778602024.872599,2,199,3204
1778602024.873225,0,200,15070
1778602024.882285,1,200,13678
1778602024.889317,2,200,3217
1778602024.903124,0,201,15080
1778602024.922676,1,201,13689
1778602024.929582,2,201,3229
1778602024.950495,0,202,15091
1778602024.962482,1,202,13701
1778602024.969465,2,202,3241
1778602024.989093,0,203,15102
1778602025.007323,1,203,13713
1778602025.019697,2,203,3254
1778602025.031586,0,204,15113
1778602025.035477,1,204,13726
1778602025.043498,2,204,3266
1778602025.065847,0,205,15124
1778602025.080766,1,205,13737
1778602025.089934,2,205,3280
1778602025.106233,0,206,15134
1778602025.124915,1,206,13749
1778602025.129622,2,206,3292
1778602025.148873,0,207,15144
1778602025.165171,1,207,13760
1778602025.172786,2,207,3305
1778602025.190867,0,208,15153
1778602025.195851,1,208,13772
1778602025.202922,2,208,3317
1778602025.223131,0,209,15163
1778602025.242335,1,209,13785
1778602025.248851,2,209,3329
1778602025.267231,0,210,15172
1778602025.282332,1,210,13796
1778602025.289599,2,210,3342
1778602025.308755,0,211,15182
1778602025.325320,1,211,13807
1778602025.333087,2,211,3355
1778602025.349232,0,212,15192
1778602025.356139,1,212,13818
1778602025.368583,2,212,3368
1778602025.390458,0,213,15202
1778602025.402988,1,213,13830
1778602025.407919,2,213,3380
1778602025.422956,0,214,15212
1778602025.442945,1,214,13842
1778602025.451367,2,214,3392
1778602025.467210,0,215,15220
1778602025.484035,1,215,13852
1778602025.489569,2,215,3403
1778602025.508828,0,216,15230
1778602025.515156,1,216,13863
1778602025.533233,2,216,3415
1778602025.549420,0,217,15240
1778602025.560141,1,217,13874
1778602025.564947,2,217,3428
1778602025.591892,0,218,15252
1778602025.602790,1,218,13886
1778602025.609055,2,218,3440
1778602025.623281,0,219,15261
1778602025.642874,1,219,13898
1778602025.649650,2,219,3453
1778602025.668379,0,220,15270
1778602025.684165,1,220,13908
1778602025.690829,2,220,3465
1778602025.709132,0,221,15280
1778602025.716190,1,221,13919
1778602025.723604,2,221,3477
1778602025.762611,1,222,13932
1778602025.770791,2,222,3490
1778602025.797621,0,222,15293
1778602025.824483,1,223,13943
1778602025.826155,2,223,3502
1778602025.837027,0,223,15449
1778602025.839821,0,224,15460
1778602025.844631,1,224,13955
1778602025.853302,2,224,3515
1778602025.866817,0,225,15470
1778602025.876801,1,225,13968
1778602025.883313,2,225,3528
1778602025.908799,0,226,15481
1778602025.921820,1,226,13980
1778602025.927866,2,226,3540
1778602025.947945,0,227,15491
1778602025.964220,1,227,13993
1778602025.970404,2,227,3553
1778602025.991609,0,228,15499
1778602026.005193,1,228,14006
1778602026.011300,2,228,3566
1778602026.022617,0,229,15508
1778602026.037868,1,229,14017
1778602026.043176,2,229,3578
1778602026.068525,0,230,15516
1778602026.080897,1,230,14028
1778602026.088794,2,230,3589
1778602026.109053,0,231,15526
1778602026.122724,1,231,14040
1778602026.133503,2,231,3601
1778602026.151265,0,232,15536
1778602026.164517,1,232,14051
1778602026.171309,2,232,3614
1778602026.183852,0,233,15546
1778602026.195915,1,233,14062
1778602026.207209,2,233,3628
1778602026.228142,0,234,15557
1778602026.243547,1,234,14072
1778602026.249306,2,234,3639
1778602026.268758,0,235,15566
1778602026.288441,1,235,14084
1778602026.300221,2,235,3650
1778602026.310451,0,236,15576
1778602026.324646,1,236,14097
1778602026.331856,2,236,3663
1778602026.344423,0,237,15585
1778602026.357480,1,237,14107
1778602026.363649,2,237,3677
1778602026.389432,0,238,15594
1778602026.402447,1,238,14120
1778602026.411878,2,238,3690
1778602026.430097,0,239,15604
1778602026.442551,1,239,14133
1778602026.452066,2,239,3703
1778602026.471596,0,240,15614
1778602026.486861,1,240,14145
1778602026.498536,2,240,3715
1778602026.502921,0,241,15624
1778602026.517112,1,241,14155
1778602026.523487,2,241,3728
1778602026.549396,0,242,15634
1778602026.562149,1,242,14166
1778602026.567604,2,242,3740
1778602026.590489,0,243,15644
1778602026.602689,1,243,14179
1778602026.610651,2,243,3751
1778602026.631456,0,244,15655
1778602026.649573,1,244,14192
1778602026.653989,2,244,3764
1778602026.662243,0,245,15666
1778602026.678548,1,245,14202
1778602026.688046,2,245,3777
1778602026.704025,0,246,15675
1778602026.721385,1,246,14212
1778602026.729762,2,246,3789
1778602026.785043,0,247,15685
1778602026.809574,1,247,14228
1778602026.821933,0,248,15838
1778602026.840056,1,248,14389
1778602026.840857,2,247,3802
1778602026.857520,0,249,15850
1778602026.860009,1,249,14401
1778602026.871899,0,250,15860
1778602026.878098,2,248,3956
1778602026.878297,2,249,3968
1778602026.885364,2,250,3981
1778602026.892808,1,250,14414
1778602026.906096,0,251,15870
1778602026.923344,1,251,14425
1778602026.929137,2,251,3994
1778602026.948204,0,252,15877
1778602026.963941,1,252,14437
1778602026.970500,2,252,4006
1778602026.993897,0,253,15886
1778602027.003496,1,253,14450
1778602027.010931,2,253,4017
1778602027.030279,0,254,15895
1778602027.043540,2,254,4029
1778602027.055965,1,254,14462
1778602027.071693,0,255,15904
1778602027.076211,1,255,14473
1778602027.088604,2,255,4042
1778602027.102883,0,256,15915
1778602027.122632,1,256,14483
1778602027.129719,2,256,4055
1778602027.147372,0,257,15924
1778602027.163925,1,257,14496
1778602027.174369,2,257,4066
1778602027.189538,0,258,15934
1778602027.204663,2,258,4077
1778602027.207499,1,258,14509
1778602027.230069,0,259,15943
1778602027.236564,1,259,14519
1778602027.252587,2,259,4090
1778602027.274864,0,260,15953
1778602027.281867,1,260,14531
1778602027.295617,2,260,4103
1778602027.303012,0,261,15963
1778602027.323754,1,261,14543
1778602027.330732,2,261,4116
1778602027.349730,0,262,15972
1778602027.364104,2,262,4129
1778602027.366013,1,262,14555
1778602027.389327,0,263,15981
1778602027.396498,1,263,14566
1778602027.416902,2,263,4140
1778602027.437765,0,264,15992
1778602027.441505,1,264,14578
1778602027.450808,2,264,4152
1778602027.463050,0,265,16001
1778602027.483065,1,265,14590
1778602027.490711,2,265,4164
1778602027.507368,0,266,16010
1778602027.526301,1,266,14603
1778602027.531595,2,266,4175
1778602027.549326,0,267,16020
1778602027.588365,1,267,14614
1778602027.592704,2,267,4188
1778602027.595793,0,268,16029
1778602027.602683,1,268,14625
1778602027.610715,2,268,4201
1778602027.632151,0,269,16039
1778602027.642978,1,269,14637
1778602027.650150,2,269,4213
1778602027.662799,0,270,16050
1778602027.685666,1,270,14649
1778602027.691807,2,270,4224
1778602027.708698,0,271,16059
1778602027.716644,1,271,14662
1778602027.723879,2,271,4235
1778602027.761912,1,272,14674
1778602027.768487,2,272,4247
1778602027.786636,0,272,16069
1778602027.820287,1,273,14687
1778602027.822631,2,273,4261
1778602027.834267,0,273,16205
1778602027.837070,0,274,16217
1778602027.845839,1,274,14700
1778602027.851487,2,274,4274
1778602027.870047,0,275,16227
1778602027.876090,1,275,14712
1778602027.893049,2,275,4287
1778602027.912107,0,276,16236
1778602027.922320,1,276,14724
1778602027.926273,2,276,4299
1778602027.943882,0,277,16245
1778602027.966107,1,277,14736
1778602027.967810,2,277,4309
1778602027.991032,0,278,16254
1778602028.007124,1,278,14748
1778602028.009723,2,278,4321
1778602028.030802,0,279,16263
1778602028.036652,1,279,14759
1778602028.054498,2,279,4334
1778602028.069585,0,280,16273
1778602028.081339,1,280,14771
1778602028.084222,2,280,4346
1778602028.111430,0,281,16283
1778602028.125435,1,281,14783
1778602028.130278,2,281,4358
1778602028.142889,0,282,16292
1778602028.164818,1,282,14795
1778602028.171272,2,282,4370
1778602028.188758,0,283,16303
1778602028.196187,1,283,14805
1778602028.212463,2,283,4382
1778602028.229075,0,284,16314
1778602028.242596,1,284,14817
1778602028.245256,2,284,4394
1778602028.272307,0,285,16324
1778602028.282897,1,285,14829
1778602028.290154,2,285,4407
1778602028.311992,0,286,16332
1778602028.323452,1,286,14841
1778602028.332257,2,286,4419
1778602028.343137,0,287,16341
1778602028.365507,2,287,4431
1778602028.367855,1,287,14853
1778602028.388852,0,288,16350
1778602028.396333,1,288,14865
1778602028.408988,2,288,4444
1778602028.429589,0,289,16359
1778602028.442548,1,289,14875
1778602028.451365,2,289,4456
1778602028.469795,0,290,16368
1778602028.483744,1,290,14888
1778602028.492374,2,290,4467
1778602028.513108,0,291,16377
1778602028.524750,1,291,14898
1778602028.526165,2,291,4480
1778602028.543262,0,292,16387
1778602028.565782,1,292,14910
1778602028.570502,2,292,4491
1778602028.589034,0,293,16397
1778602028.597250,1,293,14921
1778602028.614294,2,293,4503
1778602028.631063,0,294,16409
1778602028.642509,1,294,14933
1778602028.652693,2,294,4516
1778602028.674282,0,295,16419
1778602028.683645,1,295,14946
1778602028.685135,2,295,4528
1778602028.702628,0,296,16429
1778602028.725862,1,296,14958
1778602028.741428,2,296,4542
1778602028.780575,0,297,16438
1778602028.811279,2,297,4555
1778602028.824397,0,298,16570
1778602028.873262,1,297,14971
1778602028.889652,2,298,4704
1778602028.906446,1,298,15127
1778602028.909417,0,299,16581
1778602028.910438,1,299,15140
1778602028.912866,2,299,4718
1778602028.916091,0,300,16591
1778602028.917713,1,300,15152
1778602028.922646,2,300,4730
1778602028.923712,0,301,16601
1778602028.925900,1,301,15165
1778602028.932013,2,301,4742
1778602028.955206,0,302,16610
1778602028.965237,1,302,15177
1778602028.972347,2,302,4755
1778602028.982350,0,303,16620
1778602028.998042,1,303,15189
1778602029.008446,2,303,4767
1778602029.028702,0,304,16630
1778602029.043166,1,304,15200
1778602029.049860,2,304,4778
1778602029.070901,0,305,16640
1778602029.090399,1,305,15213
1778602029.092321,2,305,4790
1778602029.112939,0,306,16650
1778602029.125777,1,306,15226
1778602029.131665,2,306,4803
1778602029.143935,0,307,16660
1778602029.159880,1,307,15239
1778602029.174995,2,307,4815
1778602029.189692,0,308,16670
1778602029.202797,1,308,15250
1778602029.205779,2,308,4827
1778602029.232555,0,309,16680
1778602029.243278,1,309,15262
1778602029.248762,2,309,4839
1778602029.273515,0,310,16690
1778602029.286431,1,310,15272
1778602029.290394,2,310,4851
1778602029.310325,0,311,16699
1778602029.317552,1,311,15284
1778602029.333367,2,311,4862
