abs_time,cam_index,frame_in,rtp_seq
1778759646.672470,2,1,32561
1778759646.726857,2,2,32671
1778759646.731275,2,3,32692
1778759646.733847,0,1,749
1778759646.771120,1,1,1519
1778759646.782901,0,2,854
1778759646.787266,2,4,32705
1778759646.789701,0,3,867
1778759646.792862,2,5,32726
1778759646.793849,1,2,1629
1778759646.795546,1,3,1642
1778759646.922120,0,4,888
1778759646.923916,1,4,1656
1778759646.925178,2,6,32756
1778759646.928528,1,5,1680
1778759646.929143,0,5,907
1778759646.929354,2,7,32775
1778759646.934462,1,6,1703
1778759646.934557,0,6,935
1778759646.936859,2,8,32805
1778759646.940941,0,7,955
1778759646.960448,1,7,1723
1778759646.965266,2,9,32822
1778759646.979684,0,8,974
1778759646.998827,1,8,1752
1778759647.004355,2,10,32843
1778759647.036598,0,9,997
1778759647.036917,1,9,1775
1778759647.040668,2,11,32869
1778759647.065526,0,10,1020
1778759647.107081,1,10,1799
1778759647.107156,2,12,32891
1778759647.109808,0,11,1045
1778759647.111463,1,11,1822
1778759647.138070,2,13,32912
1778759647.148482,0,12,1066
1778759647.161949,1,12,1845
1778759647.162158,2,14,32939
1778759647.179671,0,13,1086
1778759647.205454,1,13,1865
1778759647.206820,2,15,32959
1778759647.240043,0,14,1105
1778759647.248030,2,16,32986
1778759647.248192,1,14,1895
1778759647.259495,0,15,1134
1778759647.294664,1,15,1917
1778759647.296459,2,17,33009
1778759647.296528,0,16,1156
1778759647.310362,1,16,1938
1778759647.334035,2,18,33028
1778759647.340563,0,17,1176
1778759647.350126,1,17,1960
1778759647.354072,2,19,33049
1778759647.379676,0,18,1199
1778759647.395669,1,18,1984
1778759647.397044,2,20,33071
1778759647.444787,0,19,1221
1778759647.446923,1,19,2004
1778759647.447697,2,21,33094
1778759647.459617,0,20,1243
1778759647.499695,1,20,2027
1778759647.503853,2,22,33117
1778759647.503963,0,21,1264
1778759647.509578,1,21,2047
1778759647.514600,2,23,33145
1778759647.540447,0,22,1288
1778759647.550437,1,22,2069
1778759647.554414,2,24,33166
1778759647.577439,0,23,1310
1778759647.595345,1,23,2094
1778759647.599242,2,25,33192
1778759647.621001,0,24,1332
1778759647.656508,1,24,2116
1778759647.656808,2,26,33215
1778759647.657500,0,25,1356
1778759647.671749,1,25,2139
1778759647.675391,2,27,33237
1778759647.710148,1,26,2170
1778759647.726830,2,28,33258
1778759647.732294,0,26,1381
1778759647.767467,1,27,2198
1778759647.768292,0,27,1427
1778759647.768537,2,29,33282
1778759647.776648,0,28,1468
1778759647.797493,2,30,33306
1778759647.797900,1,28,2221
1778759647.819712,0,29,1506
1778759647.835788,1,29,2242
1778759647.840387,2,31,33330
1778759647.877292,0,30,1527
1778759647.879636,1,30,2263
1778759647.885059,2,32,33472
1778759647.902009,0,31,1558
1778759647.946830,1,31,2290
1778759647.961611,2,33,33489
1778759647.962722,0,32,1665
1778759647.964518,2,34,33507
1778759647.966344,1,32,2418
1778759647.980759,0,33,1678
1778759647.989435,1,33,2434
1778759647.995329,2,35,33525
1778759648.019991,0,34,1690
1778759648.035701,1,34,2449
1778759648.039172,2,36,33546
1778759648.059783,0,35,1713
1778759648.075533,1,35,2469
1778759648.080084,2,37,33570
1778759648.092873,0,36,1735
1778759648.110508,1,36,2492
1778759648.120776,2,38,33593
1778759648.139304,0,37,1754
1778759648.156041,1,37,2512
1778759648.159663,2,39,33617
1778759648.179359,0,38,1781
1778759648.194916,1,38,2532
1778759648.199592,2,40,33640
1778759648.225297,0,39,1801
1778759648.236435,1,39,2561
1778759648.241378,2,41,33667
1778759648.254735,0,40,1822
1778759648.270184,1,40,2584
1778759648.275379,2,42,33691
1778759648.299808,0,41,1849
1778759648.324417,1,41,2602
1778759648.333818,2,43,33709
1778759648.342335,0,42,1872
1778759648.362764,1,42,2631
1778759648.370833,2,44,33735
1778759648.384188,0,43,1892
1778759648.404500,1,43,2653
1778759648.412334,2,45,33759
1778759648.418480,0,44,1920
1778759648.436720,1,44,2675
1778759648.460496,2,46,33782
1778759648.466504,0,45,1944
1778759648.482454,1,45,2695
1778759648.490071,2,47,33806
1778759648.504027,0,46,1965
1778759648.520549,1,46,2717
1778759648.526255,2,48,33826
1778759648.548126,0,47,1986
1778759648.560733,1,47,2738
1778759648.568603,2,49,33849
1778759648.576773,0,48,2009
1778759648.592935,2,50,33870
1778759648.603886,1,48,2760
1778759648.616513,0,49,2029
1778759648.636015,1,49,2781
1778759648.636365,2,51,33893
1778759648.659359,0,50,2052
1778759648.675605,1,50,2802
1778759648.715548,2,52,33922
1778759648.737815,2,53,33959
1778759648.739660,0,51,2074
1778759648.747003,0,52,2106
1778759648.757536,1,51,2825
1778759648.776841,1,52,2859
1778759648.786054,2,54,33989
1778759648.792794,0,53,2138
1778759648.801612,1,53,2894
1778759648.808547,2,55,34021
1778759648.814385,0,54,2168
1778759648.831557,1,54,2931
1778759648.832229,2,56,34056
1778759648.860439,0,55,2194
1778759648.877535,1,55,2950
1778759648.883798,2,57,34086
1778759648.899606,0,56,2224
1778759648.915746,1,56,2981
1778759648.918330,2,58,34109
1778759648.945609,0,57,2250
1778759648.954912,1,57,3009
1778759648.963966,2,59,34132
1778759648.980167,0,58,2270
1778759648.992855,1,58,3029
1778759648.994777,2,60,34151
1778759649.016697,0,59,2294
1778759649.035427,1,59,3048
1778759649.037541,2,61,34172
1778759649.064132,0,60,2315
1778759649.072755,1,60,3076
1778759649.080088,2,62,34265
1778759649.102126,0,61,2335
1778759649.137549,1,61,3095
1778759649.151289,2,63,34281
1778759649.151390,0,62,2419
1778759649.152885,2,64,34297
1778759649.153684,1,62,3171
1778759649.180572,0,63,2432
1778759649.189627,1,63,3184
1778759649.199305,2,65,34316
1778759649.219663,0,64,2444
1778759649.236968,1,64,3201
1778759649.243301,2,66,34339
1778759649.259206,0,65,2465
1778759649.276772,1,65,3218
1778759649.284350,2,67,34369
1778759649.299622,1,66,3240
1778759649.319262,0,66,2487
1778759649.321581,2,68,34404
1778759649.334351,0,67,2513
1778759649.349380,1,67,3266
1778759649.362679,2,69,34425
1778759649.376840,0,68,2529
1778759649.396374,1,68,3292
1778759649.402338,2,70,34442
1778759649.419056,0,69,2554
1778759649.435953,1,69,3319
1778759649.440162,2,71,34470
