abs_time,cam_index,frame_in,rtp_seq
1778759544.579892,2,1,14964
1778759544.639183,0,1,21115
1778759544.665742,1,1,22861
1778759544.691120,2,2,15013
1778759544.706750,0,2,21138
1778759544.731721,1,2,22889
1778759544.738503,2,3,15037
1778759544.752910,0,3,21164
1778759544.756296,1,3,22920
1778759544.757461,2,4,15064
1778759544.785142,1,4,22937
1778759544.788177,0,4,21188
1778759544.788610,2,5,15082
1778759544.791207,0,5,21208
1778759544.796053,1,5,22961
1778759544.800734,2,6,15103
1778759544.812135,0,6,21236
1778759544.819659,1,6,22978
1778759544.830582,2,7,15131
1778759544.845289,0,7,21257
1778759544.858080,1,7,23006
1778759544.862385,2,8,15159
1778759544.885423,1,8,23024
1778759544.896348,0,8,21278
1778759544.898592,2,9,15179
1778759544.915505,0,9,21297
1778759544.932513,1,9,23042
1778759544.938130,2,10,15198
1778759544.962710,0,10,21317
1778759544.979654,1,10,23060
1778759544.980223,2,11,15219
1778759545.002930,0,11,21345
1778759545.016898,1,11,23077
1778759545.024850,2,12,15242
1778759545.040570,1,12,23103
1778759545.059349,0,12,21364
1778759545.062746,2,13,15262
1778759545.077796,0,13,21393
1778759545.093131,1,13,23125
1778759545.102160,2,14,15290
1778759545.135453,0,14,21414
1778759545.137974,1,14,23144
1778759545.161947,2,15,15313
1778759545.165097,0,15,21436
1778759545.177891,1,15,23162
1778759545.189598,2,16,15333
1778759545.205317,1,16,23179
1778759545.219421,0,16,21459
1778759545.223730,2,17,15353
1778759545.237997,0,17,21483
1778759545.254210,1,17,23207
1778759545.260213,2,18,15377
1778759545.283172,0,18,21507
1778759545.297491,1,18,23225
1778759545.306766,2,19,15398
1778759545.320515,0,19,21531
1778759545.344975,1,19,23257
1778759545.346034,2,20,15420
1778759545.362644,1,20,23273
1778759545.378665,0,20,21553
1778759545.380184,2,21,15443
1778759545.400422,0,21,21574
1778759545.416820,1,21,23298
1778759545.427782,2,22,15474
1778759545.450655,1,22,23316
1778759545.463244,2,23,15496
1778759545.477751,0,22,21596
1778759545.495096,1,23,23335
1778759545.506493,0,23,21636
1778759545.513623,2,24,15518
1778759545.525360,0,24,21676
1778759545.529019,1,24,23353
1778759545.545479,2,25,15542
1778759545.563058,0,25,21708
1778759545.579610,1,25,23378
1778759545.634871,2,26,15565
1778759545.643226,0,26,21741
1778759545.652240,1,26,23524
1778759545.656884,2,27,15589
1778759545.724208,0,27,21765
1778759545.775425,1,27,23539
1778759545.778812,2,28,15733
1778759545.786268,0,28,21876
1778759545.786451,1,28,23552
1778759545.791299,2,29,15749
1778759545.793471,0,29,21888
1778759545.796433,1,29,23568
1778759545.803210,2,30,15766
1778759545.809523,0,30,21901
1778759545.818061,1,30,23587
1778759545.824832,2,31,15786
1778759545.831368,0,31,21922
1778759545.838526,1,31,23608
1778759545.844812,2,32,15806
1778759545.853196,0,32,21943
1778759545.861175,1,32,23627
1778759545.869093,2,33,15829
1778759545.883856,0,33,21967
1778759545.899376,1,33,23649
1778759545.900798,2,34,15851
1778759545.923483,0,34,21990
1778759545.940149,1,34,23669
1778759545.940853,2,35,15878
1778759545.965538,0,35,22011
1778759545.978404,2,36,15907
1778759545.979347,1,35,23689
1778759545.998074,0,36,22031
1778759546.013061,1,36,23709
1778759546.015514,2,37,15927
1778759546.043500,0,37,22052
1778759546.059715,1,37,23729
1778759546.060910,2,38,15952
1778759546.085804,0,38,22078
1778759546.098201,1,38,23748
1778759546.101970,2,39,15975
1778759546.128188,0,39,22101
1778759546.144301,1,39,23774
1778759546.144545,2,40,16002
1778759546.160491,0,40,22130
1778759546.179003,1,40,23803
1778759546.180271,2,41,16026
1778759546.200596,0,41,22153
1778759546.216692,1,41,23822
1778759546.222827,2,42,16047
1778759546.245608,0,42,22172
1778759546.258909,1,42,23843
1778759546.267487,2,43,16071
1778759546.292754,0,43,22195
1778759546.299389,1,43,23862
1778759546.306632,2,44,16093
1778759546.317813,0,44,22214
1778759546.333587,1,44,23882
1778759546.336500,2,45,16115
1778759546.362827,0,45,22234
1778759546.377558,1,45,23900
1778759546.381618,2,46,16138
1778759546.405604,0,46,22258
1778759546.458092,1,46,23923
1778759546.480510,2,47,16158
1778759546.483521,1,47,23961
1778759546.506088,2,48,16195
1778759546.522667,0,47,22278
1778759546.537305,0,48,22310
1778759546.552636,1,48,24007
1778759546.557322,2,49,16232
1778759546.568923,0,49,22347
1778759546.587624,1,49,24025
1778759546.598415,2,50,16261
1778759546.612972,0,50,22389
1778759546.620381,1,50,24057
1778759546.626523,2,51,16293
1778759546.636867,0,51,22412
1778759546.643529,1,51,24075
1778759546.656826,2,52,16321
1778759546.664144,0,52,22430
1778759546.676136,1,52,24108
1778759546.689120,2,53,16343
1778759546.694929,0,53,22461
1778759546.701095,2,54,16362
1778759546.706159,1,53,24137
1778759546.720811,0,54,22479
1778759546.734524,1,54,24156
1778759546.738177,2,55,16384
1778759546.766140,0,55,22505
1778759546.778948,1,55,24176
1778759546.816636,2,56,16405
1778759546.825218,0,56,22526
1778759546.832689,1,56,24293
1778759546.834397,2,57,16428
1778759546.879540,0,57,22546
1778759546.919888,1,57,24306
1778759546.923003,2,58,16526
1778759546.926823,0,58,22636
1778759546.937551,1,58,24319
1778759546.950176,2,59,16541
1778759546.957264,0,59,22651
1778759546.970654,1,59,24336
1778759546.971155,2,60,16555
1778759546.972673,0,60,22668
1778759546.976505,1,60,24360
1778759546.990230,2,61,16575
1778759547.005970,1,61,24390
1778759547.019202,0,61,22683
1778759547.022567,2,62,16596
1778759547.040119,0,62,22701
