abs_time,cam_index,frame_in,rtp_seq
1778604129.703170,1,1,12179
1778604129.703868,1,2,12220
1778604129.718466,2,1,7110
1778604129.720486,0,1,19219
1778604129.726900,2,2,7062
1778604129.738246,1,3,12233
1778604129.744691,2,3,7096
1778604129.744877,0,2,19143
1778604129.750385,2,4,7123
1778604129.753041,2,5,7098
1778604129.753211,0,3,19195
1778604129.754084,1,4,12270
1778604129.756856,1,5,12255
1778604129.756902,1,6,12256
1778604129.757009,0,4,19207
1778604129.763268,0,5,19232
1778604129.788208,1,7,12298
1778604129.796242,2,6,7140
1778604129.806365,0,6,19249
1778604129.830354,1,8,12310
1778604129.838299,2,7,7156
1778604129.847224,0,7,19263
1778604129.864307,1,9,12323
1778604129.878912,2,8,7167
1778604129.886629,0,8,19276
1778604129.913671,2,9,7179
1778604129.914062,1,10,12335
1778604129.946725,0,9,19288
1778604129.950748,1,11,12347
1778604129.954854,2,10,7193
1778604129.965741,0,10,19300
1778604129.996755,1,12,12359
1778604129.999854,2,11,7204
1778604130.007103,0,11,19312
1778604130.023746,1,13,12372
1778604130.064600,0,12,19325
1778604130.064777,2,12,7214
1778604130.069249,1,14,12384
1778604130.069475,2,13,7237
1778604130.088250,0,13,19337
1778604130.109253,1,15,12396
1778604130.113335,2,14,7239
1778604130.119317,0,14,19350
1778604130.153368,1,16,12408
1778604130.157781,2,15,7252
1778604130.188476,1,17,12410
1778604130.188772,0,15,19362
1778604130.195382,2,16,7265
1778604130.208483,0,16,19374
1778604130.231445,2,17,7279
1778604130.233919,1,18,12432
1778604130.247383,0,17,19387
1778604130.275471,1,19,12435
1778604130.275700,2,18,7291
1778604130.291406,0,18,19400
1778604130.313973,1,20,12456
1778604130.315433,2,19,7312
1778604130.325421,0,19,19417
1778604130.342386,1,21,12469
1778604130.356449,2,20,7328
1778604130.367321,0,20,19429
1778604130.390754,1,22,12481
1778604130.395533,2,21,7340
1778604130.407149,0,21,19441
1778604130.432557,2,22,7353
1778604130.432746,1,23,12495
1778604130.446851,0,22,19453
1778604130.478644,2,23,7363
1778604130.478847,1,24,12501
1778604130.488269,0,23,19466
1778604130.506458,1,25,12510
1778604130.514312,2,24,7378
1778604130.521296,0,24,19479
1778604130.549318,1,26,12522
1778604130.557149,2,25,7390
1778604130.566344,0,25,19491
1778604130.591198,2,26,7396
1778604130.591432,1,27,12532
1778604130.639422,1,28,12555
1778604130.639828,2,27,7417
1778604130.648291,0,26,19505
1778604130.653632,0,27,19526
1778604130.663451,1,29,12564
1778604130.675542,2,28,7430
1778604130.680547,0,28,19541
1778604130.708109,1,30,12580
1778604130.715333,2,29,7442
1778604130.726374,0,29,19554
1778604130.750838,2,30,7458
1778604130.752663,1,31,12586
1778604130.767411,0,30,19567
1778604130.791394,1,32,12663
1778604130.795381,2,31,7471
1778604130.808553,0,31,19628
1778604130.822372,1,33,12675
1778604130.843940,0,32,19646
1778604130.844154,2,32,7540
1778604130.878181,2,33,7552
1778604130.878399,1,34,12687
1778604130.882846,0,33,19658
1778604130.910800,1,35,12699
1778604130.916868,2,34,7564
1778604130.929918,0,34,19670
1778604130.948670,2,35,7576
1778604130.954578,1,36,12711
1778604130.969262,0,35,19684
1778604130.984520,1,37,12723
1778604130.993995,2,36,7589
1778604131.009749,0,36,19696
1778604131.029098,1,38,12735
1778604131.035092,2,37,7601
1778604131.040363,0,37,19709
1778604131.069626,1,39,12747
1778604131.075341,2,38,7613
1778604131.086576,0,38,19721
1778604131.108376,2,39,7624
1778604131.114344,1,40,12759
1778604131.126583,0,39,19733
1778604131.142421,1,41,12771
1778604131.152318,2,40,7638
1778604131.166279,0,40,19745
1778604131.189269,1,42,12783
1778604131.194372,2,41,7650
1778604131.208284,0,41,19757
1778604131.229451,1,43,12795
1778604131.236446,2,42,7662
1778604131.240292,0,42,19769
1778604131.271151,1,44,12807
1778604131.278014,2,43,7675
1778604131.284246,0,43,19781
1778604131.305557,1,45,12819
1778604131.308085,2,44,7687
