abs_time,cam,rtp_seq
1777727045.692078,0,8273
1777727045.731089,1,10790
1777727045.755929,2,24192
1777727046.726088,0,8731
1777727047.718485,0,9086
1777727047.758294,1,11585
1777727047.761285,2,24839
1777727048.715216,0,9419
1777727049.714157,0,9746
1777727049.723362,1,12271
1777727049.750329,2,25546
1777727050.720356,0,10097
1777727051.718197,0,10443
1777727051.732338,1,12924
1777727051.759376,2,26208
1777727052.726843,0,10827
1777727053.733644,0,11241
1777727053.751241,1,13652
1777727053.767083,2,26932
1777727054.734193,0,11636
1777727055.730941,0,12027
1777727055.753858,1,14401
1777727055.764800,2,27659
1777727056.715904,0,12365
1777727057.726539,0,12713
1777727057.744751,1,15150
1777727057.768365,2,28400
1777727058.729865,0,13100
1777727059.725854,0,13477
1777727059.748261,1,15889
1777727059.768035,2,29163
1777727060.721459,0,13855
1777727061.725387,0,14232
1777727061.753199,1,16640
1777727061.771237,2,29929
1777727062.725749,0,14597
1777727063.717285,0,14964
1777727063.751657,1,17377
1777727063.778317,2,30681
1777727064.717540,0,15298
1777727065.729175,0,15668
1777727065.746739,1,18118
1777727065.778230,2,31422
1777727066.734950,0,16051
1777727067.732101,0,16453
1777727067.774000,2,32180
1777727067.776412,1,18870
1777727068.741884,0,16854
1777727069.724155,0,17225
