cam_index,rtp_seq,transit_ms
0,25728,169.3668
0,25729,169.8091
0,25730,169.9371
0,25731,172.1580
0,25732,172.1530
0,25733,172.1439
0,25734,172.1389
0,25735,172.1301
0,25736,172.1139
0,25737,172.1029
0,25738,172.0929
0,25739,172.0850
0,25740,172.0800
0,25741,172.0700
0,25742,172.0600
0,25743,172.0512
0,25744,172.0400
0,25745,172.0309
0,25746,172.0221
0,25747,172.0119
0,25748,172.0021
0,25749,171.9940
0,25750,171.9840
0,25751,173.7430
0,25752,173.7521
0,25753,173.7459
0,25754,173.7571
0,25755,173.7490
0,25756,173.7492
0,25757,173.7418
0,25758,173.7199
0,25759,173.7111
0,25760,173.7020
0,25761,173.6951
0,25762,173.6870
0,25763,173.6801
0,25764,173.6710
0,25765,173.6679
0,25766,173.6650
0,25767,173.6560
0,25768,173.6469
0,25769,173.6329
0,25770,173.6219
0,25771,173.6100
0,25772,178.3469
0,25773,178.3450
0,25774,178.3390
0,25775,178.3309
0,25776,178.3261
0,25777,178.3171
0,25778,178.3068
0,25779,178.2980
0,25780,178.2870
0,25781,178.2780
0,25782,178.2680
0,25783,178.2579
0,25784,178.2479
0,25785,178.2379
0,25786,178.2281
0,25787,178.2179
0,25788,178.2091
0,25789,178.1991
0,25790,178.1900
0,25791,178.1812
0,25792,178.1690
0,25793,178.1578
0,25794,178.1559
0,25795,178.1540
0,25796,179.8270
0,25797,179.8749
0,25798,179.9190
0,25799,179.9741
0,25800,180.0101
0,25801,180.0451
0,25802,180.0749
0,25803,180.1009
0,25804,180.1300
0,25805,180.1641
0,25806,180.1941
0,25807,180.2242
0,25808,180.2762
0,25809,180.3091
0,25810,180.3422
0,25811,180.3710
0,25812,180.4030
0,25813,180.4361
0,25814,180.4690
0,25815,180.4988
0,25816,180.5291
0,25817,180.5608
0,25818,180.5899
0,25819,180.6219
0,25820,180.6500
0,25821,197.0210
0,25822,197.0670
0,25823,197.0711
0,25824,197.0701
0,25825,197.0730
0,25826,198.8800
0,25827,198.9050
0,25828,198.9090
0,25829,198.9131
0,25830,199.2960
0,25831,199.4429
0,25832,199.5039
0,25833,199.5580
0,25834,199.6090
0,25835,160.1892
0,25836,160.3050
0,25837,160.5730
0,25838,160.7080
0,25839,160.7580
0,25840,160.8300
0,25841,160.8670
0,25842,160.8989
0,25843,160.9318
0,25844,160.9631
0,25845,160.9921
0,25846,161.0239
0,25847,131.7949
0,25848,131.8359
0,25849,131.9349
0,25850,131.9780
0,25851,132.0519
0,25852,132.0951
0,25853,132.1690
0,25854,132.2939
0,25855,132.3380
0,25856,136.6959
0,25857,136.7362
0,25858,136.9309
0,25859,97.1150
0,25860,97.3129
0,25861,97.5351
0,25862,97.7039
0,25863,97.7809
0,25864,97.8501
0,25865,97.9221
0,25866,97.9939
0,25867,58.2108
0,25868,58.2941
0,25869,58.4209
0,25870,58.5010
0,25871,58.5971
0,25872,58.7831
0,25873,58.8219
0,25874,58.9130
0,25875,62.4681
0,25876,62.5691
0,25877,62.6171
0,25878,62.6941
0,25879,62.7940
0,25880,62.9089
0,25881,62.9621
0,25882,63.0379
0,25883,63.1270
0,25884,167.4311
0,25885,167.5282
0,25886,167.5789
0,25887,167.6509
0,25888,168.1468
0,25889,168.3259
0,25890,168.7090
0,25891,168.8089
0,25892,130.0340
0,25893,130.1730
0,25894,130.2280
0,25895,130.2841
0,25896,130.3289
0,25897,130.3790
0,25898,130.4700
0,25899,130.5220
0,25900,96.0269
0,25901,96.1819
0,25902,96.2260
0,25903,96.2691
0,25904,96.3941
0,25905,96.5111
0,25906,96.5559
0,25907,96.6070
0,25908,78.4979
0,25909,78.5730
0,25910,78.6219
0,25911,83.1869
0,25912,83.1821
0,25913,83.1730
0,25914,83.3242
0,25915,83.4091
0,25916,83.4460
0,25917,68.2380
0,25918,68.2929
0,25919,68.3241
0,25920,68.3498
0,25921,68.3761
0,25922,68.4021
0,25923,71.1691
0,25924,71.2450
0,25925,71.2972
0,25926,44.3921
0,25927,47.2100
0,25928,47.2231
0,25929,49.7231
0,25930,49.7820
0,25931,49.8240
0,25932,49.8581
0,25933,49.8979
0,25934,49.9249
0,25935,50.2470
0,25936,42.8171
0,25937,42.8629
0,25938,42.9001
0,25939,42.9320
0,25940,42.9630
0,25941,42.9938
0,25942,45.2750
0,25943,45.2969
0,25944,98.8691
0,25945,101.4950
0,25946,101.5189
0,25947,101.5222
0,25948,110.6560
0,25949,110.9951
0,25950,111.0928
0,25951,111.1012
0,25952,111.1820
0,25953,111.1860
0,25954,70.7531
0,25955,70.8599
0,25956,70.9839
0,25957,70.9889
0,25958,71.1100
0,25959,71.1861
0,25960,71.1889
0,25961,71.1920
0,25962,71.1939
0,25963,44.4360
0,25964,53.8449
0,25965,53.8859
0,25966,58.0471
0,25967,58.0671
0,25968,58.0659
0,25969,58.0621
0,25970,58.0590
0,25971,58.0549
0,25972,39.7429
0,25973,39.7551
0,25974,39.7551
0,25975,47.2162
0,25976,48.8451
0,25977,48.8889
0,25978,48.8982
0,25979,50.8161
0,25980,50.9450
0,25981,51.0190
0,25982,37.9598
0,25983,53.1621
0,25984,53.2022
0,25985,53.2110
0,25986,53.2179
0,25987,53.5250
0,25988,53.5541
0,25989,53.5650
0,25990,63.0660
0,25991,82.2771
0,25992,82.3591
0,25993,82.4261
0,25994,82.4890
0,25995,82.5500
0,25996,82.6092
0,25997,82.6690
0,25998,82.7112
0,25999,82.7599
0,26000,46.2298
0,26001,46.3121
0,26002,46.3820
0,26003,46.4430
0,26004,46.5019
0,26005,46.5670
0,26006,46.6270
0,26007,46.6862
0,26008,46.7429
0,26009,53.6039
0,26010,58.5022
0,26011,58.5461
0,26012,58.5561
0,26013,58.5639
0,26014,61.9380
0,26015,62.0110
0,26016,62.2330
0,26017,62.3169
0,26018,62.3939
0,26019,49.5880
0,26020,49.6700
0,26021,49.7310
0,26022,49.7730
0,26023,49.8128
0,26024,49.8509
0,26025,50.2720
0,26026,50.3061
0,26027,50.3139
0,26028,55.3741
0,26029,64.2819
0,26030,64.3122
0,26031,64.3349
0,26032,64.3389
0,26033,64.3399
0,26034,64.3601
0,26035,64.3659
0,26036,64.3790
0,26037,60.4949
0,26038,60.5910
0,26039,60.6670
0,26040,60.7600
0,26041,60.9961
0,26042,61.0971
0,26043,61.1908
0,26044,61.2819
0,26045,61.3849
0,26046,45.0480
0,26047,45.0721
0,26048,63.4122
0,26049,63.4370
0,26050,63.4449
0,26051,63.4520
0,26052,63.4592
0,26053,74.3251
0,26054,74.3449
0,26055,74.3549
0,26056,74.3570
0,26057,74.3608
0,26058,74.3661
0,26059,80.4970
0,26060,80.5612
0,26061,80.6041
0,26062,80.6451
0,26063,80.6830
0,26064,80.7202
0,26065,80.7610
0,26066,80.8001
0,26067,80.8389
0,26068,80.8799
0,26069,80.9190
0,26070,80.9650
0,26071,81.0392
0,26072,81.0800
0,26073,81.1219
0,26074,81.1601
0,26075,82.3071
0,26076,82.3390
0,26077,82.3531
0,26078,82.3631
0,26079,82.3710
0,26080,82.3910
0,26081,82.4091
0,26082,82.4199
0,26083,82.4280
0,26084,82.4370
0,26085,82.4449
0,26086,82.4511
0,26087,82.4592
0,26088,82.4659
0,26089,82.4740
0,26090,82.4821
0,26091,82.4950
0,26092,82.5391
0,26093,82.5460
0,26094,82.5529
0,26095,82.5620
0,26096,86.0260
0,26097,86.0832
0,26098,86.1270
0,26099,86.1671
0,26100,86.2060
0,26101,86.2429
0,26102,86.2820
0,26103,86.3192
0,26104,86.3559
0,26105,86.4019
0,26106,86.4401
0,26107,86.4758
0,26108,86.5130
0,26109,87.0552
0,26110,87.1098
0,26111,87.1239
0,26112,87.1329
0,26113,87.1401
0,26114,87.3480
0,26115,87.3570
0,26116,87.3659
0,26117,87.3752
0,26118,87.3842
0,26119,87.3919
0,26120,87.3990
0,26121,87.4071
0,26122,87.4128
0,26123,87.4209
0,26124,87.4290
0,26125,87.4360
0,26126,87.4419
0,26127,87.4500
0,26128,87.4581
0,26129,87.4650
0,26130,91.0020
0,26131,91.0821
0,26132,91.1419
0,26133,91.1908
0,26134,91.2330
0,26135,91.2759
0,26136,91.3150
0,26137,91.3541
0,26138,91.3961
0,26139,91.4371
0,26140,91.4760
0,26141,91.5399
0,26142,91.5840
0,26143,91.6240
0,26144,91.6638
0,26145,91.7051
0,26146,91.7470
0,26147,91.7859
0,26148,92.3781
0,26149,92.4141
0,26150,92.4330
0,26151,92.4449
0,26152,92.4540
0,26153,92.4680
0,26154,92.4761
0,26155,89.5720
0,26156,89.6850
0,26157,89.7641
0,26158,89.7770
0,26159,89.7880
0,26160,89.7970
0,26161,89.8070
0,26162,89.8168
0,26163,89.8271
0,26164,89.8359
0,26165,89.8459
0,26166,89.8530
0,26167,89.8600
0,26168,57.6479
0,26169,63.2012
0,26170,63.3490
0,26171,63.4019
0,26172,63.4501
0,26173,63.4921
0,26174,63.5450
0,26175,63.5941
0,26176,63.6389
0,26177,63.6799
0,26178,42.2039
0,26179,44.8151
0,26180,49.0849
0,26181,49.1219
0,26182,49.2930
0,26183,49.3491
0,26184,49.3629
0,26185,49.3751
0,26186,49.3851
0,26187,49.3960
0,26188,49.4082
0,26189,49.4199
0,26190,47.7428
0,26191,47.9572
0,26192,47.9910
0,26193,48.0011
0,26194,48.0101
0,26195,48.0182
0,26196,48.0268
0,26197,48.0340
0,26198,48.0421
0,26199,48.0480
0,26200,44.1730
0,26201,54.9500
0,26202,54.9901
0,26203,55.0001
0,26204,55.0072
0,26205,55.0158
0,26206,55.0230
0,26207,55.0971
0,26208,55.1071
0,26209,59.0632
0,26210,59.0990
0,26211,52.8440
0,26212,52.8920
0,26213,52.9010
0,26214,52.9072
0,26215,64.1870
0,26216,64.2369
0,26217,64.2490
0,26218,64.5070
0,26219,64.5590
0,26220,64.5919
0,26221,48.1091
0,26222,48.1539
0,26223,48.1601
0,26224,48.1610
0,26225,49.6550
0,26226,49.7119
0,26227,49.7530
0,26228,49.7899
0,26229,49.8250
0,26230,49.8569
0,26231,54.7252
0,26232,54.7700
0,26233,54.7731
0,26234,54.7688
0,26235,54.7760
0,26236,54.7841
0,26237,54.7931
0,26238,54.8060
0,26239,57.4961
0,26240,57.5390
0,26241,45.0978
0,26242,49.2141
0,26243,49.3059
0,26244,49.3660
0,26245,49.4092
0,26246,49.4540
0,26247,49.4950
0,26248,49.5450
0,26249,51.8701
0,26250,51.9140
0,26251,76.6408
0,26252,76.7200
0,26253,76.7601
0,26254,76.7980
0,26255,76.8340
0,26256,140.8751
0,26257,140.9569
0,26258,141.0301
0,26259,141.1150
0,26260,141.1550
0,26261,141.1810
0,26262,102.3901
0,26263,102.4151
0,26264,102.4280
0,26265,102.4399
0,26266,102.4511
0,26267,102.4621
0,26268,102.4730
0,26269,102.4821
0,26270,102.4911
0,26271,102.5012
0,26272,102.5112
0,26273,86.3292
0,26274,86.5049
0,26275,86.8042
0,26276,86.8740
0,26277,86.9479
0,26278,87.0631
0,26279,87.1260
0,26280,87.2359
0,26281,87.2931
0,26282,87.3508
0,26283,87.4100
0,26284,87.4670
0,26285,87.5070
0,26286,49.5300
0,26287,49.6099
0,26288,49.6249
0,26289,254.0121
0,26290,254.1389
0,26291,254.1831
0,26292,254.2291
0,26293,254.2570
0,26294,254.2708
0,26295,254.2939
0,26296,254.3368
0,26297,229.9910
0,26298,230.0341
0,26299,230.2930
0,26300,230.3419
0,26301,230.3770
0,26302,230.4089
0,26303,231.9908
0,26304,232.0070
0,26305,232.0161
0,26306,232.0261
0,26307,194.3719
0,26308,194.4280
0,26309,194.4621
0,26310,194.4940
0,26311,194.5250
0,26312,194.5579
0,26313,197.9089
0,26314,198.2560
0,26315,198.3840
0,26316,198.5571
0,26317,171.1509
0,26318,171.2141
0,26319,171.2589
0,26320,171.2940
0,26321,171.3278
0,26322,171.3591
0,26323,171.3989
0,26324,171.8271
0,26325,172.2381
0,26326,172.3702
0,26327,132.3259
0,26328,132.4201
0,26329,132.4699
0,26330,132.5471
0,26331,132.5960
0,26332,132.6759
0,26333,132.7231
0,26334,132.8440
0,26335,132.9541
0,26336,95.8741
0,26337,95.9978
0,26338,96.1061
0,26339,96.4458
0,26340,96.5171
0,26341,96.5822
0,26342,96.6439
0,26343,96.7050
0,26344,96.7638
0,26345,59.5911
0,26346,59.7520
0,26347,59.8512
0,26348,59.9480
0,26349,60.0410
0,26350,60.1408
0,26351,60.2388
0,26352,60.3449
0,26353,60.4510
0,26354,50.5779
0,26355,50.6361
0,26356,50.6809
0,26357,50.7240
0,26358,50.7650
0,26359,50.8041
0,26360,51.0018
0,26361,51.0600
0,26362,51.1041
0,26363,46.8700
0,26364,46.9079
0,26365,48.5480
0,26366,48.5761
0,26367,48.5890
0,26368,49.7630
0,26369,60.4079
0,26370,60.4389
0,26371,60.4520
0,26372,39.7139
0,26373,47.3821
0,26374,47.4160
0,26375,47.4219
0,26376,47.4269
0,26377,47.4310
0,26378,47.4360
0,26379,47.4360
0,26380,47.4360
0,26381,54.8851
0,26382,54.9581
0,26383,55.0060
0,26384,56.1919
0,26385,56.2220
0,26386,56.2310
0,26387,56.2370
0,26388,56.2429
0,26389,56.2501
0,26390,50.4348
0,26391,63.7259
0,26392,63.7920
0,26393,63.8461
0,26394,63.8921
0,26395,63.9329
0,26396,63.9820
0,26397,64.0209
0,26399,203.4578
0,26400,203.7129
0,26401,203.7592
0,26402,204.3409
0,26403,204.4890
0,26404,204.5071
0,26405,204.5181
0,26406,205.8871
0,26407,205.9209
0,26408,205.9360
0,26409,205.9469
0,26410,207.4471
0,26411,207.5081
0,26412,207.9170
0,26413,207.9291
0,26414,209.3780
0,26415,209.3878
0,26416,209.3992
0,26417,209.4069
0,26418,210.9530
0,26419,210.9621
0,26420,210.9709
0,26421,213.1770
0,26422,213.2339
0,26423,213.2480
0,26424,213.2561
0,26425,213.2652
0,26426,215.1828
0,26427,215.2109
0,26428,215.2209
0,26429,215.2269
0,26430,215.2350
0,26431,218.0099
0,26432,220.5231
0,26433,220.5560
