abs_time,cam_index,frame_in,rtp_seq
1778593701.371219,0,22,1810
1778593701.388804,1,24,1853
1778593701.404528,0,23,1818
1778593701.405684,2,23,30454
1778593701.429371,1,25,1864
1778593701.439958,2,24,30466
1778593701.446074,0,24,1826
1778593701.464112,1,26,1875
1778593701.487785,2,25,30476
1778593701.492546,0,25,1833
1778593701.506868,1,27,1885
1778593701.524270,2,26,30487
1778593701.548360,1,28,1896
1778593701.574650,2,27,30501
1778593701.575457,0,26,1843
1778593701.618726,0,27,1960
1778593701.625359,1,29,1907
1778593701.626201,2,28,30512
1778593701.627211,0,28,1970
1778593701.629677,1,30,1917
1778593701.642403,2,29,30524
1778593701.660847,0,29,1981
1778593701.665232,1,31,1928
1778593701.685737,2,30,30536
1778593701.690179,0,30,1990
1778593701.707717,1,32,1938
1778593701.724819,2,31,30547
1778593701.732182,0,31,2000
1778593701.749041,1,33,1948
1778593701.768070,2,32,30557
1778593701.772340,0,32,2008
1778593701.791418,1,34,1959
1778593701.800320,2,33,30566
1778593701.814034,0,33,2017
1778593701.820517,1,35,1970
1778593701.845377,2,34,30578
1778593701.852893,0,34,2027
1778593701.868290,1,36,1981
1778593701.885642,2,35,30590
1778593701.891122,0,35,2037
1778593701.908348,1,37,1991
1778593701.926730,2,36,30601
1778593701.929584,0,36,2046
1778593701.950294,1,38,2002
1778593701.966943,2,37,30613
1778593701.970272,0,37,2054
1778593701.980514,1,39,2013
1778593701.998713,2,38,30624
1778593702.013623,0,38,2063
1778593702.025488,1,40,2023
1778593702.043471,2,39,30635
1778593702.050220,0,39,2072
1778593702.068239,1,41,2033
1778593702.084824,2,40,30648
1778593702.088467,0,40,2081
1778593702.111383,1,42,2043
1778593702.125327,2,41,30659
1778593702.130786,0,41,2090
1778593702.181952,2,42,30671
1778593702.182160,1,43,2054
1778593702.182936,0,42,2099
1778593702.184805,1,44,2065
1778593702.200619,2,43,30683
1778593702.205681,0,43,2108
1778593702.232096,1,45,2075
1778593702.242565,2,44,30695
1778593702.250258,0,44,2116
1778593702.269866,1,46,2086
1778593702.285555,2,45,30706
1778593702.293673,0,45,2125
1778593702.302905,1,47,2097
1778593702.326508,2,46,30717
1778593702.332315,0,46,2133
1778593702.346463,1,48,2107
1778593702.364575,0,47,2141
1778593702.369388,2,47,30729
1778593702.388906,1,49,2117
1778593702.397939,2,48,30740
1778593702.413307,0,48,2151
1778593702.431148,1,50,2127
1778593702.443455,2,49,30751
1778593702.451628,0,49,2160
1778593702.461429,1,51,2138
1778593702.487103,2,50,30762
1778593702.491337,0,50,2170
1778593702.564135,1,52,2149
1778593702.598689,1,53,2305
1778593702.599400,2,51,30772
1778593702.630561,0,51,2178
1778593702.648661,2,52,30914
1778593702.658350,1,54,2317
1778593702.658468,0,52,2324
1778593702.661214,2,53,30927
1778593702.663307,0,53,2335
1778593702.667179,1,55,2329
1778593702.669425,2,54,30940
1778593702.669941,0,54,2346
1778593702.671318,1,56,2340
1778593702.690301,2,55,30953
1778593702.691278,0,55,2357
1778593702.699999,1,57,2353
1778593702.731282,2,56,30965
1778593702.734305,0,56,2367
1778593702.751650,1,58,2365
1778593702.769234,0,57,2376
1778593702.773364,2,57,30977
1778593702.788538,1,59,2377
1778593702.798108,2,58,30988
1778593702.810901,0,58,2385
1778593702.830016,1,60,2389
1778593702.845134,2,59,30999
1778593702.852225,0,59,2394
1778593702.861060,1,61,2400
1778593702.886131,2,60,31011
1778593702.893423,0,60,2403
1778593702.908255,1,62,2411
1778593702.925240,0,61,2412
1778593702.927487,2,61,31023
1778593702.950581,1,63,2422
1778593702.961152,2,62,31035
1778593702.971324,0,62,2421
1778593702.993542,1,64,2433
1778593703.001425,2,63,31048
1778593703.009963,0,63,2430
1778593703.020112,1,65,2444
1778593703.046720,2,64,31060
1778593703.056800,0,64,2439
1778593703.068805,1,66,2455
1778593703.087542,2,65,31071
1778593703.092601,0,65,2448
1778593703.108713,1,67,2467
1778593703.121853,2,66,31083
1778593703.124787,0,66,2457
1778593703.157544,1,68,2479
1778593703.174196,2,67,31095
1778593703.194204,0,67,2466
1778593703.197210,1,69,2490
1778593703.204674,2,68,31107
1778593703.219919,0,68,2475
1778593703.228381,1,70,2501
1778593703.247891,2,69,31119
1778593703.257855,0,69,2484
1778593703.268114,1,71,2511
1778593703.279160,2,70,31131
1778593703.299063,0,70,2492
1778593703.310314,1,72,2522
1778593703.330049,2,71,31143
1778593703.337171,0,71,2502
1778593703.350596,1,73,2534
1778593703.367977,2,72,31156
1778593703.371848,0,72,2512
1778593703.396293,1,74,2545
1778593703.410035,2,73,31168
1778593703.414635,0,73,2522
1778593703.421629,1,75,2557
1778593703.438787,2,74,31180
1778593703.453433,0,74,2532
1778593703.467049,1,76,2568
1778593703.490588,2,75,31193
1778593703.519726,0,75,2541
1778593703.521196,1,77,2579
1778593703.526387,2,76,31205
1778593703.549523,1,78,2590
1778593703.559216,0,76,2550
1778593703.619606,2,77,31216
1778593703.629311,1,79,2601
1778593703.631417,2,78,31227
1778593703.635434,0,77,2663
1778593703.641073,0,78,2676
1778593703.660365,1,80,2612
1778593703.661278,2,79,31239
1778593703.739153,0,79,2688
1778593703.742350,1,81,2622
1778593703.743262,2,80,31252
1778593703.745336,0,80,2698
1778593703.757179,1,82,2633
1778593703.789499,2,81,31264
1778593703.791186,0,81,2708
1778593703.792111,1,83,2644
1778593703.796672,2,82,31275
1778593703.797087,0,82,2718
1778593703.819812,1,84,2656
1778593703.821115,2,83,31286
1778593703.848146,0,83,2728
1778593703.849285,1,85,2668
1778593703.860256,2,84,31298
1778593703.861048,0,84,2738
1778593703.877442,1,86,2679
1778593703.920953,2,85,31309
1778593703.923148,0,85,2748
1778593703.925477,1,87,2690
1778593703.964148,2,86,31321
1778593703.965722,0,86,2758
1778593703.970581,1,88,2701
1778593704.013282,2,87,31333
1778593704.015639,0,87,2768
1778593704.048293,1,89,2712
1778593704.072619,2,88,31344
1778593704.076404,0,88,2778
1778593704.081599,1,90,2723
1778593704.093568,2,89,31356
1778593704.100201,0,89,2788
1778593704.133663,1,91,2734
1778593704.137950,2,90,31369
1778593704.166193,0,90,2798
1778593704.172965,1,92,2746
1778593704.178606,2,91,31381
1778593704.196591,0,91,2808
1778593704.200331,1,93,2757
1778593704.207613,2,92,31393
1778593704.213952,0,92,2818
1778593704.271646,1,94,2768
1778593704.273058,2,93,31405
1778593704.296824,1,95,2780
1778593704.297312,0,93,2827
1778593704.303818,2,94,31416
1778593704.306643,0,94,2837
1778593704.339212,1,96,2791
1778593704.345630,2,95,31428
1778593704.373341,0,95,2848
1778593704.373953,1,97,2802
1778593704.378698,2,96,31440
1778593704.412512,0,96,2857
1778593704.422851,1,98,2813
1778593704.436435,2,97,31451
1778593704.451199,0,97,2867
1778593704.456348,1,99,2824
1778593704.502532,2,98,31463
1778593704.523066,0,98,2877
1778593704.573030,1,100,2835
1778593704.606561,2,99,31475
1778593704.630337,0,99,2886
1778593704.633450,1,101,2847
1778593704.670858,2,100,31487
1778593704.677148,0,100,2896
1778593704.680681,2,101,31498
1778593704.793721,1,102,2859
1778593704.954587,1,103,2998
1778593704.957197,0,101,2906
1778593705.073770,2,102,31608
1778593705.106823,0,102,3016
1778593705.107277,1,104,3010
1778593705.111410,2,103,31618
1778593705.129052,0,103,3024
1778593705.131567,1,105,3022
1778593705.144372,2,104,31631
1778593705.147441,0,104,3037
1778593705.160735,1,106,3034
1778593705.170094,2,105,31643
1778593705.203869,0,105,3049
1778593705.223688,1,107,3046
1778593705.237572,2,106,31655
1778593705.240642,0,106,3060
1778593705.298949,1,108,3058
1778593705.301381,2,107,31669
1778593705.321125,0,107,3071
1778593705.365119,1,109,3070
1778593705.368128,2,108,31683
1778593705.382226,0,108,3082
1778593705.387162,1,110,3083
1778593705.397379,2,109,31695
1778593705.420094,0,109,3092
1778593705.422527,1,111,3097
1778593705.431602,2,110,31708
1778593705.438744,1,112,3107
1778593705.446253,2,111,31721
1778593705.453926,0,110,3112
1778593705.488412,1,113,3118
1778593705.497746,2,112,31733
1778593705.501471,0,111,3123
1778593705.502666,1,114,3130
1778593705.509954,2,113,31745
1778593705.539252,0,112,3133
1778593705.540451,1,115,3141
1778593705.559920,2,114,31757
1778593705.568859,0,113,3143
1778593705.582819,2,115,31769
1778593705.627606,0,114,3153
1778593705.635987,1,116,3165
1778593705.637103,2,116,31781
1778593705.639636,0,115,3163
1778593705.642769,1,117,3176
1778593705.669064,2,117,31793
1778593705.669965,0,116,3173
1778593705.686900,1,118,3187
1778593705.689266,2,118,31805
1778593705.696849,0,117,3183
1778593705.719696,1,119,3198
1778593705.722407,2,119,31818
1778593705.732405,1,120,3210
1778593705.739403,2,120,31830
1778593705.759292,0,118,3202
1778593705.761225,1,121,3222
1778593705.800217,2,121,31842
1778593705.801440,0,119,3212
1778593705.837358,2,122,31855
1778593705.852838,0,120,3221
1778593705.853666,1,122,3245
1778593705.866026,2,123,31866
1778593705.894994,0,121,3230
1778593705.896924,1,123,3256
1778593705.909662,2,124,31879
1778593705.950319,0,122,3239
1778593705.953680,1,124,3268
1778593705.964740,2,125,31890
1778593705.969562,0,123,3249
1778593706.015206,1,125,3278
1778593706.017000,2,126,31902
1778593706.041037,1,126,3289
1778593706.042642,0,124,3261
1778593706.172507,2,127,31915
1778593706.176327,0,125,3373
1778593706.186237,1,127,3301
1778593706.194453,2,128,31928
1778593706.200230,0,126,3386
1778593706.212818,1,128,3314
1778593706.216889,2,129,31940
1778593706.220661,0,127,3397
1778593706.223649,1,129,3325
1778593706.227599,2,130,31953
1778593706.231494,0,128,3408
1778593706.262706,1,130,3336
1778593706.267259,2,131,31966
1778593706.268359,0,129,3418
1778593706.284319,2,132,31976
1778593706.369635,0,130,3428
1778593706.372007,1,131,3360
1778593706.375985,2,133,31988
1778593706.392993,0,131,3439
1778593706.399935,1,132,3371
1778593706.458732,2,134,32001
1778593706.463450,1,133,3382
1778593706.501040,2,135,32014
1778593706.502578,0,132,3460
1778593706.507439,1,134,3395
1778593706.519482,2,136,32026
1778593706.547551,0,133,3471
1778593706.584552,1,135,3406
1778593706.587505,2,137,32037
1778593706.593528,0,134,3485
1778593706.603443,1,136,3419
1778593706.606657,2,138,32050
1778593706.637654,0,135,3490
1778593706.640492,1,137,3430
1778593706.642210,2,139,32062
1778593706.644286,0,136,3501
1778593706.645595,1,138,3442
1778593706.655046,2,140,32074
1778593706.658508,0,137,3512
1778593706.669623,1,139,3455
1778593706.672217,2,141,32087
1778593706.678254,0,138,3524
1778593706.681328,1,140,3468
1778593706.697109,2,142,32100
1778593706.699205,0,139,3534
1778593706.741507,1,141,3477
1778593706.741983,2,143,32113
1778593706.744689,0,140,3544
1778593706.762178,1,142,3489
1778593706.763826,2,144,32125
1778593706.765519,0,141,3555
1778593706.767497,1,143,3501
1778593706.771796,2,145,32138
1778593706.793514,0,142,3565
1778593706.795291,1,144,3513
1778593706.801326,0,143,3576
1778593706.803632,1,145,3525
1778593706.812331,2,146,32162
1778593706.815573,0,144,3586
1778593706.818402,1,146,3538
1778593706.820148,2,147,32174
1778593706.832219,0,145,3597
1778593706.834983,1,147,3549
1778593706.840800,2,148,32186
1778593706.842818,0,146,3608
1778593706.851519,1,148,3559
1778593706.854414,2,149,32198
1778593706.855963,0,147,3617
1778593706.859595,1,149,3571
1778593707.020294,1,150,3687
1778593707.021716,0,148,3629
1778593707.055000,2,150,32321
1778593707.060011,0,149,3742
1778593707.060688,1,151,3699
1778593707.062399,2,151,32333
1778593707.065426,0,150,3752
1778593707.068365,1,152,3710
1778593707.070362,2,152,32345
1778593707.076756,0,151,3765
1778593707.077766,1,153,3722
1778593707.091575,2,153,32357
1778593707.093306,0,152,3777
1778593707.094402,1,154,3735
1778593707.096271,2,154,32369
1778593707.098399,0,153,3787
1778593707.099960,1,155,3748
1778593707.106117,2,155,32382
1778593707.107909,0,154,3797
1778593707.110413,1,156,3761
1778593707.112245,2,156,32395
1778593707.116047,0,155,3808
1778593707.117402,1,157,3771
1778593707.141680,2,157,32408
1778593707.145778,0,156,3818
1778593707.146832,1,158,3783
1778593707.195510,2,158,32419
1778593707.200325,0,157,3828
1778593707.201827,1,159,3794
1778593707.219797,2,159,32430
1778593707.220733,0,158,3838
1778593707.222145,1,160,3806
1778593707.241374,2,160,32443
1778593707.244615,0,159,3849
1778593707.268117,1,161,3820
1778593707.269241,2,161,32456
1778593707.276809,0,160,3859
1778593707.277544,1,162,3832
1778593707.300311,0,161,3871
1778593707.301499,1,163,3845
1778593707.303659,2,162,32481
1778593707.305291,0,162,3881
1778593707.320251,1,164,3858
1778593707.323074,2,163,32494
1778593707.326490,0,163,3892
1778593707.350791,1,165,3870
1778593707.353483,2,164,32508
1778593707.354754,0,164,3903
1778593707.373074,1,166,3884
1778593707.374526,2,165,32520
1778593707.389756,1,167,3896
1778593707.391419,2,166,32533
1778593707.397214,0,165,3924
1778593707.410297,1,168,3907
1778593707.411702,2,167,32545
1778593707.413456,0,166,3934
1778593707.427079,1,169,3919
1778593707.437670,2,168,32557
1778593707.441385,0,167,3944
1778593707.445893,1,170,3932
1778593707.453004,2,169,32570
1778593707.502990,0,168,3955
1778593707.504222,1,171,3946
1778593707.505393,2,170,32583
1778593707.550749,0,169,3966
1778593707.552320,1,172,3957
1778593707.575828,2,171,32595
1778593707.577476,0,170,3977
1778593707.585841,1,173,3969
1778593707.607273,2,172,32608
1778593707.608993,0,171,3987
1778593707.609566,1,174,3981
1778593707.620144,2,173,32621
1778593707.641032,1,175,3993
1778593707.644616,2,174,32634
1778593707.694926,0,172,3998
1778593707.751931,0,173,4109
1778593707.758988,1,176,4006
1778593707.759921,2,175,32646
1778593707.776621,0,174,4122
1778593707.777826,1,177,4017
1778593707.779344,2,176,32658
1778593707.785428,0,175,4134
1778593707.788603,1,178,4028
1778593707.800430,2,177,32671
1778593707.814257,0,176,4145
1778593707.818842,1,179,4041
1778593707.819947,2,178,32683
1778593707.821172,0,177,4156
1778593707.821899,1,180,4053
1778593707.835249,2,179,32696
1778593707.836547,0,178,4167
1778593707.837289,1,181,4066
1778593707.860040,2,180,32709
1778593707.863493,0,179,4178
1778593707.865317,1,182,4078
1778593707.866570,2,181,32722
1778593707.872254,0,180,4188
1778593707.899180,1,183,4090
1778593707.900460,2,182,32735
1778593707.910493,0,181,4199
1778593707.911768,1,184,4102
1778593707.926176,2,183,32748
1778593707.929389,0,182,4209
1778593707.958266,1,185,4114
1778593707.967836,2,184,32760
1778593707.985203,0,183,4220
1778593707.988834,1,186,4126
1778593708.012417,2,185,32773
1778593708.018452,0,184,4231
1778593708.033423,1,187,4138
1778593708.040781,2,186,32786
1778593708.057434,0,185,4242
1778593708.065603,1,188,4150
1778593708.092548,2,187,32798
1778593708.093834,0,186,4252
1778593708.110723,1,189,4163
1778593708.131016,2,188,32811
1778593708.132564,0,187,4262
1778593708.162883,1,190,4174
1778593708.168589,2,189,32824
1778593708.176892,0,188,4272
1778593708.197117,1,191,4186
1778593708.209393,2,190,32836
1778593708.256072,0,189,4283
1778593708.262124,1,192,4198
1778593708.266779,2,191,32848
1778593708.270895,0,190,4294
1778593708.290205,1,193,4210
1778593708.291251,2,192,32861
1778593708.294200,0,191,4304
1778593708.309856,1,194,4222
1778593708.339495,2,193,32872
1778593708.342400,0,192,4315
1778593708.355031,1,195,4236
1778593708.380550,2,194,32884
1778593708.382275,0,193,4326
1778593708.397371,1,196,4248
1778593708.409739,2,195,32897
1778593708.433579,0,194,4337
1778593708.434660,1,197,4260
1778593708.447504,2,196,32910
1778593708.450055,0,195,4347
1778593708.470498,1,198,4272
1778593708.491632,2,197,32923
1778593708.495324,0,196,4357
1778593708.546459,2,198,32936
1778593708.546589,1,199,4284
1778593708.599727,1,200,4419
1778593708.601355,0,197,4369
1778593708.624846,2,199,33039
1778593708.627492,1,201,4432
1778593708.632783,2,200,33054
1778593708.633607,1,202,4445
1778593708.636378,0,198,4484
1778593708.638694,0,199,4492
1778593708.643296,2,201,33065
1778593708.651430,0,200,4504
1778593708.671169,1,203,4459
1778593708.685882,2,202,33077
1778593708.691453,0,201,4516
1778593708.714435,1,204,4472
1778593708.727531,2,203,33090
1778593708.734996,0,202,4527
1778593708.753955,1,205,4483
1778593708.769568,2,204,33102
1778593708.774765,0,203,4537
1778593708.782769,1,206,4496
1778593708.801751,2,205,33114
1778593708.806186,0,204,4549
1778593708.828379,1,207,4509
1778593708.847313,2,206,33127
1778593708.850013,0,205,4560
1778593708.870106,1,208,4520
1778593708.890764,2,207,33140
1778593708.892640,0,206,4570
1778593708.918203,1,209,4532
1778593708.929885,2,208,33154
1778593708.937925,0,207,4581
1778593708.942363,1,210,4545
1778593708.970638,2,209,33168
1778593708.971909,0,208,4593
1778593708.989482,1,211,4557
1778593709.006226,2,210,33181
1778593709.011502,0,209,4603
1778593709.029546,1,212,4569
1778593709.054571,2,211,33194
1778593709.058268,0,210,4613
1778593709.076287,1,213,4580
1778593709.089761,2,212,33204
1778593709.095180,0,211,4623
1778593709.105922,1,214,4592
1778593709.130010,0,212,4634
1778593709.132165,2,213,33214
1778593709.155896,1,215,4604
1778593709.164104,2,214,33226
1778593709.173228,0,213,4645
1778593709.191463,1,216,4616
1778593709.208484,2,215,33240
1778593709.214352,0,214,4655
1778593709.235725,1,217,4628
1778593709.249458,2,216,33254
1778593709.254374,0,215,4666
1778593709.263526,1,218,4641
1778593709.289263,0,216,4673
1778593709.290277,2,217,33268
1778593709.310182,1,219,4654
1778593709.321416,2,218,33280
1778593709.330995,0,217,4684
1778593709.353280,1,220,4666
1778593709.369414,2,219,33293
1778593709.372496,0,218,4695
1778593709.393873,1,221,4678
1778593709.422101,2,220,33307
1778593709.432249,0,219,4706
1778593709.443968,1,222,4690
1778593709.451328,2,221,33314
1778593709.479393,0,220,4715
1778593709.516182,1,223,4701
1778593709.518471,2,222,33326
1778593709.520756,0,221,4725
1778593709.536518,1,224,4713
1778593709.538746,2,223,33340
1778593709.553343,1,225,4725
1778593709.564289,0,222,4737
1778593709.621715,2,224,33354
1778593709.629483,1,226,4737
1778593709.640187,2,225,33367
1778593709.643232,1,227,4750
1778593709.646210,0,223,4875
1778593709.649296,0,224,4887
1778593709.672439,2,226,33381
1778593709.677345,0,225,4897
1778593709.740650,1,228,4761
1778593709.742486,2,227,33393
1778593709.769869,0,226,4909
1778593709.771223,1,229,4773
1778593709.772233,2,228,33408
1778593709.803190,0,227,4919
1778593709.803794,1,230,4787
1778593709.828243,0,228,4929
1778593709.829117,2,229,33421
1778593709.834505,1,231,4800
1778593709.839247,2,230,33446
1778593709.841689,0,229,4938
1778593709.842247,1,232,4811
1778593709.846469,2,231,33468
1778593709.859043,0,230,4948
1778593709.876499,1,233,4830
1778593709.888612,2,232,33481
1778593709.893615,0,231,4960
1778593709.910341,1,234,4843
1778593709.935377,2,233,33493
1778593709.938368,0,232,4971
1778593709.948813,1,235,4855
1778593709.996875,0,233,4980
1778593710.009686,2,234,33504
1778593710.010751,1,236,4869
1778593710.017499,2,235,33513
1778593710.029324,0,234,4990
1778593710.031972,1,237,4884
1778593710.053096,2,236,33522
1778593710.056754,0,235,5000
1778593710.065442,1,238,4897
1778593710.091070,2,237,33532
1778593710.094288,0,236,5010
1778593710.110838,1,239,4910
1778593710.136844,2,238,33541
1778593710.140657,0,237,5021
1778593710.149969,1,240,4920
1778593710.169535,0,238,5032
1778593710.178398,2,239,33551
1778593710.192667,1,241,4929
1778593710.203060,2,240,33563
1778593710.211388,0,239,5042
1778593710.238551,1,242,4940
1778593710.245203,2,241,33576
1778593710.253314,0,240,5052
1778593710.279567,1,243,4952
1778593710.290524,2,242,33587
1778593710.296366,0,241,5062
1778593710.315424,1,244,4963
1778593710.329230,0,242,5072
1778593710.374987,2,243,33599
1778593710.375222,1,245,4974
1778593710.381200,2,244,33611
1778593710.400558,0,243,5082
1778593710.402351,1,246,4986
1778593710.415253,2,245,33625
1778593710.422252,0,244,5092
1778593710.424369,1,247,4997
1778593710.457183,2,246,33640
1778593710.460647,0,245,5102
1778593710.468182,1,248,5009
1778593710.494612,0,246,5113
1778593710.521207,2,247,33653
1778593710.530338,2,248,33664
1778593710.567388,1,249,5022
1778593710.656532,1,250,5120
1778593710.684647,0,247,5123
1778593710.692292,2,249,33704
1778593710.837172,0,248,5267
1778593710.840391,1,251,5137
1778593710.843097,2,250,33718
1778593710.864568,0,249,5278
1778593710.867711,1,252,5150
1778593710.893742,2,251,33731
1778593710.897649,0,250,5289
1778593710.907830,1,253,5162
1778593710.929374,2,252,33744
1778593710.959245,0,251,5299
1778593710.960453,1,254,5176
1778593710.965074,2,253,33759
1778593710.971274,0,252,5307
1778593710.993481,1,255,5190
1778593711.000705,0,253,5317
1778593711.007483,2,254,33775
1778593711.023508,1,256,5202
1778593711.073666,2,255,33788
1778593711.075290,0,254,5327
1778593711.076471,1,257,5214
1778593711.100117,2,256,33801
1778593711.101811,0,255,5338
1778593711.102652,1,258,5226
1778593711.104758,2,257,33814
1778593711.112795,0,256,5346
1778593711.140001,1,259,5238
1778593711.141838,2,258,33822
1778593711.143219,0,257,5355
1778593711.170697,1,260,5249
1778593711.173780,0,258,5366
1778593711.174748,2,259,33832
1778593711.177056,1,261,5262
1778593711.198583,2,260,33843
1778593711.200781,0,259,5375
1778593711.203362,1,262,5275
1778593711.224460,2,261,33854
1778593711.240550,0,260,5385
1778593711.254636,1,263,5290
1778593711.259955,2,262,33874
1778593711.264253,0,261,5395
1778593711.272001,1,264,5303
1778593711.290065,0,262,5405
1778593711.342412,2,263,33890
1778593711.345690,1,265,5314
1778593711.349727,2,264,33904
1778593711.352167,0,263,5415
1778593711.390361,1,266,5328
1778593711.392422,2,265,33915
1778593711.408496,0,264,5424
1778593711.412585,1,267,5340
1778593711.441936,2,266,33927
1778593711.444599,0,265,5437
1778593711.447306,1,268,5354
1778593711.460229,0,266,5445
1778593711.466643,2,267,33941
1778593711.484375,1,269,5370
1778593711.495428,2,268,33952
1778593711.501483,0,267,5455
1778593711.506012,1,270,5384
1778593711.559893,2,269,33967
1778593711.603261,0,268,5465
1778593711.604095,1,271,5397
1778593711.625745,2,270,33981
1778593711.628983,0,269,5475
1778593711.647556,1,272,5407
1778593711.650679,0,270,5489
1778593711.676524,2,271,33994
1778593711.679710,1,273,5420
1778593711.737909,0,271,5497
1778593711.741699,1,274,5432
1778593711.746253,2,272,34017
1778593711.796537,1,275,5443
1778593711.797553,2,273,34033
1778593711.799062,0,272,5506
1778593711.941727,0,273,5650
1778593711.943183,1,276,5455
1778593711.951723,2,274,34047
1778593711.985798,0,274,5661
1778593711.990590,1,277,5468
1778593711.993305,2,275,34062
1778593712.002645,0,275,5673
1778593712.041599,2,276,34075
1778593712.050105,0,276,5683
1778593712.053626,1,278,5494
1778593712.056505,2,277,34087
1778593712.076575,0,277,5692
1778593712.077751,1,279,5506
1778593712.096441,2,278,34096
1778593712.130013,0,278,5701
1778593712.130633,1,280,5519
1778593712.151125,2,279,34106
1778593712.165457,0,279,5710
1778593712.169477,1,281,5532
1778593712.190225,2,280,34118
1778593712.237844,0,280,5720
1778593712.261641,1,282,5547
1778593712.263652,2,281,34135
1778593712.338049,1,283,5557
1778593712.342187,0,281,5740
1778593712.366498,1,284,5570
1778593712.370944,2,282,34163
1778593712.400872,0,282,5749
1778593712.402408,1,285,5582
1778593712.406168,2,283,34180
1778593712.424594,0,283,5759
1778593712.432969,1,286,5594
1778593712.440540,2,284,34197
1778593712.458835,0,284,5768
1778593712.464686,1,287,5608
1778593712.465421,2,285,34209
1778593712.515688,0,285,5778
1778593712.517572,1,288,5619
1778593712.520486,2,286,34222
1778593712.528456,1,289,5632
1778593712.546471,2,287,34234
1778593712.549994,0,286,5797
1778593712.559489,1,290,5644
1778593712.572992,2,288,34246
1778593712.614128,0,287,5807
1778593712.623832,1,291,5656
1778593712.625920,2,289,34259
1778593712.642138,0,288,5821
1778593712.645713,1,292,5667
1778593712.651392,2,290,34271
1778593712.670996,0,289,5838
1778593712.689703,1,293,5683
1778593712.723492,2,291,34285
1778593712.729276,1,294,5696
1778593712.738296,2,292,34298
1778593712.771129,0,290,5861
1778593712.776450,1,295,5710
1778593712.798569,2,293,34313
1778593712.802039,0,291,5874
1778593712.804654,1,296,5721
1778593712.844820,2,294,34328
1778593712.848102,0,292,5888
1778593712.850819,1,297,5733
1778593712.855997,2,295,34343
1778593712.860254,0,293,5900
1778593712.875961,1,298,5747
1778593712.952280,2,296,34357
1778593712.952413,0,294,5913
1778593713.096012,1,299,5819
1778593713.105672,2,297,34431
1778593713.111455,0,295,5955
1778593713.118420,1,300,5830
1778593713.159304,2,298,34440
1778593713.170527,0,296,5968
1778593713.183451,1,301,5847
1778593713.240765,2,299,34456
1778593713.257922,0,297,5983
1778593713.261549,1,302,5861
1778593713.309540,2,300,34473
1778593713.313856,0,298,5994
1778593713.332933,2,301,34486
1778593713.388170,1,303,5886
1778593713.390212,2,302,34498
1778593713.397613,0,299,6018
1778593713.412377,1,304,5899
1778593713.448592,2,303,34512
1778593713.451596,0,300,6028
1778593713.462119,1,305,5910
1778593713.468429,2,304,34526
1778593713.526577,0,301,6040
1778593713.528204,1,306,5923
1778593713.533392,2,305,34539
1778593713.551755,1,307,5937
1778593713.602818,2,306,34554
1778593713.603955,0,302,6060
1778593713.606520,1,308,5951
1778593713.615669,2,307,34566
1778593713.624217,0,303,6070
1778593713.627330,1,309,5963
1778593713.630371,2,308,34579
1778593713.633451,0,304,6081
1778593713.678394,1,310,5976
1778593713.681233,2,309,34596
1778593713.684538,0,305,6092
1778593713.688852,2,310,34608
1778593713.692096,0,306,6105
1778593713.692779,1,311,6004
1778593713.693996,2,311,34622
1778593713.697591,0,307,6114
1778593713.698585,1,312,6019
