abs_time,cam_index,frame_in,rtp_seq
1778593643.604418,2,1,3746
1778593643.657463,2,2,3762
1778593643.676744,0,1,11102
1778593643.679804,1,1,20848
1778593643.691339,2,3,3798
1778593643.698636,0,2,11106
1778593643.701058,1,2,20856
1778593643.713621,2,4,3809
1778593643.715634,0,3,11111
1778593643.720697,1,3,20865
1778593643.730322,2,5,3817
1778593643.736458,0,4,11117
1778593643.751100,1,4,20877
1778593643.764426,2,6,3826
1778593643.767830,0,5,11122
1778593643.782351,1,5,20886
1778593643.808877,2,7,3837
1778593643.812598,0,6,11127
1778593643.833256,1,6,20895
1778593643.838096,2,8,3848
1778593643.868071,0,7,11133
1778593643.886015,1,7,20904
1778593643.894376,2,9,3858
1778593643.896153,0,8,11137
1778593643.913495,1,8,20915
1778593643.924698,2,10,3868
1778593643.936561,0,9,11142
1778593643.943101,1,9,20925
1778593643.968283,0,10,11147
1778593643.970540,2,11,3877
1778593643.990129,1,10,20935
1778593643.999742,2,12,3888
1778593644.011690,0,11,11152
1778593644.029471,1,11,20945
1778593644.053619,2,13,3897
1778593644.055075,0,12,11157
1778593644.078656,1,12,20955
1778593644.091630,2,14,3907
1778593644.095281,0,13,11162
1778593644.119584,1,13,20965
1778593644.126514,2,15,3918
1778593644.145634,0,14,11167
1778593644.150884,1,14,20977
1778593644.159415,2,16,3928
1778593644.166329,0,15,11172
1778593644.193681,1,15,20988
1778593644.209959,2,17,3940
1778593644.216480,0,16,11177
1778593644.231429,1,16,20998
1778593644.252804,2,18,3952
1778593644.255903,0,17,11183
1778593644.263351,1,17,21008
1778593644.286775,2,19,3961
1778593644.292547,0,18,11189
1778593644.312005,1,18,21017
1778593644.317805,2,20,3971
1778593644.325582,0,19,11195
1778593644.350143,1,19,21028
1778593644.363271,2,21,3980
1778593644.370283,0,20,11202
1778593644.390846,1,20,21038
1778593644.403735,2,22,3990
1778593644.422002,1,21,21049
1778593644.446752,2,23,4000
1778593644.453676,0,21,11206
1778593644.510329,0,22,11362
1778593644.514125,1,22,21059
1778593644.519431,2,24,4009
1778593644.526786,0,23,11371
1778593644.529739,1,23,21069
1778593644.534393,2,25,4022
1778593644.539673,0,24,11380
1778593644.542753,1,24,21079
1778593644.574337,2,26,4032
1778593644.584568,1,25,21089
1778593644.615935,2,27,4043
1778593644.633369,1,26,21099
1778593644.638618,2,28,4051
1778593644.677297,1,27,21109
1778593644.683842,2,29,4061
1778593644.712626,1,28,21118
1778593644.725237,2,30,4072
1778593644.746756,1,29,21128
1778593644.767164,2,31,4081
1778593644.791510,1,30,21138
1778593644.798926,2,32,4092
1778593644.861917,1,31,21148
1778593644.865795,2,33,4102
1778593644.868432,1,32,21159
1778593644.885980,2,34,4114
1778593644.915107,1,33,21169
1778593644.928305,2,35,4124
1778593644.947561,1,34,21179
1778593644.958115,2,36,4133
1778593644.991196,1,35,21190
1778593645.007048,2,37,4143
1778593645.023518,1,36,21200
1778593645.044919,2,38,4155
1778593645.069189,1,37,21211
1778593645.088794,2,39,4167
1778593645.108066,1,38,21222
1778593645.118644,2,40,4176
1778593645.150250,1,39,21232
1778593645.169138,2,41,4186
1778593645.182233,1,40,21242
1778593645.205759,2,42,4197
1778593645.228208,1,41,21251
1778593645.253995,2,43,4207
1778593645.271884,1,42,21261
1778593645.278238,2,44,4218
1778593645.310584,1,43,21272
1778593645.324754,2,45,4228
1778593645.341921,1,44,21282
1778593645.364481,2,46,4237
1778593645.394207,1,45,21293
1778593645.406611,2,47,4248
1778593645.429181,1,46,21304
1778593645.439045,2,48,4258
1778593645.535374,1,47,21315
1778593645.627166,1,48,21512
1778593645.627840,2,49,4270
1778593645.632327,1,49,21545
1778593645.637556,2,50,4289
1778593645.640841,1,50,21523
1778593645.655003,1,51,21555
1778593645.668415,2,51,4342
1778593645.685283,1,52,21566
1778593645.708151,2,52,4420
1778593645.723325,2,53,4451
1778593645.727679,1,53,21577
1778593645.729430,2,54,4463
1778593645.734560,1,54,21534
1778593645.738769,2,55,4517
1778593645.744194,2,56,4474
1778593645.762169,1,55,21588
1778593645.781283,2,57,4528
1778593645.806216,1,56,21598
1778593645.826808,2,58,4538
1778593645.846397,1,57,21608
1778593645.869175,2,59,4549
1778593645.887654,1,58,21619
1778593645.896375,2,60,4560
1778593645.937796,1,59,21630
1778593645.942062,2,61,4570
1778593645.961684,1,60,21640
1778593645.984193,2,62,4582
1778593646.006759,1,61,21650
1778593646.029422,2,63,4593
1778593646.048580,1,62,21661
1778593646.058511,2,64,4605
1778593646.111760,1,63,21672
1778593646.114933,2,65,4615
1778593646.130234,1,64,21683
1778593646.149771,2,66,4625
1778593646.165482,1,65,21694
1778593646.187190,2,67,4636
1778593646.210435,1,66,21705
1778593646.217945,2,68,4648
1778593646.247836,1,67,21715
1778593646.260979,2,69,4660
1778593646.290844,1,68,21726
1778593646.317091,2,70,4669
1778593646.321458,1,69,21736
1778593646.346353,2,71,4679
1778593646.367327,1,70,21746
1778593646.376684,2,72,4690
1778593646.407433,1,71,21756
1778593646.429879,2,73,4701
1778593646.451338,1,72,21766
1778593646.465195,2,74,4711
1778593646.484699,1,73,21777
1778593646.505308,2,75,4723
1778593646.529145,1,74,21787
1778593646.540210,2,76,4733
1778593646.567481,1,75,21798
1778593646.586691,2,77,4745
1778593646.611382,1,76,21809
1778593646.624424,2,78,4756
1778593646.640044,1,77,21820
1778593646.666496,2,79,4765
1778593646.687397,1,78,21830
1778593646.701271,2,80,4775
1778593646.746375,1,79,21841
